STDR_YYQU_CD,SUD_CD,RENT_FLOOR_CD,GTN_AVRG,MT_RNTCHRG_AVRG,CNVRSN_RNTCHRG,RENT_CO
20213,1129002553,00,983571,47388,57223,2
20213,1129002553,01,983571,47388,57223,2
20213,1129002557,00,1037682,64906,75283,2
20213,1129002557,01,1037682,64906,75283,2
20213,1129002562,00,1001758,76134,86151,1
20213,1129002562,01,1001758,76134,86151,1
20213,1129002565,00,1561231,40370,55982,4
20213,1129002565,01,1561231,40370,55982,4
20213,1129002567,00,12725471,7155,134410,2
20213,1129002567,02,12725471,7155,134410,2
20213,1129002568,00,1501377,73686,88700,4
20213,1129002568,01,1431082,71554,85865,1
20213,1129002568,02,1571672,75818,91534,3
20213,1129002570,00,288616,18951,21837,2
20213,1129002570,01,288616,18951,21837,2
20213,1129002572,00,1431082,14311,28622,1
20213,1129002572,01,1431082,14311,28622,1
20213,1129002574,00,303563,24285,27321,1
20213,1129002574,02,303563,24285,27321,1
20213,1129002575,00,189141,18914,20805,1
20213,1129002575,02,189141,18914,20805,1
20213,1129002578,00,1371156,90033,103745,4
20213,1129002578,01,1371156,90033,103745,4
20213,1129002579,00,718929,73278,80467,7
20213,1129002579,01,881071,75164,83975,2
20213,1129002579,02,556787,71392,76959,5
20213,1129002580,00,2671354,86819,113533,1
20213,1129002580,01,2671354,86819,113533,1
20213,1129002585,00,1440790,58771,73179,3
20213,1129002585,01,2162927,67237,88866,2
20213,1129002585,02,718652,50306,57492,1
20213,1129002586,00,1527850,107117,122395,11
20213,1129002586,01,2396164,168573,192534,10
20213,1129002586,02,659537,45660,52256,1
20213,1129002588,00,1001758,90158,100176,1
20213,1129002588,01,1001758,90158,100176,1
20213,1129002591,00,1803164,120211,138243,1
20213,1129002591,01,1803164,120211,138243,1
20213,1129002593,00,522491,36574,41799,1
20213,1129002593,01,522491,36574,41799,1
20213,1129002595,00,676678,27067,33834,1
20213,1129002595,01,676678,27067,33834,1
20213,1129002599,00,3005273,225395,255448,1
20213,1129002599,01,3005273,225395,255448,1
20213,1129002600,00,1882245,69242,88064,6
20213,1129002600,01,3451440,117822,152337,5
20213,1129002600,02,313049,20661,23792,1
20213,1129002603,00,411989,45319,49439,1
20213,1129002603,01,411989,45319,49439,1
20213,1129002605,00,3107535,150921,181996,4
20213,1129002605,01,3107535,150921,181996,4
20213,1129002607,00,660558,58433,65039,3
20213,1129002607,01,660558,58433,65039,3
20213,1129002611,00,954514,75158,84703,3
20213,1129002611,01,954514,75158,84703,3
20213,1129002616,00,1001758,72627,82645,2
20213,1129002616,01,1001758,72627,82645,2
20213,1129002617,00,1001758,140246,150264,1
20213,1129002617,01,1001758,140246,150264,1
20213,1129002618,00,1101933,35813,46832,1
20213,1129002618,02,1101933,35813,46832,1
20213,1129002620,00,166743,89308,90976,3
20213,1129002620,02,166743,89308,90976,3
20213,1129002621,00,2240465,114722,137127,4
20213,1129002621,01,2455288,54016,78569,1
20213,1129002621,02,2025642,175428,195685,3
20213,1129002630,00,924987,70275,79525,4
20213,1129002630,01,924987,70275,79525,4
20213,1129002631,00,705963,32015,39075,2
20213,1129002631,02,705963,32015,39075,2
20213,1129002642,00,920283,69423,78625,6
20213,1129002642,01,1578360,112206,127989,4
20213,1129002642,02,262207,26639,29261,2
20213,1129002653,00,851345,37040,45553,3
20213,1129002653,01,1271462,38144,50858,1
20213,1129002653,02,431229,35936,40248,2
20213,1129002675,00,991740,82645,92562,2
20213,1129002675,01,991740,82645,92562,2
20213,1129002681,00,367311,33058,36731,1
20213,1129002681,01,367311,33058,36731,1
20213,1129002682,00,1983480,119009,138844,1
20213,1129002682,01,1983480,119009,138844,1
20213,1129002685,00,977601,71492,81268,4
20213,1129002685,01,1802193,126154,144175,2
20213,1129002685,02,153008,16831,18361,2
20213,1129002690,00,846127,46734,55195,3
20213,1129002690,01,1101933,55097,66116,2
20213,1129002690,02,590321,38371,44274,1
20213,1129002698,00,632344,47375,53698,3
20213,1129002698,01,635731,38144,44501,1
20213,1129002698,02,628957,56606,62896,2
20213,1129002701,00,1335677,60105,73462,1
20213,1129002701,01,1335677,60105,73462,1
20213,1129002708,00,1271462,63573,76288,1
20213,1129002708,01,1271462,63573,76288,1
20213,1129002713,00,487770,42344,47222,2
20213,1129002713,01,703362,63303,70336,1
20213,1129002713,02,272178,21385,24107,1
20213,1129002717,00,357771,19677,23255,1
20213,1129002717,02,357771,19677,23255,1
20213,1129002719,00,651833,54376,60895,2
20213,1129002719,01,751318,83897,91410,1
20213,1129002719,02,552348,24856,30379,1
20213,1129002722,00,250439,36314,38818,1
20213,1129002722,02,250439,36314,38818,1
20213,1129002725,00,427106,25626,29897,1
20213,1129002725,02,427106,25626,29897,1
20213,1129002726,00,6520316,0,65203,1
20213,1129002726,01,6520316,0,65203,1
20213,1129002730,00,353903,22634,26173,3
20213,1129002730,02,353903,22634,26173,3
20213,1129002736,00,626098,43827,50088,1
20213,1129002736,01,626098,43827,50088,1
20213,1129002739,00,466657,55820,60487,2
20213,1129002739,01,718652,86238,93425,1
20213,1129002739,02,214662,25402,27548,1
20213,1129002740,00,698153,41756,48738,5
20213,1129002740,01,1137090,52406,63777,4
20213,1129002740,02,259217,31106,33698,1
20213,1129002741,00,692356,38835,45759,4
20213,1129002741,01,995795,50446,60404,3
20213,1129002741,02,388918,27224,31113,1
20213,1129002744,00,662396,58331,64955,4
20213,1129002744,01,845690,85520,93977,3
20213,1129002744,02,479101,31142,35933,1
20213,1129002746,00,486147,47642,52504,1
20213,1129002746,01,486147,47642,52504,1
20213,1129002752,00,1250019,81955,94456,2
20213,1129002752,01,1250019,81955,94456,2
20213,1129002756,00,243074,17015,19446,1
20213,1129002756,01,243074,17015,19446,1
20213,1129002758,00,0,143730,143730,1
20213,1129002758,01,0,143730,143730,1
20213,1129002763,00,425566,34045,38301,1
20213,1129002763,01,425566,34045,38301,1
20213,1129002764,00,1036561,97255,107621,2
20213,1129002764,01,1036561,97255,107621,2
20213,1129002766,00,885087,79658,88509,1
20213,1129002766,01,885087,79658,88509,1
20213,1129002770,00,384574,30125,33971,2
20213,1129002770,02,384574,30125,33971,2
20213,1129002773,00,375659,35896,39653,2
20213,1129002773,01,500879,41740,46749,1
20213,1129002773,02,250439,30053,32557,1
20213,1129002774,00,349193,19400,22892,1
20213,1129002774,01,349193,19400,22892,1
20213,1129002778,00,22473148,0,224731,1
20213,1129002778,02,22473148,0,224731,1
20213,1129002785,00,1001758,110193,120211,1
20213,1129002785,01,1001758,110193,120211,1
20213,1129002790,00,520914,36564,41773,2
20213,1129002790,01,520914,36564,41773,2
20213,1129002806,00,400703,50088,54095,1
20213,1129002806,01,400703,50088,54095,1
20213,1129002809,00,404808,18891,22939,1
20213,1129002809,02,404808,18891,22939,1
20213,1129002811,00,4444773,0,44448,1
20213,1129002811,02,4444773,0,44448,1
20213,1129002821,00,2224630,155724,177970,1
20213,1129002821,01,2224630,155724,177970,1
20213,1129002831,00,586363,45192,51056,4
20213,1129002831,01,586363,45192,51056,4
20213,1129002832,00,685850,54945,61803,2
20213,1129002832,01,1001758,82144,92162,1
20213,1129002832,02,369942,27746,31445,1
20213,1129002852,00,0,991740,991740,1
20213,1129002852,01,0,991740,991740,1
20213,1129002853,00,500879,60105,65114,2
20213,1129002853,01,500879,60105,65114,2
20213,1129002855,00,434974,19574,23924,1
20213,1129002855,01,434974,19574,23924,1
20213,1129002857,00,633340,16971,23305,3
20213,1129002857,01,382382,28048,31871,2
20213,1129002857,02,884298,5895,14738,1
20213,1129002860,00,484721,48472,53319,1
20213,1129002860,01,484721,48472,53319,1
20213,1129002865,00,687840,83236,90114,2
20213,1129002865,01,1271462,152575,165290,1
20213,1129002865,02,104218,13896,14938,1
20213,1129002866,00,1114114,44951,56092,5
20213,1129002866,01,1446087,68235,82696,3
20213,1129002866,02,782141,21667,29488,2
20213,1129002868,00,1532025,113426,128746,3
20213,1129002868,01,1532025,113426,128746,3
20213,1129002870,00,432955,60219,64549,2
20213,1129002870,01,708386,101535,108619,1
20213,1129002870,02,157524,18903,20478,1
20213,1129002871,00,14395034,0,143950,1
20213,1129002871,02,14395034,0,143950,1
20213,1129002874,00,1143104,98750,110181,4
20213,1129002874,01,1983480,176309,196144,3
20213,1129002874,02,302729,21191,24218,1
20213,1129002876,00,4141462,282894,324309,2
20213,1129002876,01,4141462,282894,324309,2
20213,1129002879,00,2514299,208821,233963,2
20213,1129002879,01,3864173,347776,386417,1
20213,1129002879,02,1164424,69865,81510,1
20213,1129002888,00,2974334,171891,201635,4
20213,1129002888,01,2974334,171891,201635,4
20213,1129002892,00,4117521,212169,253344,3
20213,1129002892,01,4117521,212169,253344,3
20213,1129002896,00,3040015,160233,190633,5
20213,1129002896,01,3040015,160233,190633,5
20213,1129002899,00,28547496,0,285475,1
20213,1129002899,01,28547496,0,285475,1
20213,1129002907,00,12934808,209367,338715,3
20213,1129002907,02,12934808,209367,338715,3
20213,1129002908,00,2203867,70524,92562,2
20213,1129002908,01,2203867,70524,92562,2
20213,1129002909,00,616984,49359,55529,1
20213,1129002909,02,616984,49359,55529,1
20213,1129002911,00,1233231,113951,126283,1
20213,1129002911,01,1233231,113951,126283,1
20213,1129002913,00,9155212,62755,154307,4
20213,1129002913,01,1781423,125510,143324,3
20213,1129002913,02,16529000,0,165290,1
20213,1129002916,00,1101933,66116,77135,1
20213,1129002916,01,1101933,66116,77135,1
20213,1129002920,00,1325219,78689,91941,2
20213,1129002920,01,1325219,78689,91941,2
20213,1129002926,00,2542923,38144,63573,1
20213,1129002926,01,2542923,38144,63573,1
20213,1129002937,00,286216,21466,24328,2
20213,1129002937,02,286216,21466,24328,2
20213,1129002938,00,838610,25158,33544,1
20213,1129002938,02,838610,25158,33544,1
20213,1129002946,00,2345490,10052,33507,1
20213,1129002946,02,2345490,10052,33507,1
20213,1129002951,00,1810823,117422,135531,18
20213,1129002951,01,2398041,143878,167859,5
20213,1129002951,02,1223604,90966,103203,13
20213,1129002958,00,1894525,65299,84244,5
20213,1129002958,01,3126054,98143,129404,2
20213,1129002958,02,662996,32455,39085,3
20213,1129002960,00,2784066,55681,83522,1
20213,1129002960,02,2784066,55681,83522,1
20213,1129002962,00,3359781,152710,186308,3
20213,1129002962,01,3359781,152710,186308,3
20213,1129002976,00,4231016,191234,233544,3
20213,1129002976,01,3453243,106984,141516,2
20213,1129002976,02,5008788,275483,325571,1
20213,1129002979,00,276671,15217,17984,1
20213,1129002979,02,276671,15217,17984,1
20213,1129002988,00,10500776,0,105008,1
20213,1129002988,02,10500776,0,105008,1
20213,1129002991,00,833535,50012,58347,2
20213,1129002991,01,833535,50012,58347,2
20213,1129002992,00,574044,62453,68193,2
20213,1129002992,01,574044,62453,68193,2
20213,1129002993,00,617729,43694,49872,2
20213,1129002993,01,1033063,67149,77480,1
20213,1129002993,02,202396,20240,22264,1
20213,1129002996,00,871783,39230,47948,1
20213,1129002996,01,871783,39230,47948,1
20213,1129002997,00,1003128,43562,53593,2
20213,1129002997,02,1003128,43562,53593,2
20213,1129002999,00,570493,24516,30221,2
20213,1129002999,01,548407,41131,46615,1
20213,1129002999,02,592579,7901,13827,1
20213,1129003000,00,637201,31860,38232,2
20213,1129003000,02,637201,31860,38232,2
20213,1129003001,00,275483,16529,19284,1
20213,1129003001,02,275483,16529,19284,1
20213,1129003002,00,1113064,22261,33392,1
20213,1129003002,01,1113064,22261,33392,1
20213,1129003003,00,556532,50088,55653,2
20213,1129003003,01,556532,50088,55653,2
20213,1129003004,00,667838,53427,60105,1
20213,1129003004,01,667838,53427,60105,1
20213,1129003007,00,772383,30895,38619,1
20213,1129003007,01,772383,30895,38619,1
20213,1129003010,00,905675,79220,88276,3
20213,1129003010,01,651518,52121,58637,1
20213,1129003010,02,1159832,106318,117916,2
20213,1129003011,00,778219,50028,57810,3
20213,1129003011,01,778219,50028,57810,3
20213,1129003012,00,333919,40070,43409,1
20213,1129003012,01,333919,40070,43409,1
20213,1129003015,00,443656,19864,24301,2
20213,1129003015,01,500879,25044,30053,1
20213,1129003015,02,386432,14684,18549,1
20213,1129003016,00,1124628,59131,70377,2
20213,1129003016,01,1437304,71865,86238,1
20213,1129003016,02,811951,46397,54517,1
20213,1129003017,00,1423993,49840,64080,1
20213,1129003017,01,1423993,49840,64080,1
20213,1129003019,00,6985306,43459,113312,2
20213,1129003019,01,6985306,43459,113312,2
20213,1129003020,00,1363700,103479,117116,3
20213,1129003020,01,2040617,173452,193859,1
20213,1129003020,02,686782,33506,40374,2
20213,1129003021,00,2394395,82093,106037,5
20213,1129003021,01,1783517,64010,81845,4
20213,1129003021,02,3005273,100176,130228,1
20213,1129003023,00,318785,28691,31878,1
20213,1129003023,02,318785,28691,31878,1
20213,1129003027,00,822947,51777,60007,4
20213,1129003027,01,1401129,71735,85746,3
20213,1129003027,02,244765,31819,34267,1
20213,1129003029,00,783625,43268,51105,6
20213,1129003029,01,1085917,72097,82956,5
20213,1129003029,02,481334,14440,19253,1
20213,1129003031,00,355081,23080,26631,1
20213,1129003031,02,355081,23080,26631,1
20213,1129003034,00,701230,50088,57100,1
20213,1129003034,01,701230,50088,57100,1
20213,1129003036,00,3012403,129151,159275,4
20213,1129003036,01,2404218,84148,108190,1
20213,1129003036,02,3620588,174154,210360,3
20213,1129003037,00,743126,48888,56320,3
20213,1129003037,01,1252197,81393,93915,1
20213,1129003037,02,234056,16384,18724,2
20213,1129003040,00,859542,34382,42977,2
20213,1129003040,02,859542,34382,42977,2
20213,1129003051,00,1339737,73686,87083,1
20213,1129003051,01,1339737,73686,87083,1
20213,1129003053,00,1116599,55000,66166,4
20213,1129003053,01,1116599,55000,66166,4
20213,1129003056,00,901582,44829,53844,2
20213,1129003056,01,901582,44829,53844,2
20213,1129003069,00,550967,62443,67953,1
20213,1129003069,01,550967,62443,67953,1
20213,1129003075,00,2003515,140246,160281,1
20213,1129003075,02,2003515,140246,160281,1
20213,1129003084,00,417380,34532,38706,3
20213,1129003084,01,258266,25827,28409,1
20213,1129003084,02,576495,43237,49002,2
20213,1129003086,00,1688861,61037,77925,2
20213,1129003086,02,1688861,61037,77925,2
20213,1129003090,00,0,24844,24844,1
20213,1129003090,01,0,24844,24844,1
20213,1129003101,00,8423136,0,84231,1
20213,1129003101,01,8423136,0,84231,1
20213,1129003108,00,2941225,78319,107731,1
20213,1129003108,02,2941225,78319,107731,1
20213,1129003114,00,1340823,63689,77097,1
20213,1129003114,02,1340823,63689,77097,1
20213,1129003117,00,268276,23608,26291,1
20213,1129003117,01,268276,23608,26291,1
20213,1129003118,00,1001758,100176,110193,1
20213,1129003118,01,1001758,100176,110193,1
20213,1129003121,00,1377417,55097,68871,1
20213,1129003121,02,1377417,55097,68871,1
20213,1129003126,00,1302009,91141,104161,1
20213,1129003126,01,1302009,91141,104161,1
20213,1129003129,00,410149,43749,47851,1
20213,1129003129,01,410149,43749,47851,1
20213,1129003140,00,766651,53666,61332,1
20213,1129003140,01,766651,53666,61332,1
20213,1129003143,00,0,118887,118887,1
20213,1129003143,01,0,118887,118887,1
20213,1129003145,00,1130789,76007,87314,6
20213,1129003145,01,1008481,95806,105890,1
20213,1129003145,02,1253096,56207,68738,5
20213,1129003147,00,734061,52693,60034,3
20213,1129003147,01,944514,66116,75561,2
20213,1129003147,02,523608,39271,44507,1
20213,1129003148,00,703335,49031,56064,2
20213,1129003148,01,580219,43516,49319,1
20213,1129003148,02,826450,54546,62810,1
20213,1129003150,00,1098918,36254,47243,2
20213,1129003150,01,1098918,36254,47243,2
20213,1129003151,00,1526289,52620,67883,2
20213,1129003151,01,1526289,52620,67883,2
20213,1129003157,00,270967,12194,14903,1
20213,1129003157,02,270967,12194,14903,1
20213,1129003159,00,2448741,67340,91828,1
20213,1129003159,02,2448741,67340,91828,1
20213,1129003162,00,1270576,66295,79001,4
20213,1129003162,01,2393241,116319,140252,3
20213,1129003162,02,147911,16270,17749,1
20213,1129003163,00,1713166,49300,66431,3
20213,1129003163,02,1713166,49300,66431,3
20213,1129003165,00,1277241,57601,70373,2
20213,1129003165,01,1277241,57601,70373,2
20213,1129003173,00,5247302,146924,199397,1
20213,1129003173,01,5247302,146924,199397,1
20213,1129003179,00,498462,54831,59815,1
20213,1129003179,01,498462,54831,59815,1
20213,1129003182,00,1323379,105870,119104,1
20213,1129003182,01,1323379,105870,119104,1
20213,1129003185,00,2078289,44077,64860,2
20213,1129003185,01,1763093,88155,105786,1
20213,1129003185,02,2393484,0,23935,1
20213,1129003191,00,1404724,90218,104266,2
20213,1129003191,01,1404724,90218,104266,2
20213,1129003200,00,704861,21146,28194,1
20213,1129003200,02,704861,21146,28194,1
20213,1129003201,00,718652,35933,43119,1
20213,1129003201,01,718652,35933,43119,1
20213,1129003202,00,646028,50402,56862,2
20213,1129003202,01,826450,49587,57852,1
20213,1129003202,02,465606,51217,55873,1
20213,1129003203,00,2499660,187474,212471,1
20213,1129003203,01,2499660,187474,212471,1
20213,1129003207,00,2551279,95884,121397,3
20213,1129003207,01,2797969,41970,69949,1
20213,1129003207,02,2304590,149798,172844,2
20213,1129003209,00,1289664,124117,137014,3
20213,1129003209,01,1289664,124117,137014,3
20213,1129003212,00,10729699,21123,128420,2
20213,1129003212,01,1056166,42247,52808,1
20213,1129003212,02,20403232,0,204032,1
20213,1129003213,00,1469244,55097,69789,1
20213,1129003213,02,1469244,55097,69789,1
20213,1129003214,00,3673111,0,36731,1
20213,1129003214,01,3673111,0,36731,1
20213,1129003220,00,810245,25928,34030,1
20213,1129003220,02,810245,25928,34030,1
20213,1129003223,00,330580,77135,80441,1
20213,1129003223,01,330580,77135,80441,1
20213,1129003226,00,3038419,146148,176532,2
20213,1129003226,01,3038419,146148,176532,2
20213,1129003227,00,1493626,73160,88096,4
20213,1129003227,01,2361286,118064,141677,1
20213,1129003227,02,625966,28256,34516,3
20213,1129003228,00,4132250,175621,216943,1
20213,1129003228,01,4132250,175621,216943,1
20213,1129003238,00,1424737,106846,121094,5
20213,1129003238,01,1437304,94862,109235,1
20213,1129003238,02,1412169,118831,132952,4
20213,1129003239,00,413489,30740,34875,3
20213,1129003239,02,413489,30740,34875,3
20213,1129003240,00,278258,13913,16695,3
20213,1129003240,02,278258,13913,16695,3
20213,1129003241,00,869947,58721,67421,1
20213,1129003241,02,869947,58721,67421,1
20213,1129003245,00,12192351,88548,210472,2
20213,1129003245,01,6887083,177096,245967,1
20213,1129003245,02,17497618,0,174976,1
20213,1129003249,00,1189746,65155,77053,2
20213,1129003249,01,2107843,119444,140523,1
20213,1129003249,02,271650,10866,13583,1
20213,1129003251,00,2593962,109218,135158,7
20213,1129003251,01,4629982,183100,229400,6
20213,1129003251,02,557941,35336,40916,1
20213,1129003253,00,642154,30269,36691,3
20213,1129003253,01,834798,33392,41740,1
20213,1129003253,02,449510,27147,31642,2
20213,1129003257,00,486147,39216,44077,1
20213,1129003257,02,486147,39216,44077,1
20213,1129003259,00,4940102,0,49401,1
20213,1129003259,02,4940102,0,49401,1
20213,1129003262,00,453017,31221,35752,2
20213,1129003262,01,661160,46281,52893,1
20213,1129003262,02,244874,16162,18610,1
20213,1129003263,00,3005273,10018,40070,1
20213,1129003263,02,3005273,10018,40070,1
20213,1129003266,00,1232111,16102,28423,2
20213,1129003266,02,1232111,16102,28423,2
20213,1129003270,00,751318,60105,67619,1
20213,1129003270,01,751318,60105,67619,1
20213,1129003271,00,1445384,19100,33554,1
20213,1129003271,02,1445384,19100,33554,1
20213,1129003275,00,1625443,71498,87752,2
20213,1129003275,01,944514,66116,75561,1
20213,1129003275,02,2306372,76879,99943,1
20213,1129003277,00,1821377,6071,24285,1
20213,1129003277,01,1821377,6071,24285,1
20213,1129003281,00,1062275,46032,56655,2
20213,1129003281,01,1062275,46032,56655,2
20213,1129003297,00,200352,15026,17030,1
20213,1129003297,01,200352,15026,17030,1
20213,1129003298,00,3225171,16126,48378,1
20213,1129003298,02,3225171,16126,48378,1
20213,1129003300,00,2842826,61865,90294,2
20213,1129003300,01,2842826,61865,90294,2
20213,1129003302,00,0,44077,44077,1
20213,1129003302,02,0,44077,44077,1
20213,1129003306,00,1223199,66169,78401,2
20213,1129003306,01,1223199,66169,78401,2
20213,1129003307,00,1104092,41420,52461,2
20213,1129003307,01,826450,20661,28926,1
20213,1129003307,02,1381735,62178,75995,1
20213,1129003308,00,1273752,49914,62652,3
20213,1129003308,01,1779605,90795,108591,2
20213,1129003308,02,767898,9034,16713,1
20213,1129003310,00,343593,66640,70076,2
20213,1129003310,02,343593,66640,70076,2
20213,1129003313,00,11625256,0,116253,1
20213,1129003313,02,11625256,0,116253,1
20213,1129003315,00,2264303,81287,103930,7
20213,1129003315,01,2020211,49587,69789,2
20213,1129003315,02,2508394,112987,138071,5
20213,1129003317,00,1252197,125220,137742,1
20213,1129003317,02,1252197,125220,137742,1
20213,1129003319,00,1356411,89078,102642,6
20213,1129003319,01,1712904,106912,124041,4
20213,1129003319,02,999919,71244,81243,2
20213,1129003320,00,918278,45914,55097,1
20213,1129003320,01,918278,45914,55097,1
20213,1129003321,00,1328911,53156,66446,1
20213,1129003321,01,1328911,53156,66446,1
20213,1129003322,00,1349306,60719,74212,1
20213,1129003322,01,1349306,60719,74212,1
20213,1129003323,00,279608,22369,25165,1
20213,1129003323,02,279608,22369,25165,1
20213,1129003326,00,1914332,148314,167457,2
20213,1129003326,01,1914332,148314,167457,2
20213,1129003327,00,1088136,57768,68649,6
20213,1129003327,01,1717365,70694,87867,4
20213,1129003327,02,458906,44842,49431,2
20213,1129003328,00,903845,44037,53075,2
20213,1129003328,02,903845,44037,53075,2
20213,1129003329,00,809080,57724,65815,3
20213,1129003329,01,1118140,80448,91629,2
20213,1129003329,02,500020,35001,40002,1
20213,1129003330,00,1084214,55035,65877,2
20213,1129003330,01,1084214,55035,65877,2
20213,1129003331,00,884140,101676,110518,1
20213,1129003331,01,884140,101676,110518,1
20213,1129003334,00,2039892,122394,142792,2
20213,1129003334,01,2039892,122394,142792,2
20213,1129003335,00,2150875,104368,125877,5
20213,1129003335,01,2150875,104368,125877,5
20213,1129003336,00,499064,69869,74860,1
20213,1129003336,01,499064,69869,74860,1
20213,1129003337,00,385291,46235,50088,1
20213,1129003337,02,385291,46235,50088,1
20213,1129003338,00,1111193,77784,88895,1
20213,1129003338,01,1111193,77784,88895,1
20213,1129003340,00,1212911,60646,72775,2
20213,1129003340,01,1212911,60646,72775,2
20213,1129003341,00,1050015,63001,73501,2
20213,1129003341,01,1050015,63001,73501,2
20213,1129003342,00,986806,39472,49340,1
20213,1129003342,01,986806,39472,49340,1
20213,1129003343,00,3280502,226654,259459,2
20213,1129003343,01,3280502,226654,259459,2
20213,1129003344,00,3081322,142484,173297,2
20213,1129003344,01,1153857,84616,96155,1
20213,1129003344,02,5008788,200352,250439,1
20213,1129003345,00,3240285,77387,109790,5
20213,1129003345,01,1043398,104481,114915,4
20213,1129003345,02,5437171,50294,104666,1
20213,1129003348,00,333919,40070,43409,1
20213,1129003348,02,333919,40070,43409,1
20213,1129003354,00,1247188,68120,80591,3
20213,1129003354,01,991740,66116,76033,2
20213,1129003354,02,1502636,70123,85149,1
20213,1129003355,00,952815,79296,88824,2
20213,1129003355,01,952815,79296,88824,2
20213,1129003356,00,279159,7928,10720,1
20213,1129003356,01,279159,7928,10720,1
20213,1129003361,00,245456,24546,27000,1
20213,1129003361,01,245456,24546,27000,1
20213,1129003364,00,490184,34313,39215,1
20213,1129003364,02,490184,34313,39215,1
20213,1129003374,00,626098,58853,65114,1
20213,1129003374,01,626098,58853,65114,1
20213,1129003379,00,2203867,60606,82645,1
20213,1129003379,01,2203867,60606,82645,1
20213,1129003382,00,550967,55097,60606,2
20213,1129003382,02,550967,55097,60606,2
20213,1129003384,00,709323,15605,22698,1
20213,1129003384,02,709323,15605,22698,1
20213,1129003387,00,1209439,80629,92724,1
20213,1129003387,01,1209439,80629,92724,1
20213,1129003413,00,161259,44055,45668,2
20213,1129003413,01,322517,44991,48216,1
20213,1129003413,02,0,43119,43119,1
20213,1129003428,00,545669,26162,31618,4
20213,1129003428,01,783679,30215,38052,2
20213,1129003428,02,307659,22108,25185,2
20213,1129003433,00,2098255,10491,31474,1
20213,1129003433,01,2098255,10491,31474,1
20213,1129003449,00,1188341,46857,58741,2
20213,1129003449,01,1188341,46857,58741,2
20213,1129003454,00,4368129,185645,229327,1
20213,1129003454,01,4368129,185645,229327,1
20213,1129003457,00,500879,164439,169447,2
20213,1129003457,01,500879,164439,169447,2
20213,1129003458,00,1768233,109131,126813,6
20213,1129003458,01,3311276,195743,228856,5
20213,1129003458,02,225191,22519,24771,1
20213,1129003459,00,4132250,0,41323,1
20213,1129003459,02,4132250,0,41323,1
20213,1129003464,00,3305800,247935,280993,1
20213,1129003464,01,3305800,247935,280993,1
20213,1129003465,00,1457695,78410,92987,3
20213,1129003465,02,1457695,78410,92987,3
20213,1129003466,00,3483649,4950,39787,1
20213,1129003466,02,3483649,4950,39787,1
20213,1129003471,00,725387,71415,78668,2
20213,1129003471,01,725387,71415,78668,2
20213,1129003472,00,2423216,119554,143786,5
20213,1129003472,01,4423386,196804,241037,4
20213,1129003472,02,423046,42305,46535,1
20213,1129003475,00,1355970,17763,31323,2
20213,1129003475,02,1355970,17763,31323,2
20213,1129003485,00,1171890,44353,56072,6
20213,1129003485,01,2093340,63662,84596,5
20213,1129003485,02,250439,25044,27548,1
20213,1129003487,00,2782660,94610,122437,1
20213,1129003487,01,2782660,94610,122437,1
20213,1129003488,00,1425025,68834,83084,3
20213,1129003488,01,1926457,86691,105955,1
20213,1129003488,02,923592,50977,60213,2
20213,1129003490,00,438901,30723,35112,1
20213,1129003490,02,438901,30723,35112,1
20213,1129003491,00,921297,64576,73789,2
20213,1129003491,01,921297,64576,73789,2
20213,1129003495,00,985380,55246,65100,5
20213,1129003495,01,1693644,82780,99717,3
20213,1129003495,02,277115,27712,30483,2
20213,1129003496,00,1326818,78372,91640,4
20213,1129003496,01,1652900,121213,137742,1
20213,1129003496,02,1000735,35532,45539,3
20213,1129003500,00,1406723,82059,96126,1
20213,1129003500,01,1406723,82059,96126,1
20213,1129003501,00,731850,39938,47257,10
20213,1129003501,01,1040166,62184,72585,6
20213,1129003501,02,423534,17692,21928,4
20213,1129003502,00,2027930,175856,196136,3
20213,1129003502,01,750060,54191,61691,2
20213,1129003502,02,3305800,297522,330580,1
20213,1129003503,00,6136391,464878,526242,2
20213,1129003503,01,6136391,464878,526242,2
20213,1129003504,00,718765,38040,45228,2
20213,1129003504,01,674653,40479,47226,1
20213,1129003504,02,762877,35601,43230,1
20213,1129003513,00,579450,44407,50202,3
20213,1129003513,01,880681,55428,64235,2
20213,1129003513,02,278219,33386,36168,1
20213,1129003516,00,574922,28746,34495,1
20213,1129003516,02,574922,28746,34495,1
20213,1129003521,00,897591,56796,65772,4
20213,1129003521,01,1024649,75722,85969,2
20213,1129003521,02,770532,37871,45576,2
20213,1129003535,00,1462823,81873,96501,2
20213,1129003535,01,2253955,112698,135237,1
20213,1129003535,02,671692,51049,57766,1
20213,1129003547,00,1080327,48615,59418,1
20213,1129003547,01,1080327,48615,59418,1
20213,1129003548,00,1054237,56238,66780,3
20213,1129003548,01,1054237,56238,66780,3
20213,1129003553,00,179663,28746,30543,1
20213,1129003553,02,179663,28746,30543,1
20213,1129003556,00,905915,72387,81446,2
20213,1129003556,01,905915,72387,81446,2
20213,1129003557,00,1204211,48168,60211,1
20213,1129003557,01,1204211,48168,60211,1
20213,1129003558,00,2067555,117385,138061,2
20213,1129003558,01,2067555,117385,138061,2
20213,1129003559,00,2454195,122710,147252,1
20213,1129003559,01,2454195,122710,147252,1
20213,1129003560,00,1201154,59147,71159,7
20213,1129003560,01,946229,63037,72499,3
