STDR_YYQU_CD,SUD_CD,RENT_FLOOR_CD,GTN_AVRG,MT_RNTCHRG_AVRG,CNVRSN_RNTCHRG,RENT_CO
20202,1129002433,00,319401,25552,28746,1
20202,1129002433,01,319401,25552,28746,1
20202,1129002437,00,422616,76071,80297,2
20202,1129002437,01,422616,76071,80297,2
20202,1129002438,00,779988,39303,47103,3
20202,1129002438,01,779988,39303,47103,3
20202,1129002445,00,962800,53149,62777,2
20202,1129002445,01,962800,53149,62777,2
20202,1129002446,00,550967,55097,60606,1
20202,1129002446,01,550967,55097,60606,1
20202,1129002447,00,1101933,82645,93664,1
20202,1129002447,01,1101933,82645,93664,1
20202,1129002449,00,679274,54795,61588,1
20202,1129002449,01,679274,54795,61588,1
20202,1129002452,00,406582,30912,34978,4
20202,1129002452,01,599311,35959,41952,1
20202,1129002452,02,213852,25866,28004,3
20202,1129002454,00,831228,48275,56588,2
20202,1129002454,01,1001758,70123,80141,1
20202,1129002454,02,660698,26428,33035,1
20202,1129002463,00,1041416,14985,25400,7
20202,1129002463,01,1001541,13950,23965,1
20202,1129002463,02,1081292,16021,26834,6
20202,1129002469,00,1322320,56199,69422,1
20202,1129002469,01,1322320,56199,69422,1
20202,1129002483,00,740104,61675,69076,1
20202,1129002483,01,740104,61675,69076,1
20202,1129002493,00,1180643,62968,74774,1
20202,1129002493,02,1180643,62968,74774,1
20202,1129002494,00,3541929,0,35419,1
20202,1129002494,01,3541929,0,35419,1
20202,1129002498,00,787095,12987,20858,1
20202,1129002498,01,787095,12987,20858,1
20202,1129002503,00,1001758,90158,100176,1
20202,1129002503,01,1001758,90158,100176,1
20202,1129002511,00,3200194,0,32002,1
20202,1129002511,01,3200194,0,32002,1
20202,1129002513,00,612185,61219,67340,1
20202,1129002513,01,612185,61219,67340,1
20202,1129002517,00,867614,46999,55675,4
20202,1129002517,01,1200052,68230,80230,3
20202,1129002517,02,535176,25768,31119,1
20202,1129002523,00,1335677,0,13357,1
20202,1129002523,01,1335677,0,13357,1
20202,1129002524,00,626098,56349,62610,1
20202,1129002524,01,626098,56349,62610,1
20202,1129002534,00,972151,32081,41802,1
20202,1129002534,01,972151,32081,41802,1
20202,1129002535,00,143108,28622,30053,1
20202,1129002535,01,143108,28622,30053,1
20202,1129002537,00,774171,55090,62832,6
20202,1129002537,01,1017410,74193,84367,4
20202,1129002537,02,530932,35988,41297,2
20202,1129002539,00,417399,62610,66784,2
20202,1129002539,01,417399,62610,66784,2
20202,1129002540,00,1819624,86631,104827,2
20202,1129002540,01,3305800,143251,176309,1
20202,1129002540,02,333448,30010,33345,1
20202,1129002543,00,224389,17864,20108,2
20202,1129002543,01,179663,17966,19763,1
20202,1129002543,02,269114,17762,20453,1
20202,1129002546,00,333919,30053,33392,1
20202,1129002546,01,333919,30053,33392,1
20202,1129002547,00,922809,57053,66281,3
20202,1129002547,01,1019169,64518,74710,2
20202,1129002547,02,826450,49587,57852,1
20202,1129002550,00,601055,34861,40872,1
20202,1129002550,01,601055,34861,40872,1
20202,1129002552,00,594301,120049,125992,1
20202,1129002552,01,594301,120049,125992,1
20202,1129002553,00,858352,41127,49710,2
20202,1129002553,01,965385,54705,64359,1
20202,1129002553,02,751318,27548,35062,1
20202,1129002555,00,1001758,80141,90158,2
20202,1129002555,01,1001758,80141,90158,2
20202,1129002560,00,1669596,58436,75132,1
20202,1129002560,01,1669596,58436,75132,1
20202,1129002562,00,1652900,82645,99174,1
20202,1129002562,01,1652900,82645,99174,1
20202,1129002565,00,1387092,77409,91280,2
20202,1129002565,01,1387092,77409,91280,2
20202,1129002568,00,1643204,78011,94443,2
20202,1129002568,02,1643204,78011,94443,2
20202,1129002570,00,1377417,30992,44766,1
20202,1129002570,01,1377417,30992,44766,1
20202,1129002574,00,751318,37566,45079,1
20202,1129002574,01,751318,37566,45079,1
20202,1129002579,00,297322,23633,26606,3
20202,1129002579,01,127146,12715,13986,1
20202,1129002579,02,467498,34550,39225,2
20202,1129002580,00,944919,79373,88822,1
20202,1129002580,01,944919,79373,88822,1
20202,1129002585,00,150264,16028,17531,1
20202,1129002585,02,150264,16028,17531,1
20202,1129002586,00,1548358,119988,135471,6
20202,1129002586,01,1548358,119988,135471,6
20202,1129002587,00,283711,34045,36882,1
20202,1129002587,01,283711,34045,36882,1
20202,1129002588,00,826450,42975,51240,1
20202,1129002588,02,826450,42975,51240,1
20202,1129002591,00,601055,21037,27047,1
20202,1129002591,02,601055,21037,27047,1
20202,1129002593,00,736094,88331,95692,1
20202,1129002593,01,736094,88331,95692,1
20202,1129002600,00,264761,17474,20122,1
20202,1129002600,02,264761,17474,20122,1
20202,1129002604,00,330184,33018,36320,1
20202,1129002604,02,330184,33018,36320,1
20202,1129002605,00,1006612,55242,65308,6
20202,1129002605,01,1265190,72565,85217,3
20202,1129002605,02,748034,37919,45399,3
20202,1129002606,00,257424,33465,36039,2
20202,1129002606,01,257424,33465,36039,2
20202,1129002607,00,772383,54067,61791,1
20202,1129002607,01,772383,54067,61791,1
20202,1129002611,00,482871,45093,49922,6
20202,1129002611,01,743001,74276,81706,5
20202,1129002611,02,222741,15910,18138,1
20202,1129002616,00,600327,60033,66036,1
20202,1129002616,01,600327,60033,66036,1
20202,1129002618,00,991740,26446,36364,1
20202,1129002618,01,991740,26446,36364,1
20202,1129002620,00,864853,62540,71188,4
20202,1129002620,01,1586784,59504,75372,1
20202,1129002620,02,142923,65575,67005,3
20202,1129002628,00,467487,35062,39736,2
20202,1129002628,01,333919,40070,43409,1
20202,1129002628,02,601055,30053,36063,1
20202,1129002630,00,972721,63227,72954,3
20202,1129002630,01,972721,63227,72954,3
20202,1129002631,00,650082,48934,55435,5
20202,1129002631,01,928685,65053,74340,4
20202,1129002631,02,371480,32814,36529,1
20202,1129002632,00,40627905,0,406279,2
20202,1129002632,02,40627905,0,406279,2
20202,1129002639,00,1502636,0,15026,1
20202,1129002639,01,1502636,0,15026,1
20202,1129002642,00,919072,63543,72734,6
20202,1129002642,01,1450555,96751,111257,3
20202,1129002642,02,387589,30335,34210,3
20202,1129002647,00,579965,69596,75395,1
20202,1129002647,01,579965,69596,75395,1
20202,1129002653,00,947909,60750,70229,5
20202,1129002653,01,1464589,85564,100210,4
20202,1129002653,02,431229,35936,40248,1
20202,1129002665,00,365363,29229,32883,1
20202,1129002665,02,365363,29229,32883,1
20202,1129002675,00,1332338,108090,121413,2
20202,1129002675,01,1332338,108090,121413,2
20202,1129002677,00,821750,46018,54235,3
20202,1129002677,01,1502636,75132,90158,2
20202,1129002677,02,140864,16904,18312,1
20202,1129002682,00,2604570,84148,110193,1
20202,1129002682,01,2604570,84148,110193,1
20202,1129002685,00,984091,76233,86074,2
20202,1129002685,01,1600872,112061,128070,1
20202,1129002685,02,367311,40404,44077,1
20202,1129002688,00,1574190,110193,125935,1
20202,1129002688,01,1574190,110193,125935,1
20202,1129002690,00,590321,38371,44274,1
20202,1129002690,02,590321,38371,44274,1
20202,1129002698,00,771353,44077,51791,1
20202,1129002698,01,771353,44077,51791,1
20202,1129002713,00,657915,45126,51705,2
20202,1129002713,01,703362,63303,70336,1
20202,1129002713,02,612469,26949,33073,1
20202,1129002717,00,389620,33767,37663,1
20202,1129002717,02,389620,33767,37663,1
20202,1129002719,00,276174,26237,28998,1
20202,1129002719,02,276174,26237,28998,1
20202,1129002722,00,275483,39194,41949,2
20202,1129002722,01,300527,42074,45079,1
20202,1129002722,02,250439,36314,38818,1
20202,1129002725,00,427106,25626,29897,1
20202,1129002725,02,427106,25626,29897,1
20202,1129002730,00,320858,27273,30482,1
20202,1129002730,02,320858,27273,30482,1
20202,1129002736,00,708386,30697,37781,1
20202,1129002736,01,708386,30697,37781,1
20202,1129002738,00,421121,42112,46323,1
20202,1129002738,01,421121,42112,46323,1
20202,1129002741,00,979322,43090,52883,1
20202,1129002741,01,979322,43090,52883,1
20202,1129002747,00,893701,35748,44685,1
20202,1129002747,01,893701,35748,44685,1
20202,1129002748,00,248824,31992,34480,1
20202,1129002748,02,248824,31992,34480,1
20202,1129002751,00,782623,36522,44349,1
20202,1129002751,01,782623,36522,44349,1
20202,1129002752,00,1271462,76288,89002,1
20202,1129002752,01,1271462,76288,89002,1
20202,1129002764,00,604835,53396,59444,2
20202,1129002764,01,1001758,90158,100176,1
20202,1129002764,02,207912,16633,18712,1
20202,1129002767,00,487150,38972,43844,1
20202,1129002767,01,487150,38972,43844,1
20202,1129002770,00,626098,41323,47583,1
20202,1129002770,01,626098,41323,47583,1
20202,1129002774,00,222041,21094,23314,1
20202,1129002774,01,222041,21094,23314,1
20202,1129002778,00,3422153,165632,199854,1
20202,1129002778,01,3422153,165632,199854,1
20202,1129002785,00,288005,18783,21663,2
20202,1129002785,02,288005,18783,21663,2
20202,1129002803,00,315198,28368,31520,1
20202,1129002803,01,315198,28368,31520,1
20202,1129002831,00,415230,42600,46752,4
20202,1129002831,01,630108,53811,60112,3
20202,1129002831,02,200352,31388,33392,1
20202,1129002836,00,834798,33392,41740,1
20202,1129002836,01,834798,33392,41740,1
20202,1129002842,00,771353,50689,58402,2
20202,1129002842,01,1101933,66116,77135,1
20202,1129002842,02,440773,35262,39670,1
20202,1129002852,00,426931,59199,63468,2
20202,1129002852,01,762877,101717,109346,1
20202,1129002852,02,90985,16681,17590,1
20202,1129002857,00,216731,26008,28175,1
20202,1129002857,02,216731,26008,28175,1
20202,1129002865,00,104218,13896,14938,1
20202,1129002865,02,104218,13896,14938,1
20202,1129002867,00,550508,35783,41288,1
20202,1129002867,01,550508,35783,41288,1
20202,1129002869,00,246923,14815,17285,1
20202,1129002869,01,246923,14815,17285,1
20202,1129002874,00,646134,33108,39569,3
20202,1129002874,01,961687,43076,52692,2
20202,1129002874,02,330580,23141,26446,1
20202,1129002885,00,23994815,0,239948,1
20202,1129002885,01,23994815,0,239948,1
20202,1129002888,00,2836206,171441,199803,2
20202,1129002888,01,2836206,171441,199803,2
20202,1129002892,00,5709499,205542,262637,1
20202,1129002892,01,5709499,205542,262637,1
20202,1129002896,00,2450556,196044,220550,1
20202,1129002896,01,2450556,196044,220550,1
20202,1129002906,00,550967,38568,44077,1
20202,1129002906,01,550967,38568,44077,1
20202,1129002920,00,2003515,100176,120211,1
20202,1129002920,01,2003515,100176,120211,1
20202,1129002924,00,590321,29516,35419,1
20202,1129002924,01,590321,29516,35419,1
20202,1129002926,00,250439,37566,40070,1
20202,1129002926,01,250439,37566,40070,1
20202,1129002936,00,166960,25712,27381,1
20202,1129002936,01,166960,25712,27381,1
20202,1129002937,00,286216,21466,24328,1
20202,1129002937,02,286216,21466,24328,1
20202,1129002938,00,459139,22957,27548,1
20202,1129002938,02,459139,22957,27548,1
20202,1129002944,00,1052803,47376,57904,1
20202,1129002944,01,1052803,47376,57904,1
20202,1129002951,00,1385283,88359,102212,9
20202,1129002951,01,2067532,130668,151343,2
20202,1129002951,02,703034,46050,53081,7
20202,1129002958,00,1049460,41978,52473,1
20202,1129002958,02,1049460,41978,52473,1
20202,1129002960,00,1154179,63480,75022,1
20202,1129002960,02,1154179,63480,75022,1
20202,1129002962,00,1332984,106639,119969,1
20202,1129002962,01,1332984,106639,119969,1
20202,1129002972,00,1668753,158532,175219,1
20202,1129002972,01,1668753,158532,175219,1
20202,1129002989,00,728150,58252,65533,1
20202,1129002989,01,728150,58252,65533,1
20202,1129002992,00,826450,99174,107439,1
20202,1129002992,01,826450,99174,107439,1
20202,1129002998,00,550967,41323,46832,1
20202,1129002998,01,550967,41323,46832,1
20202,1129002999,00,1202799,53066,65094,2
20202,1129002999,01,548407,41131,46615,1
20202,1129002999,02,1857191,65002,83574,1
20202,1129003001,00,275483,16529,19284,1
20202,1129003001,02,275483,16529,19284,1
20202,1129003004,00,678273,54262,61045,2
20202,1129003004,01,678273,54262,61045,2
20202,1129003007,00,1200428,39875,51879,2
20202,1129003007,01,1200428,39875,51879,2
20202,1129003010,00,615741,49259,55417,2
20202,1129003010,01,615741,49259,55417,2
20202,1129003011,00,690398,50233,57137,2
20202,1129003011,01,690398,50233,57137,2
20202,1129003012,00,944514,42503,51948,1
20202,1129003012,01,944514,42503,51948,1
20202,1129003015,00,5259227,187830,240422,2
20202,1129003015,01,10017576,350615,450791,1
20202,1129003015,02,500879,25044,30053,1
20202,1129003017,00,1376843,55074,68842,1
20202,1129003017,01,1376843,55074,68842,1
20202,1129003019,00,4958700,363638,413225,1
20202,1129003019,01,4958700,363638,413225,1
20202,1129003021,00,826450,41323,49587,1
20202,1129003021,01,826450,41323,49587,1
20202,1129003022,00,665151,26606,33258,1
20202,1129003022,01,665151,26606,33258,1
20202,1129003024,00,1252197,75132,87654,1
20202,1129003024,01,1252197,75132,87654,1
20202,1129003027,00,915647,110617,119773,2
20202,1129003027,01,915647,110617,119773,2
20202,1129003029,00,1437304,143730,158103,1
20202,1129003029,01,1437304,143730,158103,1
20202,1129003031,00,355081,23080,26631,1
20202,1129003031,02,355081,23080,26631,1
20202,1129003033,00,769507,53865,61561,1
20202,1129003033,01,769507,53865,61561,1
20202,1129003034,00,456224,31023,35585,1
20202,1129003034,02,456224,31023,35585,1
20202,1129003036,00,2871134,162730,191441,2
20202,1129003036,01,2436468,165680,190045,1
20202,1129003036,02,3305800,159780,192838,1
20202,1129003037,00,378563,34345,38131,2
20202,1129003037,01,523070,52307,57538,1
20202,1129003037,02,234056,16384,18724,1
20202,1129003044,00,824183,45330,53572,1
20202,1129003044,02,824183,45330,53572,1
20202,1129003047,00,661160,66116,72728,1
20202,1129003047,01,661160,66116,72728,1
20202,1129003050,00,738396,47996,55380,1
20202,1129003050,02,738396,47996,55380,1
20202,1129003053,00,1360709,35035,48642,4
20202,1129003053,01,1854323,44058,62601,3
20202,1129003053,02,867095,26013,34684,1
20202,1129003064,00,0,45965,45965,1
20202,1129003064,01,0,45965,45965,1
20202,1129003069,00,550967,62443,67953,1
20202,1129003069,01,550967,62443,67953,1
20202,1129003070,00,3916825,78336,117505,1
20202,1129003070,01,3916825,78336,117505,1
20202,1129003075,00,899782,71983,80980,1
20202,1129003075,01,899782,71983,80980,1
20202,1129003076,00,1108585,77601,88687,1
20202,1129003076,02,1108585,77601,88687,1
20202,1129003082,00,1670306,77437,94140,3
20202,1129003082,01,1670306,77437,94140,3
20202,1129003101,00,8433163,0,84332,1
20202,1129003101,01,8433163,0,84332,1
20202,1129003109,00,413225,28926,33058,1
20202,1129003109,02,413225,28926,33058,1
20202,1129003110,00,777835,19446,27224,1
20202,1129003110,01,777835,19446,27224,1
20202,1129003111,00,1819498,10348,28543,1
20202,1129003111,02,1819498,10348,28543,1
20202,1129003115,00,722106,50547,57768,1
20202,1129003115,01,722106,50547,57768,1
20202,1129003118,00,1166379,31260,42924,3
20202,1129003118,02,1166379,31260,42924,3
20202,1129003119,00,268276,23608,26291,1
20202,1129003119,01,268276,23608,26291,1
20202,1129003127,00,826450,41323,49587,1
20202,1129003127,01,826450,41323,49587,1
20202,1129003129,00,410149,43749,47851,1
20202,1129003129,01,410149,43749,47851,1
20202,1129003130,00,766651,53666,61332,1
20202,1129003130,01,766651,53666,61332,1
20202,1129003144,00,878118,55908,64689,2
20202,1129003144,01,949943,83595,93094,1
20202,1129003144,02,806293,28220,36283,1
20202,1129003145,00,935528,66317,75672,5
20202,1129003145,01,1533729,91311,106649,4
20202,1129003145,02,337327,41323,44696,1
20202,1129003147,00,752231,37612,45134,2
20202,1129003147,02,752231,37612,45134,2
20202,1129003154,00,842886,55630,64059,1
20202,1129003154,02,842886,55630,64059,1
20202,1129003156,00,1022202,47686,57908,1
20202,1129003156,01,1022202,47686,57908,1
20202,1129003163,00,3479789,191388,226186,1
20202,1129003163,01,3479789,191388,226186,1
20202,1129003177,00,2307445,123064,146138,1
20202,1129003177,01,2307445,123064,146138,1
20202,1129003180,00,934974,30053,39402,1
20202,1129003180,01,934974,30053,39402,1
20202,1129003185,00,2732066,0,27321,1
20202,1129003185,02,2732066,0,27321,1
20202,1129003186,00,2141617,128497,149913,1
20202,1129003186,01,2141617,128497,149913,1
20202,1129003190,00,550233,36682,42185,1
20202,1129003190,02,550233,36682,42185,1
20202,1129003193,00,841476,38467,46882,1
20202,1129003193,02,841476,38467,46882,1
20202,1129003200,00,704861,21146,28194,1
20202,1129003200,02,704861,21146,28194,1
20202,1129003202,00,465606,51217,55873,1
20202,1129003202,02,465606,51217,55873,1
20202,1129003209,00,1702988,150264,167294,2
20202,1129003209,01,1702988,150264,167294,2
20202,1129003212,00,806293,82645,90708,1
20202,1129003212,01,806293,82645,90708,1
20202,1129003213,00,1241071,72396,84807,1
20202,1129003213,02,1241071,72396,84807,1
20202,1129003223,00,330580,77135,80441,1
20202,1129003223,01,330580,77135,80441,1
20202,1129003224,00,1001758,42575,52592,1
20202,1129003224,01,1001758,42575,52592,1
20202,1129003226,00,15582896,0,155829,1
20202,1129003226,02,15582896,0,155829,1
20202,1129003227,00,174910,20989,22738,1
20202,1129003227,02,174910,20989,22738,1
20202,1129003238,00,1168953,105206,116895,1
20202,1129003238,02,1168953,105206,116895,1
20202,1129003240,00,278970,13949,16738,1
20202,1129003240,02,278970,13949,16738,1
20202,1129003251,00,1649711,113822,130319,4
20202,1129003251,01,1377444,16226,30001,3
20202,1129003251,02,1921977,211417,230637,1
20202,1129003253,00,323148,22620,25852,1
20202,1129003253,02,323148,22620,25852,1
20202,1129003257,00,562211,35644,41266,1
20202,1129003257,02,562211,35644,41266,1
20202,1129003263,00,1543203,36392,51824,2
20202,1129003263,02,1543203,36392,51824,2
20202,1129003266,00,904305,11699,20742,1
20202,1129003266,02,904305,11699,20742,1
20202,1129003270,00,565932,41469,47128,2
20202,1129003270,01,751318,60105,67619,1
20202,1129003270,02,380546,22833,26638,1
20202,1129003271,00,1327350,9361,22635,1
20202,1129003271,02,1327350,9361,22635,1
20202,1129003275,00,892836,66378,75307,3
20202,1129003275,01,892836,66378,75307,3
20202,1129003276,00,598335,65817,71800,1
20202,1129003276,01,598335,65817,71800,1
20202,1129003281,00,1066387,46210,56874,1
20202,1129003281,01,1066387,46210,56874,1
20202,1129003297,00,200352,15026,17030,1
20202,1129003297,01,200352,15026,17030,1
20202,1129003298,00,3177890,15889,47668,1
20202,1129003298,02,3177890,15889,47668,1
20202,1129003302,00,1144866,0,11449,1
20202,1129003302,02,1144866,0,11449,1
20202,1129003306,00,1797891,67856,85835,3
20202,1129003306,01,1797891,67856,85835,3
20202,1129003308,00,1409381,62064,76158,4
20202,1129003308,01,1611308,66579,82692,2
20202,1129003308,02,1207454,57550,69624,2
20202,1129003310,00,343593,66640,70076,2
20202,1129003310,02,343593,66640,70076,2
20202,1129003315,00,382671,15307,19134,2
20202,1129003315,02,382671,15307,19134,2
20202,1129003316,00,333919,8348,11687,1
20202,1129003316,02,333919,8348,11687,1
20202,1129003317,00,891564,61658,70574,3
20202,1129003317,01,881547,45179,53995,2
20202,1129003317,02,901582,78137,87153,1
20202,1129003319,00,1766428,108638,126303,3
20202,1129003319,01,1766428,108638,126303,3
20202,1129003322,00,814789,52781,60929,2
20202,1129003322,01,814789,52781,60929,2
20202,1129003323,00,279608,22369,25165,1
20202,1129003323,02,279608,22369,25165,1
20202,1129003324,00,663831,52677,59315,2
20202,1129003324,01,556719,66806,72374,1
20202,1129003324,02,770942,38547,46257,1
20202,1129003326,00,3529324,117644,152937,1
20202,1129003326,01,3529324,117644,152937,1
20202,1129003327,00,1146851,70798,82266,5
20202,1129003327,01,1813831,94057,112196,3
20202,1129003327,02,479870,47538,52337,2
20202,1129003328,00,476317,33977,38740,1
20202,1129003328,01,476317,33977,38740,1
20202,1129003329,00,1491010,18294,33204,2
20202,1129003329,01,2754833,22957,50505,1
20202,1129003329,02,227187,13631,15903,1
20202,1129003331,00,1001758,85149,95167,1
20202,1129003331,01,1001758,85149,95167,1
20202,1129003332,00,1082875,60641,71470,1
20202,1129003332,01,1082875,60641,71470,1
20202,1129003334,00,254292,22886,25429,1
20202,1129003334,01,254292,22886,25429,1
20202,1129003335,00,974173,57891,67633,4
20202,1129003335,01,1581035,90071,105881,3
20202,1129003335,02,367311,25712,29385,1
20202,1129003336,00,1088058,106905,117786,3
20202,1129003336,01,1088058,106905,117786,3
20202,1129003338,00,1111193,77784,88895,1
20202,1129003338,01,1111193,77784,88895,1
20202,1129003340,00,1271462,63573,76288,1
20202,1129003340,01,1271462,63573,76288,1
20202,1129003341,00,2247944,158678,181158,1
20202,1129003341,01,2247944,158678,181158,1
20202,1129003345,00,301955,32007,35027,1
20202,1129003345,01,301955,32007,35027,1
20202,1129003354,00,991740,66116,76033,1
20202,1129003354,01,991740,66116,76033,1
20202,1129003359,00,5616202,0,56162,2
20202,1129003359,01,5616202,0,56162,2
20202,1129003379,00,2203867,60606,82645,1
20202,1129003379,01,2203867,60606,82645,1
20202,1129003389,00,413225,12397,16529,1
20202,1129003389,01,413225,12397,16529,1
20202,1129003396,00,619064,30953,37144,1
20202,1129003396,01,619064,30953,37144,1
20202,1129003405,00,480285,15849,20652,1
20202,1129003405,01,480285,15849,20652,1
20202,1129003413,00,1739895,69596,86995,1
20202,1129003413,01,1739895,69596,86995,1
20202,1129003428,00,403731,26980,31017,3
20202,1129003428,01,331908,26553,29872,1
20202,1129003428,02,475553,27408,32163,2
20202,1129003449,00,1188341,46857,58741,2
20202,1129003449,01,1188341,46857,58741,2
20202,1129003454,00,8381051,220546,304356,2
20202,1129003454,01,8381051,220546,304356,2
20202,1129003457,00,2504394,150264,175308,1
20202,1129003457,01,2504394,150264,175308,1
20202,1129003465,00,1345279,102141,115593,4
20202,1129003465,01,890845,76358,85267,1
20202,1129003465,02,1799712,127923,145920,3
20202,1129003466,00,1392502,17406,31331,1
20202,1129003466,02,1392502,17406,31331,1
20202,1129003471,00,1051845,93163,103682,2
20202,1129003471,01,1051845,93163,103682,2
20202,1129003472,00,1483178,78821,93653,3
20202,1129003472,01,2504394,120211,145255,1
20202,1129003472,02,461962,37431,42050,2
20202,1129003475,00,965479,48274,57929,1
20202,1129003475,01,965479,48274,57929,1
20202,1129003485,00,3259116,86453,119044,2
20202,1129003485,01,3259116,86453,119044,2
20202,1129003487,00,987497,67758,77633,2
20202,1129003487,01,987497,67758,77633,2
20202,1129003488,00,575723,38382,44139,1
20202,1129003488,02,575723,38382,44139,1
20202,1129003490,00,438901,30723,35112,1
20202,1129003490,02,438901,30723,35112,1
20202,1129003491,00,472257,66116,70839,1
20202,1129003491,01,472257,66116,70839,1
20202,1129003494,00,1882021,35299,54120,4
20202,1129003494,01,873871,52233,60972,2
20202,1129003494,02,2890172,18366,47267,2
20202,1129003495,00,1310426,64172,77276,4
20202,1129003495,01,2003515,90158,110193,1
20202,1129003495,02,617337,38185,44359,3
20202,1129003496,00,674653,20240,26986,1
20202,1129003496,02,674653,20240,26986,1
20202,1129003500,00,1647409,98845,115319,1
20202,1129003500,01,1647409,98845,115319,1
20202,1129003501,00,1013964,55669,65808,4
20202,1129003501,01,1689746,85811,102709,2
20202,1129003501,02,338181,25526,28908,2
20202,1129003503,00,1363643,103306,116943,1
20202,1129003503,01,1363643,103306,116943,1
20202,1129003513,00,635069,42475,48825,3
20202,1129003513,02,635069,42475,48825,3
20202,1129003529,00,1322320,59504,72728,1
20202,1129003529,01,1322320,59504,72728,1
20202,1129003535,00,671911,51065,57784,1
20202,1129003535,02,671911,51065,57784,1
20202,1129003547,00,1080327,48615,59418,1
20202,1129003547,01,1080327,48615,59418,1
20202,1129003548,00,1093188,43728,54659,1
20202,1129003548,02,1093188,43728,54659,1
20202,1129003553,00,0,110193,110193,1
20202,1129003553,02,0,110193,110193,1
20202,1129003556,00,4407733,242425,286503,1
20202,1129003556,01,4407733,242425,286503,1
20202,1129003557,00,1696732,141394,158362,1
20202,1129003557,01,1696732,141394,158362,1
20202,1129003558,00,1669596,62610,79306,2
20202,1129003558,01,1669596,62610,79306,2
20202,1129003560,00,1266891,49982,62651,4
20202,1129003560,01,1750603,64720,82226,3
20202,1129003560,02,783179,35243,43075,1
20202,1129003561,00,1420780,28467,42674,2
20202,1129003561,01,637693,45914,52291,1
20202,1129003561,02,2203867,11019,33058,1
20202,1129003566,00,0,40981,40981,2
20202,1129003566,02,0,40981,40981,2
20202,1129003570,00,1219220,84974,97166,3
20202,1129003570,01,1696397,143976,160940,2
20202,1129003570,02,742043,25971,33392,1
20202,1129003572,00,300527,24042,27047,1
20202,1129003572,02,300527,24042,27047,1
20202,1129003574,00,596284,41740,47703,1
20202,1129003574,02,596284,41740,47703,1
20202,1129003578,00,596284,47703,53666,1
20202,1129003578,01,596284,47703,53666,1
20202,1129003582,00,176215,8811,10573,1
20202,1129003582,02,176215,8811,10573,1
20202,1129003595,00,6611600,66116,132232,1
20202,1129003595,01,6611600,66116,132232,1
20202,1129003600,00,1412735,70637,84764,1
20202,1129003600,02,1412735,70637,84764,1
20202,1129003601,00,13366298,0,133663,1
20202,1129003601,02,13366298,0,133663,1
20202,1129003620,00,333919,41740,45079,1
20202,1129003620,01,333919,41740,45079,1
20202,1129003635,00,665396,55450,62104,1
20202,1129003635,02,665396,55450,62104,1
20202,1129003638,00,1001758,50088,60105,2
20202,1129003638,01,1001758,75132,85149,1
20202,1129003638,02,1001758,25044,35062,1
20202,1129003644,00,2003515,100176,120211,1
20202,1129003644,01,2003515,100176,120211,1
20202,1129003645,00,1159203,57288,68880,3
20202,1129003645,01,1159203,57288,68880,3
20202,1129003646,00,584714,37790,43637,2
20202,1129003646,01,736504,47873,55238,1
20202,1129003646,02,432923,27707,32036,1
20202,1129003648,00,349078,25572,29063,4
20202,1129003648,02,349078,25572,29063,4
20202,1129003655,00,1463877,76403,91042,4
20202,1129003655,01,1463877,76403,91042,4
20202,1129003656,00,1416771,61393,75561,1
20202,1129003656,01,1416771,61393,75561,1
20202,1129003657,00,667838,53427,60105,1
20202,1129003657,01,667838,53427,60105,1
20202,1129003662,00,1356475,48097,61662,3
20202,1129003662,01,1356475,48097,61662,3
20202,1129003664,00,561673,38167,43783,10
20202,1129003664,01,900340,54735,63738,7
20202,1129003664,02,223006,21598,23828,3
20202,1129003668,00,1944588,116675,136121,1
20202,1129003668,01,1944588,116675,136121,1
20202,1129003675,00,386810,39148,43017,16
20202,1129003675,01,479424,48877,53672,8
20202,1129003675,02,294195,29419,32361,8
20202,1129003680,00,14435808,0,144358,1
20202,1129003680,01,14435808,0,144358,1
20202,1129003683,00,500879,45079,50088,1
20202,1129003683,01,500879,45079,50088,1
20202,1129003686,00,751318,55097,62610,1
20202,1129003686,01,751318,55097,62610,1
20202,1129003687,00,8174090,4954,86695,1
20202,1129003687,02,8174090,4954,86695,1
20202,1129003689,00,1037709,84345,94722,2
20202,1129003689,01,1407579,108585,122660,1
20202,1129003689,02,667838,60105,66784,1
20202,1129003690,00,1983480,92562,112397,1
20202,1129003690,01,1983480,92562,112397,1
20202,1129003691,00,1392502,64983,78908,1
20202,1129003691,01,1392502,64983,78908,1
20202,1129003704,00,585402,22383,28237,1
20202,1129003704,02,585402,22383,28237,1
20202,1129003714,00,227672,15937,18214,1
20202,1129003714,02,227672,15937,18214,1
20202,1129003729,00,426142,34091,38353,1
20202,1129003729,02,426142,34091,38353,1
20202,1129003738,00,1652900,57852,74381,1
20202,1129003738,01,1652900,57852,74381,1
20202,1129003742,00,1946815,75608,95076,4
20202,1129003742,01,2904789,96480,125528,2
20202,1129003742,02,988840,54736,64624,2
20202,1129003743,00,1416771,75561,89729,1
20202,1129003743,01,1416771,75561,89729,1
20202,1129003747,00,1777503,42660,60435,1
20202,1129003747,01,1777503,42660,60435,1
20202,1129003749,00,459937,29896,34495,1
20202,1129003749,02,459937,29896,34495,1
20202,1129003750,00,1446288,64050,78513,2
20202,1129003750,01,1446288,64050,78513,2
