STDR_YYQU_CD,SUD_CD,TOT_WRC_POPLTN_CO,ML_WRC_POPLTN_CO,FML_WRC_POPLTN_CO,AGRDE_10_WRC_POPLTN_CO,AGRDE_20_WRC_POPLTN_CO,AGRDE_30_WRC_POPLTN_CO,AGRDE_40_WRC_POPLTN_CO,AGRDE_50_WRC_POPLTN_CO,AGRDE_60_ABOVE_WRC_POPLTN_CO,MAG_10_WRC_POPLTN_CO,MAG_20_WRC_POPLTN_CO,MAG_30_WRC_POPLTN_CO,MAG_40_WRC_POPLTN_CO,MAG_50_WRC_POPLTN_CO,MAG_60_ABOVE_WRC_POPLTN_CO,FAG_10_WRC_POPLTN_CO,FAG_20_WRC_POPLTN_CO,FAG_30_WRC_POPLTN_CO,FAG_40_WRC_POPLTN_CO,FAG_50_WRC_POPLTN_CO,FAG_60_ABOVE_WRC_POPLTN_CO,RELM_AR
20213,1123002298,13,9,4,0,3,9,1,0,0,0,3,5,1,0,0,0,0,4,0,0,0,1788.32139912
20213,1123002300,24,13,11,0,0,4,4,7,9,0,0,2,2,3,6,0,0,2,2,4,3,5551.81187853
20213,1123002301,4,4,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,5556.88182803
20213,1123002303,3,1,2,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1968.87547387
20213,1123002304,209,92,117,0,42,68,44,25,30,0,3,19,25,16,29,0,39,49,19,9,1,4136.59020888
20213,1123002311,7,6,1,0,0,0,1,4,2,0,0,0,1,3,2,0,0,0,0,1,0,2692.41951674
20213,1123002312,11,8,3,0,2,0,2,4,3,0,2,0,0,4,2,0,0,0,2,0,1,4527.89056143
20213,1123002313,3,2,1,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,6984.39564968
20213,1123002314,2,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,3617.12360981
20213,1123002315,30,3,27,0,0,3,2,19,6,0,0,1,0,1,1,0,0,2,2,18,5,3189.24692818
20213,1123002316,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1090.98235375
20213,1123002321,6,1,5,0,1,1,1,2,1,0,0,0,0,0,1,0,1,1,1,2,0,3434.18195563
20213,1123002326,31,23,8,0,3,10,8,6,4,0,1,6,7,5,4,0,2,4,1,1,0,9551.84924255
20213,1123002327,4,2,2,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,0,0,2,3611.62367222
20213,1123002328,579,384,195,1,156,277,142,2,1,0,64,193,124,2,1,1,92,84,18,0,0,8105.10463962
20213,1123002330,7,6,1,0,0,1,3,1,2,0,0,1,3,1,1,0,0,0,0,0,1,4794.39141547
20213,1123002332,19,12,7,0,2,4,2,5,6,0,2,2,1,3,4,0,0,2,1,2,2,5008.30370071
20213,1123002333,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1544.57627638
20213,1123002334,28,11,17,0,2,2,3,14,7,0,2,1,0,3,5,0,0,1,3,11,2,3360.12192372
20213,1123002335,3,2,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,2991.9522189
20213,1123002340,582,300,282,3,179,249,105,45,1,1,82,132,49,35,1,2,97,117,56,10,0,4844.07531438
20213,1123002341,55,14,41,0,8,15,17,11,4,0,3,3,3,1,4,0,5,12,14,10,0,16193.3263142
20213,1123002343,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1511.35400755
20213,1123002345,104,75,29,0,13,31,37,11,12,0,7,26,29,8,5,0,6,5,8,3,7,3137.59640447
20213,1123002348,2,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2043.68568529
20213,1123002351,52,17,35,0,1,0,14,30,7,0,0,0,6,6,5,0,1,0,8,24,2,2120.67131279
20213,1123002352,3,2,1,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1209.85285074
20213,1123002353,9,6,3,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,2,1,4499.28234407
20213,1123002354,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1737.93589134
20213,1123002358,18,11,7,0,1,3,6,6,2,0,1,1,4,3,2,0,0,2,2,3,0,2912.30757317
20213,1123002359,49,5,44,0,12,11,11,14,1,0,1,2,1,1,0,0,11,9,10,13,1,17341.5030527
20213,1123002360,120,70,50,0,15,27,24,39,15,0,11,20,18,16,5,0,4,7,6,23,10,4894.46703079
20213,1123002361,4,4,0,0,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,1614.26543567
20213,1123002362,13,8,5,0,4,1,4,3,1,0,2,1,2,2,1,0,2,0,2,1,0,4788.69494573
20213,1123002363,3,1,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,1850.30512168
20213,1123002365,25,19,6,0,6,3,9,5,2,0,4,3,7,3,2,0,2,0,2,2,0,4822.82214585
20213,1123002367,12,5,7,0,1,0,6,4,1,0,0,0,4,1,0,0,1,0,2,3,1,5047.00025452
20213,1123002368,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3987.13698327
20213,1123002369,2,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1163.20300487
20213,1123002372,4,4,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1012.48171616
20213,1123002374,13,7,6,0,0,0,2,7,4,0,0,0,0,4,3,0,0,0,2,3,1,4366.4474611
20213,1123002379,36,31,5,0,2,4,2,9,19,0,0,4,1,8,18,0,2,0,1,1,1,11334.9830522
20213,1123002380,41,27,14,0,5,10,9,12,5,0,2,8,4,9,4,0,3,2,5,3,1,6193.59377387
20213,1123002382,29,15,14,0,1,8,10,6,4,0,0,5,6,3,1,0,1,3,4,3,3,4402.09264046
20213,1123002385,6,3,3,0,0,3,1,2,0,0,0,1,1,1,0,0,0,2,0,1,0,3269.75525522
20213,1123002386,3,3,0,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,1483.74198814
20213,1123002387,41,22,19,0,5,10,14,7,5,0,3,4,6,5,4,0,2,6,8,2,1,9483.39448294
20213,1123002388,9,6,3,0,0,0,2,4,3,0,0,0,1,3,2,0,0,0,1,1,1,3319.92875618
20213,1123002390,26,18,8,0,4,6,7,6,3,0,3,4,4,5,2,0,1,2,3,1,1,2716.47116399
20213,1123002392,8,7,1,0,0,0,2,4,2,0,0,0,2,3,2,0,0,0,0,1,0,6124.54651913
20213,1123002393,3,3,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,5701.47397597
20213,1123002394,4,3,1,0,0,0,1,3,0,0,0,0,1,2,0,0,0,0,0,1,0,2626.38319737
20213,1123002395,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4594.25587329
20213,1123002401,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1058.91228679
20213,1123002403,2,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1549.284005
20213,1123002404,6,5,1,0,0,0,1,5,0,0,0,0,1,4,0,0,0,0,0,1,0,3479.13120395
20213,1123002405,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2106.21908255
20213,1123002406,5,2,3,0,2,0,2,0,1,0,1,0,0,0,1,0,1,0,2,0,0,4386.64720564
20213,1123002407,17,12,5,0,3,3,7,4,0,0,2,2,6,2,0,0,1,1,1,2,0,2975.2159031
20213,1123002409,6,3,3,0,0,0,2,0,4,0,0,0,1,0,2,0,0,0,1,0,2,2822.09873085
20213,1123002410,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,6012.36030651
20213,1123002412,5,2,3,0,0,1,2,2,0,0,0,0,1,1,0,0,0,1,1,1,0,872.237863966
20213,1123002417,218,146,72,0,24,43,56,55,40,0,11,33,37,36,29,0,13,10,19,19,11,4639.88905157
20213,1123002418,5,0,5,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,3,1,1213.57278641
20213,1123002419,21,16,5,0,6,5,3,5,2,0,3,5,3,3,2,0,3,0,0,2,0,2466.30164489
20213,1123002422,29,21,8,0,9,9,1,9,1,0,8,5,1,6,1,0,1,4,0,3,0,5463.57178712
20213,1123002423,2,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,3874.95893226
20213,1123002424,15,7,8,0,1,9,3,0,2,0,1,3,2,0,1,0,0,6,1,0,1,1624.32393773
20213,1123002429,2,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3171.77296686
20213,1123002430,7,5,2,0,0,1,2,4,0,0,0,1,1,3,0,0,0,0,1,1,0,1099.48313509
20213,1123002433,5,4,1,0,1,2,2,0,0,0,1,2,1,0,0,0,0,0,1,0,0,5130.40644399
20213,1123002434,24,17,7,0,0,0,12,7,5,0,0,0,9,5,3,0,0,0,3,2,2,5237.79948596
20213,1123002435,8,0,8,0,2,0,3,3,0,0,0,0,0,0,0,0,2,0,3,3,0,1498.45916254
20213,1123002440,4,2,2,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,1820.12008515
20213,1123002442,35,10,25,0,9,7,7,7,5,0,0,4,4,1,1,0,9,3,3,6,4,7620.53064753
20213,1123002445,32,9,23,0,2,10,5,5,10,0,0,1,5,1,2,0,2,9,0,4,8,3643.97908972
20213,1123002449,12,10,2,0,0,0,4,5,3,0,0,0,4,4,2,0,0,0,0,1,1,1637.41295732
20213,1123002450,93,46,47,1,9,15,26,31,11,0,5,7,8,16,10,1,4,8,18,15,1,8693.4001718
20213,1123002451,2,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,25580.1575984
20213,1123002452,17,13,4,0,1,4,1,8,3,0,1,2,1,7,2,0,0,2,0,1,1,2091.21336345
20213,1123002453,17,10,7,0,0,6,6,3,2,0,0,5,3,1,1,0,0,1,3,2,1,2457.9287146
20213,1123002454,38,33,5,0,1,14,12,10,1,0,1,11,10,10,1,0,0,3,2,0,0,2569.66618771
20213,1123002456,5,1,4,0,3,1,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,3951.77681175
20213,1123002457,48,29,19,0,1,3,7,6,31,0,0,3,2,2,22,0,1,0,5,4,9,5512.94256361
20213,1123002463,12,8,4,0,2,3,4,3,0,0,1,3,1,3,0,0,1,0,3,0,0,1523.82829576
20213,1123002464,7,5,2,0,0,1,4,2,0,0,0,1,3,1,0,0,0,0,1,1,0,5197.6500563
20213,1123002465,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,705.889362071
20213,1123002472,8,5,3,0,2,3,1,2,0,0,0,3,1,1,0,0,2,0,0,1,0,2905.04995382
20213,1123002475,10,7,3,0,0,1,1,3,5,0,0,1,1,1,4,0,0,0,0,2,1,5663.62654563
20213,1123002476,10,6,4,0,0,0,4,6,0,0,0,0,2,4,0,0,0,0,2,2,0,5499.72654896
20213,1123002478,12,9,3,0,0,1,2,7,2,0,0,0,1,6,2,0,0,1,1,1,0,1990.85372177
20213,1123002481,58,34,24,0,3,7,5,10,33,0,2,6,4,5,17,0,1,1,1,5,16,4628.88604209
20213,1123002485,14,8,6,0,8,0,2,4,0,0,6,0,0,2,0,0,2,0,2,2,0,4853.07922671
20213,1123002487,5,1,4,0,1,1,1,2,0,0,0,0,0,1,0,0,1,1,1,1,0,4611.10094684
20213,1123002489,2,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,7850.86244173
20213,1123002491,3,2,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0,10097.4603887
20213,1123002494,15,12,3,0,2,4,4,1,4,0,2,4,2,1,3,0,0,0,2,0,1,4066.33760414
20213,1123002495,2,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1145.19459214
20213,1123002498,53,21,32,0,0,2,11,36,4,0,0,1,6,11,3,0,0,1,5,25,1,6402.8538519
20213,1123002501,3,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2280.57526831
20213,1123002502,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3705.71252493
20213,1123002503,8,6,2,0,1,3,3,1,0,0,1,2,2,1,0,0,0,1,1,0,0,2292.53695395
20213,1123002509,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,6278.93086133
20213,1123002510,32,11,21,0,0,6,18,5,3,0,0,3,3,2,3,0,0,3,15,3,0,4955.8233255
20213,1123002513,66,12,54,0,8,19,21,14,4,0,1,2,2,3,4,0,7,17,19,11,0,13354.7864847
20213,1123002514,4,4,0,0,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,6745.76887548
20213,1123002515,4,4,0,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,3045.27256202
20213,1123002519,24,21,3,0,0,5,9,3,7,0,0,5,7,3,6,0,0,0,2,0,1,3643.99151507
20213,1123002520,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4076.11845592
20213,1123002531,5,5,0,0,1,2,1,1,0,0,1,2,1,1,0,0,0,0,0,0,0,2836.64684626
20213,1123002536,4,3,1,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,3622.11421246
20213,1123002550,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,820.199193503
20213,1123002554,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3691.36341801
20213,1123002565,8,6,2,0,0,3,2,1,2,0,0,2,1,1,2,0,0,1,1,0,0,1404.58152604
20213,1123002567,5,5,0,0,0,0,3,1,1,0,0,0,3,1,1,0,0,0,0,0,0,832.129823743
20213,1123002568,452,314,138,1,20,81,163,130,57,1,13,36,115,96,53,0,7,45,48,34,4,1831.48307665
20213,1123002578,6,6,0,0,1,1,0,3,1,0,1,1,0,3,1,0,0,0,0,0,0,4279.2552907
20213,1123002582,2,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2176.99092134
20213,1123002589,2,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1155.38552059
20213,1123002593,5,3,2,0,0,3,0,1,1,0,0,2,0,0,1,0,0,1,0,1,0,8385.24352629
20213,1123002601,49,33,16,0,8,17,22,2,0,0,4,13,15,1,0,0,4,4,7,1,0,1841.85327599
20213,1123002605,34,29,5,0,5,6,7,10,6,0,3,4,6,10,6,0,2,2,1,0,0,13237.1194942
20213,1123002606,4,2,2,0,0,1,1,0,2,0,0,0,1,0,1,0,0,1,0,0,1,4138.75667684
20213,1123002607,91,44,47,0,10,18,31,25,7,0,3,17,10,8,6,0,7,1,21,17,1,3940.03439716
20213,1123002608,5,2,3,0,0,3,0,0,2,0,0,1,0,0,1,0,0,2,0,0,1,7654.08675125
20213,1123002616,60,16,44,0,7,2,10,10,31,0,0,0,2,5,9,0,7,2,8,5,22,9243.73748842
20213,1123002618,11,5,6,0,2,2,1,0,6,0,0,1,0,0,4,0,2,1,1,0,2,6978.0957187
20213,1123002621,17,10,7,0,1,4,5,4,3,0,1,2,3,2,2,0,0,2,2,2,1,3854.78339284
20213,1123002622,207,117,90,3,56,37,45,44,22,2,26,23,30,23,13,1,30,14,15,21,9,2178.13917658
20213,1123002623,14,8,6,0,0,2,1,5,6,0,0,0,0,4,4,0,0,2,1,1,2,5821.58192479
20213,1123002627,4,3,1,0,1,2,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,3243.50498842
20213,1123002628,120,68,52,0,14,22,18,33,33,0,10,9,8,17,24,0,4,13,10,16,9,14535.9802083
20213,1123002629,80,28,52,0,5,14,17,27,17,0,3,5,8,6,6,0,2,9,9,21,11,3361.02961059
20213,1123002631,21,8,13,0,7,5,2,6,1,0,2,2,0,3,1,0,5,3,2,3,0,9423.44799531
20213,1123002633,237,141,96,0,12,26,41,58,100,0,7,17,19,35,63,0,5,9,22,23,37,10295.3038033
20213,1123002634,3,1,2,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1,4481.7189554
20213,1123002635,14,3,11,0,0,1,5,4,4,0,0,0,2,0,1,0,0,1,3,4,3,2678.94766554
20213,1123002636,5,3,2,0,1,0,2,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1044.62139714
20213,1123002638,8,3,5,0,0,1,2,2,3,0,0,0,1,0,2,0,0,1,1,2,1,3139.23114956
20213,1123002639,37,8,29,0,3,8,8,8,10,0,0,0,0,2,6,0,3,8,8,6,4,5673.18015791
20213,1123002640,216,125,91,0,22,19,29,58,88,0,11,14,13,27,60,0,11,5,16,31,28,7504.99769694
20213,1123002641,4,2,2,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,1893.06739058
20213,1123002643,15,3,12,0,4,3,1,3,4,0,0,0,0,0,3,0,4,3,1,3,1,5369.47236959
20213,1123002644,6,3,3,0,1,1,0,2,2,0,0,1,0,2,0,0,1,0,0,0,2,1270.4937998
20213,1123002645,10,3,7,0,1,3,2,3,1,0,0,0,0,2,1,0,1,3,2,1,0,5111.00326465
20213,1123002647,11,8,3,0,0,1,6,2,2,0,0,1,5,1,1,0,0,0,1,1,1,1792.53377292
20213,1123002650,54,35,19,0,3,15,6,12,18,0,1,11,3,6,14,0,2,4,3,6,4,3281.86765659
20213,1123002651,353,87,266,0,96,98,86,56,17,0,12,25,19,18,13,0,84,73,67,38,4,6172.00839944
20213,1123002654,3,2,1,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3893.0683886
20213,1123002660,26,20,6,1,0,2,16,5,2,1,0,0,13,4,2,0,0,2,3,1,0,4042.42087228
20213,1123002662,8,4,4,0,0,0,3,4,1,0,0,0,2,1,1,0,0,0,1,3,0,1085.16450444
20213,1123002669,2,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,934.769917878
20213,1123002674,23,11,12,0,2,2,6,5,8,0,1,1,3,1,5,0,1,1,3,4,3,4746.99512161
20213,1123002677,6,4,2,0,1,2,1,1,1,0,0,2,1,0,1,0,1,0,0,1,0,719.96882156
20213,1123002683,22,18,4,0,0,5,8,9,0,0,0,2,7,9,0,0,0,3,1,0,0,781.21546642
20213,1123002684,3,1,2,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,1603.46469515
20213,1123002690,4,2,2,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,2896.75745726
20213,1123002692,10,0,10,0,0,3,3,4,0,0,0,0,0,0,0,0,0,3,3,4,0,1233.39585641
20213,1123002697,4,2,2,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,2,0,1989.42465704
20213,1123002699,10,9,1,0,1,5,2,1,1,0,1,4,2,1,1,0,0,1,0,0,0,926.081338484
20213,1123002701,5,4,1,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,1,0,0,778.779638929
20213,1123002706,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1445.25842996
20213,1123002707,47,42,5,0,0,1,10,5,31,0,0,1,5,5,31,0,0,0,5,0,0,10946.0681679
20213,1123002708,6,2,4,0,0,2,3,0,1,0,0,0,2,0,0,0,0,2,1,0,1,4176.15077947
20213,1123002713,3,1,2,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,9693.84098584
20213,1123002714,43,27,16,0,8,8,15,5,7,0,5,3,8,4,7,0,3,5,7,1,0,4680.70346453
20213,1123002715,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1253.9989814
20213,1123002717,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2431.05873191
20213,1123002719,2,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,975.571989327
20213,1123002723,55,33,22,0,8,11,21,11,4,0,4,4,14,8,3,0,4,7,7,3,1,6040.37530546
20213,1123002725,2,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3743.19124982
20213,1123002729,4,1,3,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,2,1,2279.12340816
20213,1123002733,16,13,3,0,1,4,5,6,0,0,0,4,4,5,0,0,1,0,1,1,0,5199.83648477
20213,1123002734,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1502.51419786
20213,1123002736,6,5,1,0,1,0,3,2,0,0,0,0,3,2,0,0,1,0,0,0,0,2096.69549657
20213,1123002738,19,11,8,0,2,9,5,3,0,0,1,7,1,2,0,0,1,2,4,1,0,5995.60777454
20213,1123002742,6,5,1,0,0,1,1,3,1,0,0,0,1,3,1,0,0,1,0,0,0,5582.61413012
20213,1123002746,6,4,2,0,3,1,1,1,0,0,3,0,0,1,0,0,0,1,1,0,0,574.036106706
20213,1123002749,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,787.454644106
20213,1123002751,19,7,12,0,8,8,2,1,0,0,2,4,1,0,0,0,6,4,1,1,0,4083.93505586
20213,1123002755,249,59,190,1,30,20,16,43,139,1,6,10,9,5,28,0,24,10,7,38,111,7310.33141785
20213,1123002756,11,4,7,0,1,0,3,6,1,0,0,0,2,2,0,0,1,0,1,4,1,6327.95327245
20213,1123002757,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5494.58312936
20213,1123002761,13,8,5,0,3,3,4,1,2,0,3,0,3,0,2,0,0,3,1,1,0,3105.93828489
20213,1123002766,18,3,15,0,5,5,3,3,2,0,0,1,2,0,0,0,5,4,1,3,2,7574.87214461
20213,1123002767,8,8,0,0,1,2,2,3,0,0,1,2,2,3,0,0,0,0,0,0,0,4733.72402152
20213,1123002769,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2698.34449133
20213,1123002774,7,5,2,0,0,0,2,3,2,0,0,0,0,3,2,0,0,0,2,0,0,2959.69723667
20213,1123002776,802,598,204,0,138,382,114,113,55,0,87,323,78,80,30,0,51,59,36,33,25,5416.71290985
20213,1123002781,10,1,9,0,0,1,1,6,2,0,0,0,0,1,0,0,0,1,1,5,2,5162.70193978
20213,1123002784,19,8,11,0,1,6,7,4,1,0,1,4,2,1,0,0,0,2,5,3,1,2008.60643332
20213,1123002785,36,12,24,0,7,10,6,13,0,0,2,1,2,7,0,0,5,9,4,6,0,18019.1780333
20213,1123002786,6,2,4,0,1,0,2,3,0,0,0,0,1,1,0,0,1,0,1,2,0,4069.79125929
20213,1123002791,2,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4494.47104337
20213,1123002792,9,4,5,0,1,3,1,4,0,0,0,0,1,3,0,0,1,3,0,1,0,2008.5003708
20213,1123002794,3,2,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1972.92056067
20213,1123002797,114,27,87,0,21,25,25,23,20,0,9,8,3,3,4,0,12,17,22,20,16,13109.7705542
20213,1123002807,30,12,18,0,1,16,7,5,1,0,1,5,2,3,1,0,0,11,5,2,0,18763.0717535
20213,1123002811,5,4,1,0,1,1,1,2,0,0,1,1,0,2,0,0,0,0,1,0,0,823.418927319
20213,1123002814,14,6,8,0,1,4,2,3,4,0,0,3,0,0,3,0,1,1,2,3,1,6168.85521255
20213,1123002823,13,9,4,0,0,1,11,1,0,0,0,1,8,0,0,0,0,0,3,1,0,1481.26778293
20213,1123002827,5,4,1,0,0,1,1,1,2,0,0,1,1,1,1,0,0,0,0,0,1,1070.50199421
20213,1123002829,15,12,3,0,0,2,3,7,3,0,0,2,3,6,1,0,0,0,0,1,2,4181.02332029
20213,1123002831,3,1,2,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,2,5406.19270289
20213,1123002832,36,3,33,0,2,7,17,8,2,0,0,0,2,1,0,0,2,7,15,7,2,16011.9000326
20213,1123002833,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4835.77166826
20213,1123002834,386,244,142,0,45,106,101,105,29,0,9,48,76,87,24,0,36,58,25,18,5,145231.340463
20213,1123002839,433,279,154,1,101,179,87,46,19,1,44,116,66,39,13,0,57,63,21,7,6,86929.4344295
20213,1123002840,783,366,417,1,238,302,113,86,43,0,79,128,68,55,36,1,159,174,45,31,7,204928.740361
20213,1123002845,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1857.92952282
20213,1123002847,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1332.09506987
20213,1123002848,4,0,4,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,2581.0345929
20213,1123002851,46,40,6,0,0,2,1,9,34,0,0,0,0,6,34,0,0,2,1,3,0,1452.37187066
20213,1123002865,4,1,3,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,5373.72049496
20213,1123002868,260,121,139,0,37,62,57,70,34,0,9,21,32,33,26,0,28,41,25,37,8,1510.91950751
20213,1123002876,47,26,21,1,5,18,15,6,2,1,3,10,9,3,0,0,2,8,6,3,2,15017.9680694
20213,1123002877,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1607.11077524
20213,1123002880,4,4,0,0,0,3,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,6573.82251752
20213,1123002883,2,1,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1318.55705442
20213,1123002886,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2935.76638306
20213,1123002891,17,7,10,0,3,2,7,5,0,0,0,2,2,3,0,0,3,0,5,2,0,9962.6035372
20213,1123002895,14,7,7,0,0,2,3,4,5,0,0,2,1,1,3,0,0,0,2,3,2,4137.9390375
20213,1123002896,3,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3959.52459558
20213,1123002898,28,6,22,0,6,10,5,5,2,0,2,1,1,1,1,0,4,9,4,4,1,6010.32442575
20213,1123002899,4,4,0,0,2,0,0,1,1,0,2,0,0,1,1,0,0,0,0,0,0,3200.76256493
20213,1123002900,25,18,7,0,0,6,9,7,3,0,0,5,5,6,2,0,0,1,4,1,1,13063.948137
20213,1123002901,13,9,4,0,1,0,1,5,6,0,0,0,0,5,4,0,1,0,1,0,2,3447.72831246
20213,1123002903,2,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4492.04775526
20213,1123002905,10,9,1,0,5,2,0,0,3,0,4,2,0,0,3,0,1,0,0,0,0,5201.55250318
20213,1123002906,2,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,1563.78613036
20213,1123002907,5,2,3,0,0,0,2,1,2,0,0,0,1,0,1,0,0,0,1,1,1,4459.29513123
20213,1123002908,5,0,5,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,1661.85417865
20213,1123002911,6,0,6,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,4,1,1,3750.41693968
20213,1123002914,6,2,4,0,1,1,1,2,1,0,0,0,1,1,0,0,1,1,0,1,1,4604.29294001
20213,1123002915,13,5,8,0,1,2,4,1,5,0,0,2,2,0,1,0,1,0,2,1,4,4925.59184714
20213,1123002916,4,1,3,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,2,1,0,4142.42363309
20213,1123002917,4,3,1,0,0,1,0,2,1,0,0,1,0,1,1,0,0,0,0,1,0,603.027519223
20213,1123002918,9,0,9,0,3,3,1,0,2,0,0,0,0,0,0,0,3,3,1,0,2,1004.19322794
