STDR_YYQU_CD,SUD_CD,INCOME_SCTN_CD,MT_AVRG_INCOME_AMT,HSHLD_INCOME_TOTAMT,POPLTN_CO
20191,1123000001,07,3705271,188968839,51
20191,1123000003,04,1896899,7587595,4
20191,1123000004,08,3994614,151795347,38
20191,1123000005,07,3068413,435714698,142
20191,1123000006,06,2641795,26417948,10
20191,1123000007,05,2085916,75092977,36
20191,1123000008,07,3162322,300420597,95
20191,1123000009,05,2420062,36300927,15
20191,1123000010,05,2411360,33759038,14
20191,1123000011,05,2386143,21475288,9
20191,1123000012,07,3283538,551634465,168
20191,1123000013,05,2404740,40880576,17
20191,1123000014,05,2397337,62330764,26
20191,1123000015,04,2004086,16032691,8
20191,1123000016,04,1753755,47351374,27
20191,1123000017,05,2434894,48697883,20
20191,1123000019,05,2149015,66619453,31
20191,1123000020,05,2248322,51711408,23
20191,1123000021,05,2155182,38793267,18
20191,1123000022,04,1806755,36135094,20
20191,1123000023,06,2692635,26926346,10
20191,1123000024,06,2545901,40734421,16
20191,1123000025,05,2194095,57046470,26
20191,1123000026,05,2358565,101418296,43
20191,1123000027,04,1903996,51407882,27
20191,1123000028,05,2150274,49456312,23
20191,1123000029,04,1884783,33926087,18
20191,1123000030,05,2063560,26826281,13
20191,1123000031,05,2432350,7297051,3
20191,1123000032,05,2395985,45523715,19
20191,1123000033,05,2095015,43995317,21
20191,1123000034,05,2153095,34449517,16
20191,1123000035,05,2110103,135046566,64
20191,1123000037,05,2375090,59377241,25
20191,1123000038,05,2109687,27425927,13
20191,1123000039,03,1577185,17349037,11
20191,1123000040,07,3458022,1172269315,339
20191,1123000041,06,2576109,69554934,27
20191,1123000042,06,2520601,32767819,13
20191,1123000044,06,2912350,26211152,9
20191,1123000046,05,2051442,47183170,23
20191,1123000047,05,2178958,13073749,6
20191,1123000048,03,1609519,1609519,1
20191,1123000050,05,2282697,31957754,14
20191,1123000051,04,1773545,8867724,5
20191,1123000052,04,1944529,25278877,13
20191,1123000054,04,1979578,176182453,89
20191,1123000055,06,2625371,141770025,54
20191,1123000056,04,1916683,3833365,2
20191,1123000057,06,2978004,253130376,85
20191,1123000060,07,3612898,697289399,193
20191,1123000061,05,2364894,113514896,48
20191,1123000062,04,1885594,41483072,22
20191,1123000064,04,1857283,31573812,17
20191,1123000065,06,2444076,109983425,45
20191,1123000068,06,2541806,91505028,36
20191,1123000069,03,1479151,11833204,8
20191,1123000070,07,3321319,269026820,81
20191,1123000073,04,1940032,15520256,8
20191,1123000074,06,2504172,70116822,28
20191,1123000076,05,2421083,46000576,19
20191,1123000077,05,2381353,30957594,13
20191,1123000078,02,1387232,11097852,8
20191,1123000080,07,3100754,105425636,34
20191,1123000081,01,1140769,2281538,2
20191,1123000082,05,2264189,38491215,17
20191,1123000083,05,2229700,24526698,11
20191,1123000087,02,1261410,1261410,1
20191,1123000090,07,3493296,101305573,29
20191,1123000095,06,2841322,230147104,81
20191,1123000097,05,2129347,68139099,32
20191,1123000101,05,2176847,58774866,27
20191,1123000109,05,2201389,57236119,26
20191,1123000110,05,2335023,35025351,15
20191,1123000114,06,2808943,73032528,26
20191,1123000115,04,1868638,3737275,2
20191,1123000118,06,2915825,104969706,36
20191,1123000120,05,2394856,4789711,2
20191,1123000121,06,2486111,89499996,36
20191,1123000125,06,2942467,108871276,37
20191,1123000126,08,4237075,2813417897,664
20191,1123000130,08,3893109,35037979,9
20191,1123000133,05,2196181,15373268,7
20191,1123000134,06,2474689,24746889,10
20191,1123000136,05,2414070,26554774,11
20191,1123000137,07,3168314,101386053,32
20191,1123000139,09,5027340,10054679,2
20191,1123000140,06,2527954,15167724,6
20191,1123000142,04,1982056,39641121,20
20191,1123000145,05,2302042,39134710,17
20191,1123000150,08,3774199,3774199,1
20191,1123000151,05,2197635,76917209,35
20191,1123000152,01,672019,672019,1
20191,1123000153,05,2191279,63547082,29
20191,1123000154,06,2913516,495297767,170
20191,1123000155,06,2464487,12322435,5
20191,1123000156,06,2733117,10932467,4
20191,1123000157,06,2708159,18957114,7
20191,1123000159,06,2964508,50396634,17
20191,1123000160,06,2649735,92740732,35
20191,1123000161,08,4270732,12624284277,2956
20191,1123000162,08,3869739,963564978,249
20191,1123000164,05,2400144,141608485,59
20191,1123000165,04,2002191,60065734,30
20191,1123000166,07,3618074,36180737,10
20191,1123000167,06,2562177,28183942,11
20191,1123000169,03,1549525,7747627,5
20191,1123000171,01,1062244,1062244,1
20191,1123000177,07,3000085,9000256,3
20191,1123000180,08,3772770,335776496,89
20191,1123000183,03,1474487,1474487,1
20191,1123000184,05,2155769,8623076,4
20191,1123000188,06,2491179,114594224,46
20191,1123000189,05,2112909,8451634,4
20191,1123000190,07,3618971,528369760,146
20191,1123000193,05,2338630,9354518,4
20191,1123000194,07,3147637,44066920,14
20191,1123000196,04,1941811,60196154,31
20191,1123000197,06,2538809,15232852,6
20191,1123000198,05,2353032,65884900,28
20191,1123000199,05,2251602,9006409,4
20191,1123000200,07,3013141,3013141,1
20191,1123000203,07,3267089,39205062,12
20191,1123000204,02,1435465,2870929,2
20191,1123000206,07,3016189,452428411,150
20191,1123000213,04,1990200,7960800,4
20191,1123000214,04,1769055,3538109,2
20191,1123000215,04,1898301,5694903,3
20191,1123000216,06,2487064,77098971,31
20191,1123000217,03,1560609,3121218,2
20191,1123000218,03,1585545,3171089,2
20191,1123000219,04,1905609,3811218,2
20191,1123000220,02,1261410,1261410,1
20191,1123000221,07,3094406,334195854,108
20191,1123000222,05,2207845,39741216,18
20191,1123000223,05,2120737,38173267,18
20191,1123000224,05,2218852,24407370,11
20191,1123000227,05,2117903,46593874,22
20191,1123000229,06,2749754,41246311,15
20191,1123000230,06,2846170,11384679,4
20191,1123000232,05,2135682,14949774,7
20191,1123000233,07,3269162,22884135,7
20191,1123000234,08,3867895,46414742,12
20191,1123000238,05,2250101,13500608,6
20191,1123000239,04,1735657,6942628,4
20191,1123000241,04,1909679,3819358,2
20191,1123000242,08,4096390,2138315764,522
20191,1123000243,02,1299583,3898750,3
20191,1123000245,01,672019,672019,1
20191,1123000246,06,2763222,5526443,2
20191,1123000247,07,2995188,359422544,120
20191,1123000248,06,2503344,7510032,3
20191,1123000249,04,1764904,7059615,4
20191,1123000250,05,2361072,51943586,22
20191,1123000251,05,2251251,42773778,19
20191,1123000252,06,2701787,10807147,4
20191,1123000253,07,3584378,17921891,5
20191,1123000254,05,2285771,34286569,15
20191,1123000255,06,2624343,5248686,2
20191,1123000257,05,2175929,13055576,6
20191,1123000258,05,2422414,58137946,24
20191,1123000259,04,1746992,10481954,6
20191,1123000260,03,1620663,4861988,3
20191,1123000262,06,2635591,18449134,7
20191,1123000264,05,2076162,24913941,12
20191,1123000265,03,1581853,7909263,5
20191,1123000266,06,2634567,5269134,2
20191,1123000267,07,3013141,6026282,2
20191,1123000268,05,2042977,49031438,24
20191,1123000270,08,3797504,60760061,16
20191,1123000273,04,1830962,3661923,2
20191,1123000276,05,2114055,4228109,2
20191,1123000278,05,2040993,16327947,8
20191,1123000280,04,1787428,14299422,8
20191,1123000282,04,2000879,52022854,26
20191,1123000284,06,2538551,38078266,15
20191,1123000285,05,2423082,14538493,6
20191,1123000288,05,2033649,40672979,20
20191,1123000289,05,2341406,18731250,8
20191,1123000290,06,2694912,10779648,4
20191,1123000291,03,1506827,3013654,2
20191,1123000292,05,2203466,237974379,108
20191,1123000294,04,1953778,95735123,49
20191,1123000297,05,2118066,84722621,40
20191,1123000298,05,2106110,35803876,17
20191,1123000299,05,2105029,52625734,25
20191,1123000300,07,3725994,14903974,4
20191,1123000304,05,2356133,44766536,19
20191,1123000305,04,1814542,19959966,11
20191,1123000306,03,1563526,12508204,8
20191,1123000308,05,2412332,62720638,26
20191,1123000311,05,2058696,156460890,76
20191,1123000313,05,2069814,72443490,35
20191,1123000314,04,1942885,29143269,15
20191,1123000315,04,1905251,34294517,18
20191,1123000316,05,2151769,32276535,15
20191,1123000317,05,2429639,106904097,44
20191,1123000318,06,2539172,76175157,30
20191,1123000321,07,3561182,2179443270,612
20191,1123000322,04,1951305,42928716,22
20191,1123000323,07,3305988,2208399949,668
20191,1123000325,04,1960528,176447523,90
20191,1123000326,05,2131521,23446728,11
20191,1123000327,05,2125939,55274421,26
20191,1123000328,04,1891465,39720765,21
20191,1123000329,07,3043912,42614773,14
20191,1123000331,07,3368749,94324964,28
20191,1123000332,05,2176162,95751117,44
20191,1123000334,06,2805146,78544098,28
20191,1123000336,04,1897827,9489134,5
20191,1123000337,05,2249743,98988711,44
20191,1123000339,06,2541307,68615287,27
20191,1123000340,06,2948913,100263039,34
20191,1123000341,05,2100507,25206089,12
20191,1123000342,07,3416431,614957510,180
20191,1123000343,05,2425181,36377722,15
20191,1123000346,06,2806786,1049737838,374
20191,1123000347,05,2195000,37314997,17
20191,1123000351,06,2705446,89279707,33
20191,1123000353,05,2341610,30440927,13
20191,1123000354,05,2414523,21730703,9
20191,1123000355,05,2187139,78737017,36
20191,1123000356,04,1986114,59583428,30
20191,1123000357,04,1809528,25333396,14
20191,1123000358,06,2742527,49365479,18
20191,1123000360,07,3204519,6409038,2
20191,1123000361,04,1921811,23061728,12
20191,1123000364,06,2745589,1037832804,378
20191,1123000365,05,2374395,156710089,66
20191,1123000366,05,2188346,50331952,23
20191,1123000367,04,1897870,20876569,11
20191,1123000368,04,1870685,29930959,16
20191,1123000369,04,1974730,23696762,12
20191,1123000372,04,1714840,12003877,7
20191,1123000373,05,2068818,93096822,45
20191,1123000375,05,2098332,65048297,31
20191,1123000376,05,2146412,38635417,18
20191,1123000377,04,1842023,29472369,16
20191,1123000378,06,2637561,29013173,11
20191,1123000379,06,2871939,5743878,2
20191,1123000380,01,1187949,5939743,5
20191,1123000381,07,3186482,41424261,13
20191,1123000383,05,2119491,48748297,23
20191,1123000385,05,2314519,16201635,7
20191,1123000388,05,2167288,43345767,20
20191,1123000389,06,2784123,108580793,39
20191,1123000390,07,3036028,567737285,187
20191,1123000394,04,1767330,47717913,27
20191,1123000395,07,3467777,4067702902,1173
20191,1123000402,05,2416773,36251599,15
20191,1123000403,03,1686642,349134925,207
20191,1123000405,06,2856157,31417723,11
20191,1123000407,06,2958212,1135953285,384
20191,1123000409,04,1909679,1909679,1
20191,1123000416,05,2216181,59836888,27
20191,1123000419,07,3686711,530886400,144
20191,1123000421,07,3038425,63806921,21
20191,1123000423,05,2261442,2261442,1
20191,1123000426,08,4180268,2169559261,519
20191,1123000428,07,3217532,41827914,13
20191,1123000429,05,2365577,7096730,3
20191,1123000432,08,3861925,386192486,100
20191,1123000433,06,2790577,11162307,4
20191,1123000434,07,3014123,33155351,11
20191,1123000436,10,12473910,12473910,1
20191,1123000438,05,2147791,51546986,24
20191,1123000439,04,1942231,15537851,8
20191,1123000440,01,672019,672019,1
20191,1123000447,01,1030588,3091763,3
20191,1123000450,04,1709095,13672756,8
20191,1123000452,05,2203721,61704193,28
20191,1123000453,06,2576012,43792209,17
20191,1123000454,06,2457949,41785126,17
20191,1123000457,06,2681821,29500030,11
20191,1123000458,03,1495463,22431952,15
20191,1123000459,09,5771378,5771378,1
20191,1123000462,04,1913648,34445670,18
20191,1123000463,05,2038861,22427467,11
20191,1123000464,07,3460275,41523299,12
20191,1123000465,05,2241491,4482981,2
20191,1123000468,02,1380231,26224387,19
20191,1123000469,06,2862713,108783106,38
20191,1123000470,08,4478483,170182368,38
20191,1123000471,04,1923347,30773554,16
20191,1123000472,06,2854055,62789199,22
20191,1123000473,04,1831602,9158012,5
20191,1123000474,06,2692476,53849517,20
20191,1123000475,04,1752244,1752244,1
20191,1123000480,06,2796346,41945191,15
20191,1123000486,06,2455473,31921151,13
20191,1123000487,04,1787479,26812178,15
20191,1123000488,05,2087853,10439263,5
20191,1123000490,03,1703330,17033299,10
20191,1123000495,07,3100833,31008331,10
20191,1123000498,06,2607722,39115831,15
20191,1123000499,06,2798833,81166148,29
20191,1123000500,07,3295122,1921056275,583
20191,1123000501,05,2091269,10456346,5
20191,1123000503,06,2544038,117025766,46
20191,1123000504,05,2025912,58751437,29
20191,1123000505,06,2477504,190767842,77
20191,1123000507,01,966715,1933429,2
20191,1123000511,05,2145083,49336919,23
20191,1123000512,08,3901490,1346014147,345
20191,1123000514,08,4641090,18564358,4
20191,1123000515,06,2630716,7892147,3
20191,1123000516,04,1769055,3538109,2
20191,1123000517,04,1819300,10915800,6
20191,1123000519,06,2902958,29029581,10
20191,1123000520,03,1609519,1609519,1
20191,1123000521,10,12473910,12473910,1
20191,1123000524,01,1014760,2029519,2
20191,1123000525,05,2278308,22783075,10
20191,1123000526,05,2160208,4320416,2
20191,1123000527,04,1979109,9895545,5
20191,1123000528,05,2306006,29978075,13
20191,1123000529,05,2049092,26638202,13
20191,1123000530,02,1314679,5258717,4
20191,1123000531,07,3039081,9117243,3
20191,1123000532,05,2044119,4088237,2
20191,1123000535,08,4202801,21014007,5
20191,1123000539,09,6572965,13145929,2
20191,1123000543,04,1761426,3522852,2
20191,1123000544,05,2117732,8470928,4
20191,1123000545,05,2345155,70354642,30
20191,1123000546,05,2414743,28976921,12
20191,1123000547,03,1609519,1609519,1
20191,1123000548,05,2230825,17846602,8
20191,1123000549,06,2462752,17239261,7
20191,1123000550,06,2513343,32673459,13
20191,1123000551,09,5051002,20204006,4
20191,1123000552,05,2354991,108329607,46
20191,1123000553,03,1456615,7283076,5
20191,1123000554,06,2650759,15904551,6
20191,1123000555,04,1911141,9555706,5
20191,1123000556,07,3264827,32648267,10
20191,1123000557,05,2302646,25329101,11
20191,1123000558,05,2297056,16079390,7
20191,1123000559,04,1752244,1752244,1
20191,1123000561,05,2166186,10830929,5
20191,1123000562,04,1926880,5780640,3
20191,1123000563,05,2233082,40195479,18
20191,1123000564,01,1062244,1062244,1
20191,1123000565,05,2151388,27968042,13
20191,1123000566,06,2578590,20628716,8
20191,1123000567,06,2715104,89598426,33
20191,1123000568,06,2580124,41281984,16
20191,1123000569,06,2968489,38590351,13
20191,1123000570,06,2757703,146158265,53
20191,1123000571,08,3803319,26623235,7
20191,1123000576,06,2581553,147148517,57
20191,1123000577,03,1665780,4997339,3
20191,1123000580,05,2271946,49982820,22
20191,1123000581,06,2463640,51736437,21
20191,1123000582,01,1062244,1062244,1
20191,1123000583,07,3444863,165353423,48
20191,1123000584,02,1257300,5029198,4
20191,1123000585,05,2289817,32057434,14
20191,1123000586,06,2618357,62840574,24
20191,1123000587,05,2196761,35148170,16
20191,1123000589,04,1893894,15151153,8
20191,1123000591,06,2667304,64015285,24
20191,1123000592,05,2057033,18513300,9
20191,1123000593,04,1851783,35183878,19
20191,1123000594,03,1609519,3219038,2
20191,1123000595,07,3148013,18888076,6
20191,1123000596,05,2336038,35040574,15
20191,1123000597,05,2227465,49004226,22
20191,1123000598,05,2057924,41158489,20
20191,1123000599,04,1947169,35049036,18
20191,1123000600,05,2095925,52398136,25
20191,1123000602,06,2503658,82620700,33
20191,1123000603,06,2747933,63202466,23
20191,1123000604,06,2464348,7393045,3
20191,1123000605,05,2022548,8090192,4
20191,1123000606,07,3694135,121906440,33
20191,1123000607,05,2272586,43179130,19
20191,1123000611,01,1131807,9054455,8
20191,1123000613,08,4442482,39982338,9
20191,1123000614,06,2625362,86636953,33
20191,1123000615,08,4179952,8359904,2
20191,1123000617,05,2038074,24456889,12
20191,1123000618,06,2875587,25880287,9
20191,1123000619,06,2767179,49809228,18
20191,1123000620,07,3062567,36750799,12
20191,1123000621,06,2616842,60187368,23
20191,1123000623,06,2591796,129589800,50
20191,1123000624,03,1539523,13855704,9
20191,1123000625,05,2192294,81114867,37
20191,1123000626,05,2058974,2058974,1
20191,1123000627,08,4237952,3182702069,751
20191,1123000628,05,2301637,64445828,28
20191,1123000629,04,1988091,27833268,14
20191,1123000630,07,3035820,42501473,14
20191,1123000631,01,1208147,6040737,5
20191,1123000632,06,2797119,92304929,33
20191,1123000633,04,2011979,30179678,15
20191,1123000634,05,2209441,24303846,11
20191,1123000635,06,2693274,107730958,40
20191,1123000636,05,2026887,34457080,17
20191,1123000638,08,4404308,52851697,12
20191,1123000640,06,2481064,69469804,28
20191,1123000641,03,1702222,30639998,18
20191,1123000642,06,2765142,58067980,21
20191,1123000643,06,2508513,72746886,29
20191,1123000644,06,2494795,32432338,13
20191,1123000645,06,2524880,37873203,15
20191,1123000646,06,2700392,56708234,21
20191,1123000647,06,2529188,7587564,3
20191,1123000649,06,2640002,92400063,35
20191,1123000652,05,2398371,26382080,11
20191,1123000654,06,2904000,209088006,72
20191,1123000655,05,2383275,35749131,15
20191,1123000656,06,2662449,77211021,29
20191,1123000657,04,1860214,16741922,9
20191,1123000658,07,3450100,27600801,8
20191,1123000659,05,2091083,69005734,33
20191,1123000660,05,2173659,36952209,17
20191,1123000661,05,2277896,75170572,33
20191,1123000662,07,3714933,44579199,12
20191,1123000663,05,2307146,57678651,25
20191,1123000664,07,3618007,39798075,11
20191,1123000665,05,2061487,41229742,20
20191,1123000666,06,2701069,89135282,33
20191,1123000667,06,2478288,12391442,5
20191,1123000669,05,2241945,20177501,9
20191,1123000670,06,2541804,122006595,48
20191,1123000671,07,3232032,16160159,5
20191,1123000673,05,2029135,24349614,12
20191,1123000675,02,1261410,2522820,2
20191,1123000677,07,3496763,6993525,2
20191,1123000678,05,2066385,20663846,10
20191,1123000679,06,2487261,139286595,56
20191,1123000682,05,2206709,13240256,6
20191,1123000683,04,2019807,195921302,97
20191,1123000684,04,1710353,13682820,8
20191,1123000685,05,2027981,24335766,12
20191,1123000686,06,2482721,42206249,17
20191,1123000688,05,2123761,12742564,6
20191,1123000689,01,1212132,2424263,2
20191,1123000690,04,1978770,102896051,52
20191,1123000692,06,2858308,91465862,32
20191,1123000693,05,2299587,36793395,16
20191,1123000695,05,2403091,26434005,11
20191,1123000696,04,1881351,22576216,12
20191,1123000697,06,2950935,17705610,6
20191,1123000698,06,2696036,16176218,6
20191,1123000700,05,2265926,47584453,21
20191,1123000701,08,4530689,9061378,2
20191,1123000702,04,1728180,44932690,26
20191,1123000703,02,1357500,2715000,2
20191,1123000704,06,2517867,55393073,22
20191,1123000705,06,2671655,29388204,11
20191,1123000706,06,2539327,10157308,4
20191,1123000707,07,3208950,288805503,90
20191,1123000710,05,2294251,57356279,25
20191,1123000712,05,2305503,23055032,10
20191,1123000713,05,2169881,21698812,10
20191,1123000714,05,2239219,53741244,24
20191,1123000715,05,2313024,39321408,17
20191,1123000718,05,2313792,46275831,20
20191,1123000719,04,1774423,7097692,4
20191,1123000720,06,2912799,8738397,3
20191,1123000721,09,5349407,21397627,4
20191,1123000722,10,7002404,7002404,1
20191,1123000723,04,1777593,19553525,11
20191,1123000724,04,1832057,10992339,6
20191,1123000725,10,7191795,14383589,2
20191,1123000726,04,1747213,26208201,15
20191,1123000727,01,1134337,3403012,3
20191,1123000728,04,1899470,24693109,13
20191,1123000731,05,2077689,24932273,12
20191,1123000732,06,2942228,67671248,23
20191,1123000734,01,1073253,2146506,2
20191,1123000735,06,2814380,8443141,3
20191,1123000736,08,3742174,1070261694,286
20191,1123000737,03,1484824,5939294,4
20191,1123000739,07,3465879,474825460,137
20191,1123000740,06,2556427,66467113,26
20191,1123000741,06,2772703,94271917,34
20191,1123000742,06,2470242,66696538,27
20191,1123000745,05,2311330,4622660,2
20191,1123000746,05,2401142,45621695,19
20191,1123000747,06,2596266,20770128,8
20191,1123000748,05,2350312,77560285,33
20191,1123000749,01,1062244,1062244,1
20191,1123000750,02,1335882,2671763,2
20191,1123000751,05,2298734,9194936,4
20191,1123000752,05,2421382,43584870,18
20191,1123000753,05,2207596,68435477,31
20191,1123000754,03,1471146,5884583,4
20191,1123000755,03,1641651,9849904,6
20191,1123000757,04,1950841,7803365,4
20191,1123000758,04,1987710,17889389,9
20191,1123000759,07,3002076,189130793,63
20191,1123000761,06,2892379,26031408,9
20191,1123000762,06,2791009,304220016,109
20191,1123000764,01,672019,672019,1
20191,1123000769,05,2091709,6275128,3
20191,1123000770,07,3339549,404085371,121
20191,1123000771,05,2274220,125082077,55
20191,1123000772,03,1646936,8234679,5
20191,1123000774,06,2846474,37004166,13
20191,1123000775,07,3546039,1258843896,355
20191,1123000777,08,4030764,24184583,6
20191,1123000779,06,2833006,53827113,19
20191,1123000780,03,1575775,7878877,5
20191,1123000782,06,2730737,2730737,1
20191,1123000783,07,3233615,226353067,70
20191,1123000784,02,1357500,2715000,2
20191,1123000785,09,4949017,29694102,6
20191,1123000787,06,2730737,2730737,1
20191,1123000788,06,2979012,17874070,6
20191,1123000789,06,2444144,17109006,7
20191,1123000790,07,3200056,150402655,47
20191,1123000791,04,1966750,70803007,36
20191,1123000792,07,3717998,197053902,53
20191,1123000793,04,1942633,13598429,7
20191,1123000795,04,1908581,20994388,11
20191,1123000796,04,1863535,13044742,7
20191,1123000797,01,672019,672019,1
20191,1123000804,07,3036454,173077877,57
20191,1123000805,06,2937452,11749808,4
20191,1123000806,06,2455963,147357776,60
20191,1123000808,05,2268679,11343397,5
20191,1123000809,04,1901069,49427787,26
20191,1123000810,03,1573942,3147884,2
20191,1123000811,01,1070869,8566953,8
20191,1123000812,04,1726919,13815351,8
20191,1123000813,08,3787844,992415032,262
20191,1123000814,05,2164829,88757973,41
20191,1123000815,09,6222297,18666890,3
20191,1123000817,06,2581436,38721538,15
20191,1123000818,05,2287952,118973487,52
20191,1123000819,04,1852119,14816955,8
20191,1123000820,06,2779752,33357018,12
20191,1123000821,05,2370964,73499873,31
20191,1123000822,06,2932802,90916856,31
20191,1123000823,06,2545828,33095769,13
20191,1123000824,06,2702755,56757848,21
20191,1123000825,04,1726546,37984002,22
20191,1123000826,07,3137037,116070378,37
20191,1123000827,07,3594880,14379519,4
20191,1123000828,06,2592608,54444774,21
20191,1123000829,06,2832759,161467237,57
20191,1123000830,06,2633173,55296633,21
20191,1123000831,06,2472730,29672754,12
20191,1123000832,04,2006354,8025416,4
20191,1123000833,07,3062339,257236466,84
20191,1123000834,06,2521584,70604354,28
20191,1123000835,04,1761902,5285705,3
20191,1123000836,06,2942419,55905961,19
20191,1123000837,07,3407100,71549100,21
20191,1123000838,05,2354920,14129518,6
20191,1123000839,06,2943518,11774070,4
20191,1123000840,06,2739356,60265831,22
20191,1123000841,06,2920095,283249216,97
20191,1123000842,04,1797412,7189648,4
20191,1123000843,07,3616563,43398750,12
20191,1123000844,09,5019881,35139167,7
20191,1123000845,07,3586533,125528649,35
20191,1123000846,07,3293629,85634357,26
20191,1123000847,08,3947884,47374613,12
20191,1123000848,06,2588782,7766346,3
20191,1123000849,07,3214181,41784358,13
20191,1123000850,05,2072243,6216730,3
20191,1123000851,07,3165737,215270085,68
20191,1123000852,04,1787457,21449486,12
20191,1123000854,05,2054191,24650288,12
20191,1123000855,05,2058974,2058974,1
20191,1123000856,06,2488774,52264261,21
20191,1123000857,04,1909679,1909679,1
20191,1123000858,08,4481464,2231769273,498
20191,1123000859,01,1062244,1062244,1
20191,1123000860,06,2616795,54952690,21
20191,1123000863,06,2696424,48535639,18
20191,1123000867,08,4300475,25802852,6
20191,1123000868,06,2488012,74640351,30
20191,1123000869,07,3275050,29475447,9
20191,1123000870,06,2465280,46840320,19
20191,1123000871,06,2618121,83779869,32
20191,1123000873,03,1677083,8385416,5
20191,1123000875,06,2688184,104839162,39
20191,1123000877,06,2589936,18129552,7
20191,1123000878,06,2654680,74331053,28
20191,1123000879,05,2318022,16226152,7
20191,1123000880,05,2100009,92400412,44
20191,1123000881,05,2389921,45408491,19
20191,1123000882,05,2339682,70190447,30
20191,1123000883,07,3413885,17069423,5
20191,1123000884,06,2834337,28343365,10
20191,1123000885,06,2517158,85583360,34
20191,1123000886,04,1776626,19542882,11
20191,1123000887,05,2230508,144983031,65
20191,1123000888,04,1749844,12248908,7
20191,1123000889,03,1514120,19683556,13
20191,1123000890,04,1753314,8766570,5
20191,1123000891,05,2274735,68242049,30
20191,1123000893,05,2303870,80635442,35
20191,1123000896,05,2251978,38283618,17
20191,1123000897,06,2527757,10111026,4
20191,1123000898,05,2118155,19063396,9
20191,1123000899,06,2452981,9811922,4
20191,1123000900,06,2688921,244691783,91
20191,1123000901,05,2078841,41576823,20
20191,1123000902,07,3054408,33598492,11
20191,1123000903,05,2220196,55504902,25
20191,1123000904,05,2116555,69846309,33
20191,1123000905,06,2694047,51186890,19
20191,1123000906,06,2864092,34369100,12
20191,1123000907,06,2536058,5072115,2
20191,1123000908,05,2319615,6958846,3
20191,1123000909,05,2313390,129549833,56
20191,1123000910,06,2470530,22234774,9
20191,1123000911,06,2481311,47144902,19
20191,1123000912,08,3954506,19772531,5
20191,1123000913,08,4371122,30597851,7
20191,1123000914,05,2336232,58405798,25
20191,1123000915,05,2064417,33030672,16
20191,1123000916,06,2775101,33301216,12
20191,1123000917,08,4182016,41820160,10
20191,1123000920,05,2246021,47166441,21
20191,1123000921,04,1935917,9679583,5
20191,1123000922,05,2173356,52160542,24
20191,1123000923,04,1715721,13725769,8
20191,1123000924,05,2419713,60492817,25
20191,1123000925,05,2161316,84291339,39
20191,1123000927,05,2042115,12252691,6
20191,1123000928,06,2851287,19959007,7
20191,1123000929,08,3906705,19533525,5
20191,1123000930,06,2542509,38137628,15
20191,1123000931,07,3106282,43487947,14
20191,1123000932,05,2190430,30666024,14
20191,1123000933,03,1485962,2971923,2
20191,1123000934,06,2572308,110609227,43
20191,1123000935,05,2026750,50668748,25
20191,1123000936,03,1704795,17047947,10
20191,1123000937,05,2180290,32704357,15
20191,1123000938,07,3288478,26307820,8
20191,1123000939,07,3012852,9038557,3
20191,1123000940,06,2851809,125479609,44
20191,1123000942,06,2847314,14236569,5
20191,1123000943,05,2266192,33992883,15
20191,1123000944,06,2446636,88078905,36
20191,1123000945,03,1474487,1474487,1
20191,1123000946,02,1397072,4191217,3
20191,1123000947,06,2904519,31949710,11
20191,1123000949,07,3203173,9609519,3
20191,1123000950,06,2542961,20343684,8
20191,1123000953,04,1787378,53621347,30
20191,1123000954,04,2011558,42242723,21
20191,1123000955,05,2244426,49377371,22
20191,1123000957,07,3018277,63383814,21
20191,1123000958,07,3327488,825217023,248
20191,1123000959,07,3007310,102248554,34
20191,1123000961,06,2887547,231003767,80
20191,1123000962,04,1824555,16420994,9
20191,1123000964,06,2782483,36172274,13
20191,1123000965,05,2108120,12648717,6
20191,1123000966,04,1826096,54782881,30
20191,1123000967,06,2489332,59743973,24
20191,1123000969,07,3336324,817399391,245
20191,1123000970,05,2264418,27173011,12
20191,1123000971,05,2028356,28396985,14
20191,1123000972,06,2910558,43658364,15
20191,1123000973,08,4184597,29292179,7
20191,1123000974,06,2500562,37508429,15
20191,1123000975,04,1914770,11488622,6
20191,1123000976,05,2338486,67816086,29
20191,1123000977,04,2005523,48132560,24
20191,1123000978,05,2293872,34408073,15
20191,1123000979,05,2340451,166172005,71
20191,1123000980,06,2525940,30311282,12
20191,1123000981,06,2445995,39135926,16
20191,1123000982,07,3355427,30198845,9
20191,1123000983,03,1569090,12552723,8
20191,1123000984,05,2040200,95889419,47
20191,1123000985,05,2075697,95482076,46
20191,1123000986,04,1834247,3668493,2
20191,1123000987,05,2320032,25520352,11
20191,1123000988,05,2436801,107219229,44
20191,1123000989,05,2144832,45041473,21
20191,1123000991,05,2049081,12294486,6
20191,1123000992,04,2011515,14080607,7
20191,1123000993,04,1818753,41831313,23
20191,1123000994,06,2874420,34493043,12
20191,1123000995,04,1919063,38381251,20
20191,1123000996,02,1357500,1357500,1
20191,1123000997,06,2543263,38148939,15
20191,1123000998,05,2136912,25642947,12
20191,1123000999,05,2426782,131046211,54
20191,1123001000,04,1916683,3833365,2
20191,1123001001,05,2308193,55396630,24
20191,1123001002,05,2107093,99033393,47
20191,1123001003,05,2418070,24180703,10
