STDR_YYQU_CD,SUD_CD,INCOME_SCTN_CD,MT_AVRG_INCOME_AMT,HSHLD_INCOME_TOTAMT,POPLTN_CO
20193,1129002669,05,2348570,11742852,5
20193,1129002670,01,672019,672019,1
20193,1129002671,05,2182779,21827788,10
20193,1129002672,06,2570598,46270766,18
20193,1129002673,06,2474790,27222693,11
20193,1129002674,07,3211864,19271185,6
20193,1129002675,06,2746418,10985672,4
20193,1129002676,08,3821378,7642756,2
20193,1129002677,06,2454756,12273780,5
20193,1129002678,04,1909679,1909679,1
20193,1129002679,05,2325336,93013422,40
20193,1129002680,04,1937728,15501827,8
20193,1129002681,05,2123987,36107787,17
20193,1129002682,05,2251186,29265415,13
20193,1129002683,01,1073253,2146506,2
20193,1129002685,06,2962375,26661379,9
20193,1129002686,06,2906679,14533397,5
20193,1129002687,05,2164761,82260924,38
20193,1129002688,04,1833173,9165866,5
20193,1129002689,05,2388850,35832755,15
20193,1129002690,05,2083832,47928137,23
20193,1129002691,04,1752244,1752244,1
20193,1129002692,06,2696917,40453750,15
20193,1129002693,04,1871469,22457626,12
20193,1129002694,05,2323536,20911826,9
20193,1129002695,03,1478734,8872403,6
20193,1129002696,02,1416804,9917627,7
20193,1129002698,08,3950128,23700768,6
20193,1129002699,06,2529804,88543135,35
20193,1129002700,05,2269835,13619007,6
20193,1129002701,01,1062244,1062244,1
20193,1129002702,06,2505416,7516249,3
20193,1129002703,05,2043900,12263397,6
20193,1129002704,06,2471626,91450155,37
20193,1129002705,02,1311058,3933173,3
20193,1129002706,07,3110721,49771537,16
20193,1129002707,06,2857029,45712466,16
20193,1129002708,04,1954968,39099358,20
20193,1129002709,04,1905425,7621698,4
20193,1129002710,02,1309455,2618910,2
20193,1129002711,03,1546436,7732179,5
20193,1129002712,06,2556885,28125736,11
20193,1129002713,05,2076422,97591817,47
20193,1129002714,05,2430982,19447853,8
20193,1129002715,07,3013141,3013141,1
20193,1129002716,04,1765551,33545478,19
20193,1129002717,04,1818224,34546250,19
20193,1129002718,05,2292152,29797980,13
20193,1129002719,04,1955298,46927143,24
20193,1129002720,04,1999190,171930377,86
20193,1129002721,04,1931437,50217368,26
20193,1129002722,07,3046253,70063813,23
20193,1129002723,03,1672243,21739165,13
20193,1129002724,05,2172437,67345543,31
20193,1129002725,05,2149966,42999324,20
20193,1129002726,05,2110132,40092501,19
20193,1129002727,03,1474487,1474487,1
20193,1129002728,05,2174808,15223653,7
20193,1129002729,07,3012852,9038557,3
20193,1129002730,06,2577195,46389517,18
20193,1129002731,06,2496139,27457530,11
20193,1129002732,06,2615887,23542979,9
20193,1129002733,03,1672609,8363044,5
20193,1129002734,06,2785871,16715223,6
20193,1129002735,05,2209044,13254262,6
20193,1129002736,05,2026500,60794994,30
20193,1129002737,05,2240755,44815094,20
20193,1129002738,06,2443985,14663910,6
20193,1129002739,06,2586675,10346698,4
20193,1129002740,04,1948565,25331344,13
20193,1129002741,03,1484242,16326665,11
20193,1129002742,06,2656821,29225032,11
20193,1129002743,04,2005720,30085800,15
20193,1129002744,04,1731731,12122115,7
20193,1129002745,05,2025121,74929482,37
20193,1129002746,04,1792147,17921473,10
20193,1129002747,05,2391081,16737564,7
20193,1129002748,05,2114515,16916121,8
20193,1129002749,03,1684473,15160256,9
20193,1129002750,04,1747219,6988877,4
20193,1129002751,08,3980380,175136726,44
20193,1129002752,06,2689666,18827660,7
20193,1129002753,03,1697477,11882339,7
20193,1129002754,05,2367914,26047049,11
20193,1129002755,04,1937181,44555158,23
20193,1129002756,05,2126802,19141219,9
20193,1129002757,05,2352377,77628456,33
20193,1129002758,03,1609519,1609519,1
20193,1129002759,06,2574968,15449806,6
20193,1129002760,05,2069243,16553941,8
20193,1129002761,05,2319049,27828588,12
20193,1129002762,03,1683185,18515030,11
20193,1129002763,05,2190788,59151278,27
20193,1129002764,04,2005478,22060256,11
20193,1129002765,04,1783631,12485416,7
20193,1129002766,04,1726749,24174487,14
20193,1129002767,06,2828504,152739196,54
20193,1129002768,05,2185321,4370641,2
20193,1129002770,05,2085561,4171121,2
20193,1129002772,05,2179128,10895640,5
20193,1129002773,06,2871096,14355481,5
20193,1129002774,06,2843045,170582718,60
20193,1129002775,06,2858894,11435576,4
20193,1129002776,10,7002404,7002404,1
20193,1129002777,02,1357500,1357500,1
20193,1129002778,05,2123457,33975319,16
20193,1129002779,05,2022462,36404323,18
20193,1129002780,06,2442703,7328108,3
20193,1129002781,05,2122344,14856409,7
20193,1129002782,06,2970622,14853108,5
20193,1129002783,06,2602051,7806153,3
20193,1129002784,06,2461559,27077147,11
20193,1129002785,04,1846991,40633810,22
20193,1129002786,01,1062244,1062244,1
20193,1129002787,05,2205296,8821185,4
20193,1129002788,04,1867961,14943685,8
20193,1129002789,06,2894583,17367499,6
20193,1129002790,04,1847357,20320928,11
20193,1129002791,04,1916480,11498877,6
20193,1129002792,04,1974055,84884357,43
20193,1129002793,02,1391657,9741602,7
20193,1129002794,04,1870826,43029004,23
20193,1129002795,08,4182031,33456249,8
20193,1129002796,04,1987636,15901089,8
20193,1129002797,05,2428560,33999840,14
20193,1129002798,04,1810441,7241763,4
20193,1129002799,05,2307596,11537980,5
20193,1129002800,03,1657529,19890350,12
20193,1129002801,04,1769055,3538109,2
20193,1129002802,05,2246346,13478076,6
20193,1129002803,08,4356319,26137915,6
20193,1129002805,07,3222340,9667019,3
20193,1129002806,06,2681368,16088205,6
20193,1129002807,04,1860000,9299999,5
20193,1129002808,05,2308299,32316183,14
20193,1129002809,04,1765042,17650416,10
20193,1129002811,05,2328707,27944486,12
20193,1129002812,06,2593761,15562563,6
20193,1129002813,04,2012447,12074679,6
20193,1129002814,03,1667418,18341601,11
20193,1129002815,02,1261410,1261410,1
20193,1129002816,03,1593670,6374679,4
20193,1129002817,02,1268366,2536731,2
20193,1129002818,03,1703886,13631088,8
20193,1129002819,03,1508349,9050096,6
20193,1129002820,05,2055361,8221443,4
20193,1129002821,04,1791524,19706762,11
20193,1129002822,04,1773015,44325385,25
20193,1129002823,05,2436142,26797565,11
20193,1129002824,06,2483667,17385672,7
20193,1129002825,05,2187636,8750545,4
20193,1129002826,05,2253590,15775128,7
20193,1129002827,02,1415994,2831987,2
20193,1129002828,06,2967735,8903204,3
20193,1129002830,05,2066259,20662594,10
20193,1129002831,05,2402851,50459871,21
20193,1129002832,04,1997313,87881758,44
20193,1129002833,02,1365497,2730993,2
20193,1129002834,03,1483510,2967019,2
20193,1129002835,04,1728006,15552051,9
20193,1129002836,03,1649231,8246154,5
20193,1129002837,08,4131907,8263814,2
20193,1129002838,05,2339308,11696538,5
20193,1129002840,05,2262402,31673621,14
20193,1129002841,04,1909930,21009229,11
20193,1129002842,04,1765016,14120127,8
20193,1129002843,05,2235393,17883140,8
20193,1129002845,04,1907266,13350865,7
20193,1129002846,05,2307695,27692340,12
20193,1129002847,05,2413389,19307114,8
20193,1129002848,04,1855580,50100670,27
20193,1129002849,05,2354194,16479359,7
20193,1129002851,05,2280887,20527980,9
20193,1129002852,02,1344514,8067084,6
20193,1129002853,05,2319954,102077977,44
20193,1129002855,04,1888326,26436569,14
20193,1129002857,05,2246652,276338226,123
20193,1129002858,02,1387316,5549262,4
20193,1129002859,05,2322893,18583140,8
20193,1129002860,05,2029750,20297499,10
20193,1129002862,04,1913383,13393684,7
20193,1129002863,03,1507331,10551314,7
20193,1129002865,04,1770256,8851282,5
20193,1129002866,05,2434014,19472114,8
20193,1129002868,04,1976519,35577337,18
20193,1129002869,04,1797128,32348299,18
20193,1129002874,05,2199575,59388523,27
20193,1129002888,08,4040235,1519128373,376
20193,1129002906,06,2536840,25368396,10
20193,1129002908,05,2364547,35468204,15
20193,1129002910,05,2109209,37965767,18
20193,1129002912,06,2620296,10481185,4
20193,1129002916,06,2469565,56799999,23
20193,1129002918,05,2218893,33283395,15
20193,1129002919,05,2065393,49569420,24
20193,1129002921,04,1782527,10695160,6
20193,1129002922,02,1400312,15403428,11
20193,1129002923,07,3012852,9038557,3
20193,1129002924,03,1569474,7847371,5
20193,1129002926,05,2294925,27539101,12
20193,1129002927,07,3175513,50808203,16
20193,1129002928,03,1609519,1609519,1
20193,1129002929,07,3536554,21219325,6
20193,1129002930,06,2567648,82164741,32
20193,1129002931,08,4208787,2466349291,586
20193,1129002932,04,1899972,13299807,7
20193,1129002933,05,2022894,20228942,10
20193,1129002934,05,2263857,45277146,20
20193,1129002935,04,2020518,50512947,25
20193,1129002936,04,1865342,27980128,15
20193,1129002937,08,3991237,19956185,5
20193,1129002938,05,2138987,55613654,26
20193,1129002940,03,1667336,13338685,8
20193,1129002942,05,2244391,11221954,5
20193,1129002943,05,2368654,4737307,2
20193,1129002944,05,2044970,26584612,13
20193,1129002945,02,1353417,17594422,13
20193,1129002948,07,3473945,1288833486,371
20193,1129002949,03,1679048,159509571,95
20193,1129002951,10,7743526,15487051,2
20193,1129002958,05,2205192,19846730,9
20193,1129002959,07,3359455,3359455,1
20193,1129002964,07,3667923,590535623,161
20193,1129002969,01,672019,672019,1
20193,1129002970,08,4226957,887660870,210
20193,1129002972,05,2044144,26573877,13
20193,1129002973,05,2433272,24332724,10
20193,1129002974,07,3323441,1229673035,370
20193,1129002975,08,4558100,2393002466,525
20193,1129002977,06,2594782,25947819,10
20193,1129002979,07,3477115,24339806,7
20193,1129002982,04,1805798,39727563,22
20193,1129002983,06,2452021,85820734,35
20193,1129002984,04,1921107,59554323,31
20193,1129002985,06,2527605,27803654,11
20193,1129002986,04,2016923,24203077,12
20193,1129002987,08,4642179,18568717,4
20193,1129002989,05,2350452,25854967,11
20193,1129002990,05,2263382,29423972,13
20193,1129002991,07,3212755,102808169,32
20193,1129002992,05,2183997,67703905,31
20193,1129002993,06,2561283,97328747,38
20193,1129002994,02,1369110,21905767,16
20193,1129002996,06,2460144,14760864,6
20193,1129002997,07,3640366,2300711171,632
20193,1129003000,01,1062244,1062244,1
20193,1129003001,05,2264176,22641761,10
20193,1129003002,05,2243244,100945989,45
20193,1129003003,05,2433917,48678333,20
20193,1129003004,05,2061453,59782145,29
20193,1129003005,04,1823866,14590928,8
20193,1129003006,04,1739671,13917371,8
20193,1129003007,05,2048869,28684164,14
20193,1129003008,04,1884150,35798844,19
20193,1129003009,04,1971294,41397177,21
20193,1129003010,05,2210822,44216439,20
20193,1129003011,03,1672079,35113654,21
20193,1129003012,06,2449968,58799228,24
20193,1129003013,04,1882293,20705224,11
20193,1129003014,02,1418922,11351377,8
20193,1129003015,03,1585510,20611632,13
20193,1129003016,07,3683365,33150288,9
20193,1129003017,05,2207086,28692113,13
20193,1129003018,05,2087686,33402978,16
20193,1129003019,06,2706834,56843522,21
20193,1129003020,04,1722941,20675287,12
20193,1129003021,05,2320444,60331534,26
20193,1129003022,05,2178521,87140827,40
20193,1129003023,03,1657559,9945352,6
20193,1129003024,02,1367949,2735897,2
20193,1129003025,07,3217973,12871890,4
20193,1129003026,03,1666338,6665352,4
20193,1129003027,07,3061887,52052081,17
20193,1129003029,07,3041877,21293140,7
20193,1129003031,03,1706079,5118237,3
20193,1129003034,06,2575032,23175288,9
20193,1129003035,08,4283301,8566602,2
20193,1129003037,05,2429031,21861280,9
20193,1129003040,04,1813884,9069422,5
20193,1129003041,08,4004851,1301576570,325
20193,1129003042,08,4202917,1038120445,247
20193,1129003047,05,2283756,11418782,5
20193,1129003048,07,3386968,60965415,18
20193,1129003051,05,2408206,81879001,34
20193,1129003053,07,3228279,64565575,20
20193,1129003056,06,2556338,201950669,79
20193,1129003057,07,3649113,2466800525,676
20193,1129003059,08,3845748,11537243,3
20193,1129003060,04,1717885,34357691,20
20193,1129003062,06,2466442,17265095,7
20193,1129003063,04,1909679,1909679,1
20193,1129003064,06,2664478,26644775,10
20193,1129003065,04,1953269,15626154,8
20193,1129003066,06,2722945,21783557,8
20193,1129003067,07,3159989,483478375,153
20193,1129003068,03,1542019,7710097,5
20193,1129003069,03,1653026,11571184,7
20193,1129003070,07,2993401,68848234,23
20193,1129003072,07,3441296,963562949,280
20193,1129003076,07,3684184,66315317,18
20193,1129003082,04,1875784,20633621,11
20193,1129003083,05,2325993,48845861,21
20193,1129003084,05,2437224,43870030,18
20193,1129003085,06,2764182,154794190,56
20193,1129003086,05,2396310,83870833,35
20193,1129003087,05,2315756,87998715,38
20193,1129003088,04,1993449,31895190,16
20193,1129003089,04,1779350,24910895,14
20193,1129003091,08,4114989,12344967,3
20193,1129003093,07,3228686,96860573,30
20193,1129003094,07,3084051,218967591,71
20193,1129003095,06,2753532,115648361,42
20193,1129003096,04,1995916,61873395,31
20193,1129003097,06,2820576,203081498,72
20193,1129003099,07,2988482,92642943,31
20193,1129003100,07,3289881,164494066,50
20193,1129003101,05,2281072,107210379,47
20193,1129003102,06,2523304,30279645,12
20193,1129003103,06,2615722,115091758,44
20193,1129003104,07,3415665,85391635,25
20193,1129003105,07,3691275,18456377,5
20193,1129003106,04,1909679,1909679,1
20193,1129003107,07,3088921,123556855,40
20193,1129003108,05,2356517,54199899,23
20193,1129003109,06,2647550,248869666,94
20193,1129003110,05,2061303,35042145,17
20193,1129003111,06,2852781,154050155,54
20193,1129003112,06,2764183,58047851,21
20193,1129003113,05,2340406,58510157,25
20193,1129003114,05,2411146,137435315,57
20193,1129003115,05,2367245,101791533,43
20193,1129003116,08,3768031,79128652,21
20193,1129003118,05,2246532,166243386,74
20193,1129003120,07,3626597,714439526,197
20193,1129003121,07,3179432,543682933,171
20193,1129003122,06,2475865,2475865,1
20193,1129003123,08,3774199,3774199,1
20193,1129003124,06,2547817,43312883,17
20193,1129003125,06,2441032,63466822,26
20193,1129003126,07,3167728,183728198,58
20193,1129003127,06,2589133,129456661,50
20193,1129003129,05,2337583,28050993,12
20193,1129003135,08,3811464,808030331,212
20193,1129003137,07,3417397,567287962,166
20193,1129003138,08,4856225,694440115,143
20193,1129003141,07,3740995,1803159518,482
20193,1129003143,05,2363186,75621953,32
20193,1129003144,03,1646346,39512306,24
20193,1129003145,06,2476102,89139675,36
20193,1129003149,04,1817249,10903493,6
20193,1129003150,05,2292256,41260608,18
20193,1129003151,05,2418222,4836443,2
20193,1129003153,02,1266047,3798141,3
20193,1129003156,05,2223436,22234358,10
20193,1129003157,05,2394051,95762047,40
20193,1129003158,03,1609519,1609519,1
20193,1129003159,05,2031859,38605318,19
20193,1129003162,07,3423141,23961986,7
20193,1129003165,04,1971612,13801281,7
20193,1129003166,06,2501770,42530093,17
20193,1129003168,04,1904391,68558074,36
20193,1129003169,06,2669090,13345448,5
20193,1129003170,03,1664428,19973139,12
20193,1129003172,07,3398585,23790095,7
20193,1129003173,07,3372222,20233333,6
20193,1129003174,07,3692476,2485036193,673
20193,1129003176,06,2565663,551617441,215
20193,1129003177,03,1449712,8698269,6
20193,1129003178,03,1659491,13275929,8
20193,1129003179,06,2720055,84321694,31
20193,1129003180,04,2018308,10091538,5
20193,1129003182,07,3374400,23620801,7
20193,1129003185,03,1698726,6794904,4
20193,1129003187,05,2208645,178900250,81
20193,1129003190,03,1573942,3147884,2
20193,1129003191,05,2267136,31739902,14
20193,1129003192,07,3705208,7410416,2
20193,1129003195,06,2820401,5640801,2
20193,1129003197,05,2169882,19528940,9
20193,1129003198,06,2584430,36182018,14
20193,1129003200,04,1752244,1752244,1
20193,1129003201,06,2694952,21559615,8
20193,1129003202,05,2285487,191980887,84
20193,1129003203,04,2006843,4013686,2
20193,1129003205,05,2050936,10254679,5
20193,1129003206,06,2804256,148625570,53
20193,1129003208,04,1722906,5168718,3
20193,1129003209,06,2592842,7778526,3
20193,1129003212,06,2470284,242087837,98
20193,1129003214,05,2321522,146255890,63
20193,1129003215,06,2515066,35210927,14
20193,1129003216,06,2476514,9906057,4
20193,1129003218,05,2245441,17963525,8
20193,1129003219,05,2396325,146175797,61
20193,1129003220,07,3422115,6844230,2
20193,1129003222,08,4130697,1309431057,317
20193,1129003223,06,2640590,71295926,27
20193,1129003224,06,2798243,106333231,38
20193,1129003225,05,2211145,61912046,28
20193,1129003226,07,3583837,1569720780,438
20193,1129003227,05,2334054,107366502,46
20193,1129003228,05,2042692,4085384,2
20193,1129003229,08,3832644,7665288,2
20193,1129003230,05,2080603,22886633,11
20193,1129003231,07,3118626,46779387,15
20193,1129003232,05,2285008,9140031,4
20193,1129003234,05,2329503,23295032,10
20193,1129003235,05,2154602,40937433,19
20193,1129003237,04,2002080,38039517,19
20193,1129003238,04,1999343,121959895,61
20193,1129003239,06,2587135,455335746,176
20193,1129003241,04,1987000,49674997,25
20193,1129003243,06,2925249,26327243,9
20193,1129003245,04,1723236,34464711,20
20193,1129003247,06,2649085,124506981,47
20193,1129003248,05,2108151,48487465,23
20193,1129003251,05,2325512,86043935,37
20193,1129003252,06,2511066,47710254,19
20193,1129003253,05,2386312,42953620,18
20193,1129003254,04,1986138,7944551,4
20193,1129003255,10,7367676,14735352,2
20193,1129003256,05,2402681,40845578,17
20193,1129003257,07,3495160,45437080,13
20193,1129003258,05,2412385,69959166,29
20193,1129003259,07,2989584,74739612,25
20193,1129003260,07,3128323,37539870,12
20193,1129003261,05,2107277,101149294,48
20193,1129003262,05,2338011,46760222,20
20193,1129003263,05,2225997,178079766,80
20193,1129003264,06,2937521,61687945,21
20193,1129003265,05,2416191,86982877,36
20193,1129003266,06,2523069,315383576,125
20193,1129003267,05,2225247,115712847,52
20193,1129003268,05,2072688,33163011,16
20193,1129003269,05,2280950,228095048,100
20193,1129003270,07,3380851,54093621,16
20193,1129003271,05,2293825,55051791,24
20193,1129003272,05,2138959,40640222,19
20193,1129003273,06,2440976,253861496,104
20193,1129003274,06,2863233,146024898,51
20193,1129003275,04,1998362,41965606,21
20193,1129003276,06,2977954,145919735,49
20193,1129003280,04,1840148,14721185,8
20193,1129003281,05,2304366,53000414,23
20193,1129003282,07,3575752,754483773,211
20193,1129003286,07,3083265,613569719,199
20193,1129003287,06,2946410,5892820,2
20193,1129003288,08,4656683,27940095,6
20193,1129003289,02,1325903,14584935,11
20193,1129003290,05,2157715,30208011,14
20193,1129003292,03,1491226,5964903,4
20193,1129003293,02,1268366,2536731,2
20193,1129003294,03,1448245,5792981,4
20193,1129003295,06,2651858,342089721,129
20193,1129003296,06,2510052,32630671,13
20193,1129003297,06,2817105,152123679,54
20193,1129003298,07,3192341,932163488,292
20193,1129003299,06,2476836,44583043,18
20193,1129003300,07,3084077,30840767,10
20193,1129003301,06,2646825,37055543,14
20193,1129003303,03,1654151,26466409,16
20193,1129003304,05,2307237,23072371,10
20193,1129003305,06,2740064,21920512,8
20193,1129003306,06,2596074,10384294,4
20193,1129003307,05,2246551,114574099,51
20193,1129003308,05,2424364,63033458,26
20193,1129003309,05,2097083,14679582,7
20193,1129003310,01,672019,672019,1
20193,1129003311,05,2283772,91350894,40
20193,1129003312,06,2835938,42539071,15
20193,1129003313,06,2681673,171627044,64
20193,1129003314,05,2058974,2058974,1
20193,1129003315,02,1293408,7760448,6
20193,1129003316,06,2494222,152147557,61
20193,1129003317,05,2427857,38845705,16
20193,1129003318,09,5771378,5771378,1
20193,1129003319,04,1841177,12888238,7
20193,1129003320,06,2473805,173166375,70
20193,1129003321,06,2914936,17489615,6
20193,1129003322,05,2280462,264533551,116
20193,1129003323,05,2154251,30159516,14
20193,1129003324,06,2779847,25018620,9
20193,1129003325,05,2152987,10764934,5
20193,1129003326,04,1733709,12135960,7
20193,1129003327,05,2282363,59341439,26
20193,1129003328,08,3804691,30437531,8
20193,1129003330,05,2388724,93160252,39
20193,1129003331,06,2525609,85870701,34
20193,1129003332,07,3002066,267183896,89
20193,1129003333,05,2382693,4765385,2
20193,1129003334,04,1752244,1752244,1
20193,1129003335,06,2625935,28885286,11
20193,1129003336,04,1860031,46500768,25
20193,1129003337,06,2484019,131653005,53
20193,1129003338,05,2194107,32911600,15
20193,1129003339,07,3505036,52575542,15
20193,1129003340,07,3507977,28063813,8
20193,1129003341,05,2330925,18647402,8
20193,1129003342,04,1954549,27363682,14
20193,1129003344,06,2473981,262241971,106
20193,1129003345,05,2365344,56768267,24
20193,1129003346,04,1767031,14136248,8
20193,1129003347,05,2312194,25434131,11
20193,1129003348,09,5771378,5771378,1
20193,1129003349,01,1209872,2419744,2
20193,1129003350,06,2781004,105678167,38
20193,1129003351,05,2333133,18665063,8
20193,1129003352,05,2355708,23557083,10
20193,1129003353,07,3261870,19571217,6
20193,1129003354,04,1831440,34797369,19
20193,1129003355,05,2090591,22996505,11
20193,1129003356,07,3121454,162315600,52
20193,1129003357,08,3774199,3774199,1
20193,1129003358,06,2680065,75041822,28
20193,1129003359,02,1361937,12257436,9
20193,1129003360,05,2205235,19847114,9
20193,1129003361,07,2990400,80740799,27
20193,1129003362,05,2207732,35323716,16
20193,1129003364,06,2558522,217474351,85
20193,1129003365,05,2167140,8668558,4
20193,1129003366,06,2884454,72111343,25
20193,1129003367,06,2691070,129171341,48
20193,1129003368,05,2405679,26462468,11
20193,1129003369,06,2548742,53523589,21
20193,1129003372,05,2194327,21943270,10
20193,1129003373,03,1634161,9804967,6
20193,1129003374,04,1914499,21059485,11
20193,1129003375,05,2219140,48821087,22
20193,1129003376,03,1609519,1609519,1
20193,1129003377,04,1963874,33385863,17
20193,1129003378,05,2121967,65780989,31
20193,1129003379,06,2819344,42290159,15
20193,1129003380,05,2279045,20511409,9
20193,1129003381,05,2110116,94955221,45
20193,1129003382,05,2318185,129818356,56
20193,1129003383,05,2220012,86580478,39
20193,1129003384,06,2891530,66505191,23
20193,1129003386,05,2385528,164601437,69
20193,1129003387,05,2322251,46445029,20
20193,1129003388,04,1909679,1909679,1
20193,1129003389,05,2279843,20518588,9
20193,1129003390,06,2520032,63000801,25
20193,1129003391,07,3455208,20731250,6
20193,1129003392,06,2754284,33051409,12
20193,1129003393,06,2455168,19641346,8
20193,1129003394,04,1905609,3811218,2
20193,1129003395,01,1062244,1062244,1
20193,1129003396,04,2000586,14004103,7
20193,1129003397,08,3828037,49764485,13
20193,1129003398,05,2292615,27511378,12
20193,1129003399,08,3836558,19182788,5
20193,1129003400,05,2212603,59740285,27
20193,1129003401,05,2357780,63660062,27
20193,1129003402,05,2199053,193516629,88
20193,1129003404,06,2968349,29683493,10
20193,1129003405,04,1741410,17414102,10
20193,1129003406,05,2054523,189016109,92
20193,1129003407,06,2448128,29377531,12
20193,1129003408,05,2364481,11822403,5
20193,1129003409,05,2220000,13319999,6
20193,1129003410,04,1715936,17159360,10
20193,1129003411,04,1976645,5929935,3
20193,1129003412,06,2443232,17102627,7
20193,1129003413,10,8704231,17408461,2
20193,1129003414,06,2476939,34677146,14
20193,1129003415,04,1909679,1909679,1
20193,1129003416,07,3017816,304799446,101
20193,1129003417,04,1797400,16176601,9
20193,1129003418,05,2058974,2058974,1
20193,1129003419,07,3721346,26049422,7
20193,1129003420,07,3214753,51436055,16
20193,1129003421,06,2819749,16918492,6
20193,1129003422,05,2285787,16000512,7
20193,1129003423,04,1915705,22988460,12
20193,1129003424,05,2221552,15550865,7
20193,1129003425,07,3002750,30027498,10
20193,1129003426,06,2517356,10069422,4
20193,1129003427,01,998558,2995673,3
20193,1129003428,06,2781666,25034998,9
20193,1129003429,04,1752244,1752244,1
20193,1129003430,06,2566341,92388266,36
20193,1129003432,04,1778921,21347051,12
20193,1129003433,03,1516848,9101089,6
20193,1129003435,02,1365497,2730993,2
20193,1129003436,04,1741811,6967242,4
20193,1129003437,05,2363833,11819166,5
20193,1129003438,07,3172670,41244710,13
20193,1129003439,04,1851854,11111121,6
20193,1129003440,05,2363183,23631825,10
20193,1129003441,05,2181641,61085959,28
20193,1129003442,03,1441928,17303139,12
20193,1129003443,06,2915270,34983235,12
20193,1129003444,06,2567626,71893521,28
20193,1129003445,05,2160208,4320416,2
20193,1129003446,03,1631049,24465735,15
20193,1129003447,04,1717377,12021636,7
20193,1129003449,06,2723459,177024804,65
20193,1129003455,05,2089800,8359199,4
20193,1129003456,04,1894589,22735063,12
20193,1129003457,06,2467786,115985954,47
20193,1129003458,08,4425718,22128588,5
20193,1129003459,05,2082579,112459291,54
20193,1129003461,02,1309455,2618910,2
20193,1129003462,06,2950553,76714390,26
20193,1129003463,05,2038507,42808651,21
20193,1129003464,05,2275335,79636728,35
20193,1129003465,05,2293632,89451629,39
20193,1129003466,06,2557904,79295031,31
20193,1129003467,04,2008362,22091986,11
20193,1129003468,06,2641985,142667171,54
20193,1129003469,06,2754221,85380861,31
20193,1129003470,05,2174351,26092211,12
20193,1129003471,06,2660604,167618035,63
20193,1129003472,04,1896491,3792981,2
20193,1129003473,06,2786718,225724125,81
20193,1129003474,04,1856628,9283140,5
20193,1129003475,05,2370794,173067943,73
20193,1129003476,07,3463437,31170929,9
20193,1129003477,06,2455851,132615929,54
20193,1129003478,05,2221672,75536855,34
20193,1129003479,04,1932653,108228581,56
20193,1129003480,04,1875821,15006570,8
20193,1129003481,05,2201897,59451215,27
20193,1129003482,05,2197294,83497174,38
20193,1129003483,08,4301084,25806506,6
20193,1129003484,05,2355142,58878556,25
20193,1129003485,06,2460372,56588554,23
20193,1129003486,07,3175769,31757691,10
20193,1129003487,06,2777960,75004933,27
20193,1129003489,06,2629863,65746567,25
20193,1129003490,05,2045872,47055063,23
20193,1129003491,06,2776348,99948523,36
20193,1129003492,05,2065003,57820092,28
20193,1129003493,05,2307448,133831981,58
20193,1129003494,05,2081930,191537556,92
20193,1129003495,05,2107696,132784830,63
20193,1129003496,05,2407122,12035608,5
20193,1129003497,05,2319417,403578633,174
20193,1129003498,06,2694120,153564832,57
20193,1129003499,06,2830385,8491154,3
20193,1129003500,05,2317691,69530733,30
20193,1129003501,06,2694117,123929385,46
20193,1129003502,03,1627230,11390609,7
20193,1129003503,05,2416402,9665609,4
20193,1129003504,06,2574018,97812688,38
20193,1129003505,08,4508424,27050544,6
20193,1129003507,06,2517092,62927305,25
20193,1129003509,05,2261442,2261442,1
20193,1129003511,05,2361595,40147114,17
20193,1129003512,05,2336262,135503200,58
20193,1129003516,05,2414994,369494083,153
20193,1129003518,06,2801628,106461854,38
20193,1129003523,04,1973878,9869390,5
20193,1129003525,05,2281900,15973300,7
20193,1129003529,05,2421292,196124667,81
20193,1129003532,08,4267155,2871795500,673
20193,1129003535,04,1760688,56342016,32
20193,1129003538,08,4665465,1894178859,406
20193,1129003550,07,3328496,629085808,189
20193,1129003552,06,2740401,63029228,23
20193,1129003554,04,1880046,189884674,101
20193,1129003556,06,2664461,55953684,21
20193,1129003557,07,3596153,1751326489,487
20193,1129003558,06,2701115,375454918,139
20193,1129003561,05,2254686,148809258,66
20193,1129003562,06,2502199,95083552,38
20193,1129003566,06,2690994,10763974,4
20193,1129003567,06,2640617,102984064,39
20193,1129003569,07,3499923,346492423,99
20193,1129003570,08,4272397,21361986,5
20193,1129003571,07,3384328,216596985,64
20193,1129003572,06,2560904,87070735,34
20193,1129003573,07,3429790,1838367694,536
20193,1129003582,06,2688809,107552367,40
20193,1129003583,06,2456152,243159028,99
20193,1129003584,05,2219669,93226085,42
20193,1129003591,05,2239527,17916217,8
20193,1129003592,08,4050264,4038113169,997
20193,1129003595,04,1856019,25984260,14
20193,1129003597,06,2802587,215799225,77
20193,1129003602,06,2772272,487919788,176
20193,1129003605,05,2095933,222168898,106
20193,1129003607,04,1738622,8693109,5
20193,1129003609,06,2528663,331254856,131
20193,1129003617,05,2279690,93467304,41
20193,1129003618,10,7191795,14383589,2
20193,1129003620,06,2716122,10864486,4
20193,1129003622,05,2236330,438320714,196
20193,1129003626,04,1935481,3870961,2
20193,1129003627,05,2072243,6216730,3
20193,1129003628,02,1357500,1357500,1
20193,1129003629,06,2841975,22735800,8
20193,1129003630,05,2096352,20963524,10
20193,1129003631,06,2475865,2475865,1
20193,1129003632,07,3181393,82716215,26
