STDR_YM_CD,SUD_CD,APT_HSMP_CO,AE_66_SQMT_BELO_HSHLD_CO,AE_66_SQMT_HSHLD_CO,AE_99_SQMT_HSHLD_CO,AE_132_SQMT_HSHLD_CO,AE_165_SQMT_HSHLD_CO,PC_1_HDMIL_BELO_HSHLD_CO,PC_1_HDMIL_HSHLD_CO,PC_2_HDMIL_HSHLD_CO,PC_3_HDMIL_HSHLD_CO,PC_4_HDMIL_HSHLD_CO,PC_5_HDMIL_HSHLD_CO,PC_6_HDMIL_ABOVE_HSHLD_CO,AVRG_AE,AVRG_MKTC
201912,1129003477,5,33,10,0,0,0,9,31,3,0,0,0,0,265.00119047619047619047619047619047619,636280952.380952380952380952380952380953
201912,1129003478,4,15,23,0,0,0,12,26,0,0,0,0,0,225.944444444444444444444444444444444444,483291666.666666666666666666666666666667
201912,1129003479,6,41,12,0,0,0,17,34,2,0,0,0,0,300.175641025641025641025641025641025641,669516666.666666666666666666666666666667
201912,1129003481,4,44,0,0,0,0,5,39,0,0,0,0,0,186.32326007326007326007326007326007326,526011904.761904761904761904761904761904
201912,1129003482,4,24,22,0,0,0,9,37,0,0,0,0,0,264.080357142857142857142857142857142857,577258928.571428571428571428571428571429
201912,1129003483,1,7,0,0,0,0,0,7,0,0,0,0,0,38,107714285.714285714285714285714285714286
201912,1129003484,4,22,10,1,0,0,6,26,1,0,0,0,0,251.222222222222222222222222222222222222,538069444.444444444444444444444444444444
201912,1129003485,2,6,9,0,0,0,0,15,0,0,0,0,0,132.714285714285714285714285714285714286,310857142.857142857142857142857142857143
201912,1129003486,1,8,3,1,0,0,4,8,0,0,0,0,0,60.25,119916666.666666666666666666666666666667
201912,1129003487,1,4,20,0,0,0,0,24,0,0,0,0,0,65.66666666666666666666666666666666666667,158458333.333333333333333333333333333333
201912,1129003489,3,24,4,2,0,0,8,19,3,0,0,0,0,196.597222222222222222222222222222222222,443861111.111111111111111111111111111111
201912,1129003490,4,13,6,0,0,0,10,9,0,0,0,0,0,227.366666666666666666666666666666666667,414966666.666666666666666666666666666667
201912,1129003491,3,7,13,1,0,0,3,17,1,0,0,0,0,198.616666666666666666666666666666666667,474483333.333333333333333333333333333333
201912,1129003492,3,21,12,0,0,0,0,33,0,0,0,0,0,195.633333333333333333333333333333333333,410203030.303030303030303030303030303031
201912,1129003493,7,74,6,0,0,0,21,59,0,0,0,0,0,389.544444444444444444444444444444444445,879373484.848484848484848484848484848484
201912,1129003494,8,41,35,1,0,0,6,69,2,0,0,0,0,499.506944444444444444444444444444444445,1228062500
201912,1129003495,8,47,29,0,0,0,7,69,0,0,0,0,0,492.658333333333333333333333333333333333,1097691666.666666666666666666666666666667
201912,1129003497,23,156,60,0,0,0,70,140,6,0,0,0,0,1278.325577200577200577200577200577200576,2748513924.963924963924963924963924963926
201912,1129003498,8,37,41,1,0,0,11,63,5,0,0,0,0,518.278671328671328671328671328671328672,1215224475.524475524475524475524475524476
201912,1129003500,3,36,0,0,0,0,20,16,0,0,0,0,0,133.745238095238095238095238095238095238,336447619.047619047619047619047619047619
201912,1129003501,4,20,15,0,1,0,3,32,1,0,0,0,0,244.722222222222222222222222222222222222,594591269.84126984126984126984126984127
201912,1129003504,2,14,14,0,0,0,0,27,1,0,0,0,0,127.666666666666666666666666666666666667,301458333.333333333333333333333333333333
201912,1129003506,1,10,0,0,0,0,0,0,2,8,0,0,0,60,312600000
201912,1129003507,4,24,6,0,0,0,5,25,0,0,0,0,0,203.6,499300000
201912,1129003508,1,28,0,0,0,0,0,0,5,23,0,0,0,60,316285714.285714285714285714285714285714
201912,1129003510,1,0,20,20,0,0,0,0,0,6,34,0,0,100,419200000
201912,1129003511,1,1,7,0,0,0,0,8,0,0,0,0,0,67.375,148625000
201912,1129003512,8,42,1,0,0,0,14,29,0,0,0,0,0,367.590476190476190476190476190476190476,933919047.619047619047619047619047619047
201912,1129003513,1,20,0,0,0,0,0,0,2,18,0,0,0,60,317400000
201912,1129003514,1,50,0,0,0,0,0,0,6,44,0,0,0,60,321920000
201912,1129003515,1,0,0,20,0,0,0,0,0,2,18,0,0,115,428000000
201912,1129003516,16,132,42,0,0,0,37,136,1,0,0,0,0,887.348448773448773448773448773448773448,2087828715.728715728715728715728715728714
201912,1129003517,1,18,0,0,0,0,0,0,1,17,0,0,0,60,319777777.777777777777777777777777777778
201912,1129003518,4,21,23,0,0,0,7,37,0,0,0,0,0,250.641666666666666666666666666666666667,533195833.333333333333333333333333333334
201912,1129003519,1,0,76,0,0,0,0,0,0,76,0,0,0,85,365000000
201912,1129003520,1,0,20,20,0,0,0,0,0,6,34,0,0,100,419200000
201912,1129003521,1,0,20,0,0,0,0,0,0,6,14,0,0,85,401600000
201912,1129003522,1,56,0,0,0,0,0,0,6,50,0,0,0,60,323321428.571428571428571428571428571429
201912,1129003523,1,10,0,0,0,0,10,0,0,0,0,0,0,85.57142857142857142857142857142857142857,150285714.285714285714285714285714285714
201912,1129003524,1,0,0,20,0,0,0,0,0,2,18,0,0,115,428000000
201912,1129003526,1,0,20,0,0,0,0,0,0,6,14,0,0,85,401600000
201912,1129003527,1,20,0,0,0,0,0,0,2,18,0,0,0,60,317400000
201912,1129003528,1,36,37,0,0,0,0,0,36,37,0,0,0,72.67123287671232876712328767123287671233,324205479.452054794520547945205479452055
201912,1129003529,3,20,9,0,0,0,5,24,0,0,0,0,0,188.642857142857142857142857142857142857,373719047.619047619047619047619047619047
201912,1129003530,1,0,40,0,0,0,0,0,0,8,32,0,0,85,410400000
201912,1129003531,1,0,0,20,0,0,0,0,0,2,18,0,0,115,428000000
201912,1129003532,1,0,0,40,0,0,0,0,0,12,28,0,0,115,399450000
201912,1129003533,1,0,20,0,0,0,0,0,0,6,14,0,0,85,401600000
201912,1129003534,1,20,0,0,0,0,0,0,2,18,0,0,0,60,317400000
201912,1129003535,2,27,5,0,0,0,23,9,0,0,0,0,0,89.98431372549019607843137254901960784314,176372549.019607843137254901960784313726
201912,1129003536,1,0,20,0,0,0,0,0,0,4,16,0,0,85,410400000
201912,1129003537,1,118,0,0,0,0,0,0,118,0,0,0,0,60,285118644.067796610169491525423728813559
201912,1129003538,1,0,40,0,0,0,0,0,0,16,24,0,0,85,402300000
201912,1129003539,1,0,0,80,0,0,0,0,0,24,56,0,0,115,399450000
201912,1129003540,1,120,0,0,0,0,0,0,120,0,0,0,0,60,270650000
201912,1129003541,1,40,0,0,0,0,0,0,40,0,0,0,0,60,273700000
201912,1129003542,1,0,80,0,0,0,0,0,0,80,0,0,0,85,346350000
201912,1129003544,1,0,40,0,0,0,0,0,0,40,0,0,0,85,365550000
201912,1129003545,1,144,0,0,0,0,144,0,0,0,0,0,0,33,64812500
201912,1129003546,1,0,40,0,0,0,0,0,0,40,0,0,0,85,346350000
201912,1129003547,1,56,0,0,0,0,0,0,56,0,0,0,0,60,231285714.285714285714285714285714285714
201912,1129003549,1,0,32,0,0,0,0,0,0,32,0,0,0,85,342625000
201912,1129003550,1,56,0,0,0,0,0,0,56,0,0,0,0,60,234500000
201912,1129003552,2,12,9,0,0,0,10,11,0,0,0,0,0,107.133333333333333333333333333333333333,184066666.666666666666666666666666666667
201912,1129003554,1,188,0,0,0,0,188,0,0,0,0,0,0,33,65175531.91489361702127659574468085106383
201912,1129003555,1,115,0,0,0,0,0,3,112,0,0,0,0,60,219860869.565217391304347826086956521739
201912,1129003556,1,0,6,0,0,2,0,6,2,0,0,0,0,102.75,153375000
201912,1129003557,1,146,0,0,0,0,0,0,146,0,0,0,0,60,232479452.054794520547945205479452054795
201912,1129003559,1,220,44,0,0,0,0,264,0,0,0,0,0,112.333333333333333333333333333333333333,311909090.909090909090909090909090909091
201912,1129003561,7,40,36,1,0,0,27,50,0,0,0,0,0,618.766666666666666666666666666666666667,1236491666.666666666666666666666666666667
201912,1129003562,6,49,7,0,0,0,46,10,0,0,0,0,0,324.357142857142857142857142857142857143,487407142.857142857142857142857142857143
201912,1129003563,1,176,0,0,0,0,0,0,176,0,0,0,0,60,231125000
201912,1129003564,1,0,0,36,0,0,0,0,0,36,0,0,0,115,337777777.777777777777777777777777777778
201912,1129003565,1,0,13,12,0,0,0,0,13,12,0,0,0,94.96,283400000
201912,1129003567,5,32,17,0,0,0,0,29,20,0,0,0,0,308,907583333.333333333333333333333333333334
201912,1129003568,1,0,50,9,0,0,0,0,59,0,0,0,0,96.52542372881355932203389830508474576271,268576271.186440677966101694915254237288
201912,1129003569,1,0,43,25,0,0,0,0,68,0,0,0,0,98.67647058823529411764705882352941176471,272058823.529411764705882352941176470588
201912,1129003571,1,12,39,14,0,0,0,12,40,13,0,0,0,87.27692307692307692307692307692307692308,272153846.153846153846153846153846153846
201912,1129003572,2,0,27,0,0,0,0,27,0,0,0,0,0,181,364388888.888888888888888888888888888889
201912,1129003573,1,0,0,32,0,0,0,0,32,0,0,0,0,115,263250000
201912,1129003574,1,0,26,32,0,0,0,0,58,0,0,0,0,101.551724137931034482758620689655172414,256241379.310344827586206896551724137931
201912,1129003575,1,198,0,0,0,0,0,0,198,0,0,0,0,60,231732323.232323232323232323232323232323
201912,1129003576,1,0,106,0,0,0,0,0,64,42,0,0,0,84,291877358.490566037735849056603773584906
201912,1129003577,1,0,74,0,0,0,0,0,46,28,0,0,0,84,288621621.621621621621621621621621621622
201912,1129003578,1,0,30,32,0,0,0,0,62,0,0,0,0,100.483870967741935483870967741935483871,255064516.129032258064516129032258064516
201912,1129003579,1,0,0,36,0,0,0,0,0,36,0,0,0,115,337777777.777777777777777777777777777778
201912,1129003580,1,0,0,70,0,0,0,0,0,70,0,0,0,115,338628571.428571428571428571428571428571
201912,1129003581,1,130,26,0,0,0,0,130,26,0,0,0,0,52.83333333333333333333333333333333333333,159871794.871794871794871794871794871795
201912,1129003582,2,5,0,18,1,0,1,21,2,0,0,0,0,310.571428571428571428571428571428571429,488107142.857142857142857142857142857143
201912,1129003583,13,70,83,0,6,0,35,118,6,0,0,0,0,922.631451735399103820156451735399103819,1997782404.875825928457507404875825928459
201912,1129003584,4,18,18,1,0,0,6,30,1,0,0,0,0,245.966666666666666666666666666666666667,547058333.333333333333333333333333333334
201912,1129003585,1,0,80,0,0,0,0,0,48,32,0,0,0,84,288000000
201912,1129003586,1,80,0,0,0,0,0,0,80,0,0,0,0,60,225800000
201912,1129003587,1,116,64,0,0,0,0,116,64,0,0,0,0,68.88888888888888888888888888888888888889,203733333.333333333333333333333333333333
201912,1129003588,1,56,16,16,0,0,0,56,32,0,0,0,0,74.54545454545454545454545454545454545455,205613636.363636363636363636363636363636
201912,1129003589,1,0,0,38,0,0,0,0,0,38,0,0,0,115,334631578.947368421052631578947368421053
201912,1129003590,1,0,78,0,0,0,0,0,46,32,0,0,0,84,288794871.794871794871794871794871794872
201912,1129003592,1,0,0,70,0,0,0,0,0,70,0,0,0,115,338628571.428571428571428571428571428571
201912,1129003593,1,0,0,36,0,0,0,0,0,36,0,0,0,115,337777777.777777777777777777777777777778
201912,1129003594,1,179,36,0,0,0,0,179,36,0,0,0,0,50.03255813953488372093023255813953488372,150874418.604651162790697674418604651163
201912,1129003596,1,0,0,36,0,0,0,0,0,36,0,0,0,115,333944444.444444444444444444444444444444
201912,1129003597,10,48,37,1,0,0,31,55,0,0,0,0,0,681.089285714285714285714285714285714286,1214655158.73015873015873015873015873016
201912,1129003598,1,0,0,38,0,0,0,0,0,38,0,0,0,115,334631578.947368421052631578947368421053
201912,1129003599,1,12,0,0,0,0,0,12,0,0,0,0,0,58,129666666.666666666666666666666666666667
201912,1129003600,1,0,0,36,0,0,0,0,0,36,0,0,0,115,337777777.777777777777777777777777777778
201912,1129003601,1,0,74,0,0,0,0,0,44,30,0,0,0,84,288351351.351351351351351351351351351351
201912,1129003602,1,51,0,0,0,0,0,51,0,0,0,0,0,59,173411764.705882352941176470588235294118
201912,1129003603,1,0,0,30,0,0,0,0,0,30,0,0,0,115,342133333.333333333333333333333333333333
201912,1129003604,1,0,0,30,0,0,0,0,0,30,0,0,0,115,346133333.333333333333333333333333333333
201912,1129003605,17,146,19,1,0,0,31,135,0,0,0,0,0,1028.555982905982905982905982905982905982,2321910989.010989010989010989010989010989
201912,1129003606,1,0,60,0,0,0,0,0,36,24,0,0,0,84,287733333.333333333333333333333333333333
201912,1129003608,1,0,52,0,0,0,0,0,32,20,0,0,0,84,291769230.769230769230769230769230769231
201912,1129003609,18,100,84,5,1,0,74,115,1,0,0,0,0,1340.510125693020429862535125693020429863,2264779769.499506341611604769499506341611
201912,1129003610,1,0,52,0,0,0,0,0,32,20,0,0,0,84,291769230.769230769230769230769230769231
201912,1129003611,1,0,52,0,0,0,0,0,32,20,0,0,0,84,291769230.769230769230769230769230769231
201912,1129003613,1,0,60,0,0,0,0,0,36,24,0,0,0,84,287733333.333333333333333333333333333333
201912,1129003614,1,72,72,36,0,0,0,76,104,0,0,0,0,80.2,203472222.222222222222222222222222222222
201912,1129003615,1,0,18,0,0,0,0,18,0,0,0,0,0,85,170333333.333333333333333333333333333333
201912,1129003617,3,27,7,0,0,0,1,33,0,0,0,0,0,171.305555555555555555555555555555555556,449111111.111111111111111111111111111111
201912,1129003622,15,49,154,6,0,0,17,157,35,0,0,0,0,1246.640411635148477253740411635148477253,2589857860.56049213943950786056049213944
201912,1129003630,1,12,1,0,0,0,7,6,0,0,0,0,0,40.30769230769230769230769230769230769231,96538461.53846153846153846153846153846154
201912,1129003632,3,23,5,0,0,0,21,7,0,0,0,0,0,123.972527472527472527472527472527472528,277530219.78021978021978021978021978022
201912,1129003634,1,40,0,0,0,0,40,0,0,0,0,0,0,11.2,35750000
201912,1129003635,1,6,0,0,0,0,3,3,0,0,0,0,0,24.16666666666666666666666666666666666667,91166666.66666666666666666666666666666667
201912,1129003636,1,7,0,0,0,0,7,0,0,0,0,0,0,34,77000000
201912,1129003637,2,9,0,0,8,0,1,8,0,8,0,0,0,346.111111111111111111111111111111111111,841444444.444444444444444444444444444444
201912,1129003640,1,16,1,0,0,0,8,9,0,0,0,0,0,50.41176470588235294117647058823529411765,94823529.41176470588235294117647058823529
201912,1129003642,1,2,2,0,0,0,0,3,1,0,0,0,0,66,160500000
201912,1129003646,1,0,0,0,6,0,0,0,0,6,0,0,0,134,310000000
201912,1129003647,1,0,18,0,0,0,0,18,0,0,0,0,0,76,182222222.222222222222222222222222222222
201912,1129003650,3,15,17,0,0,0,0,13,19,0,0,0,0,248.416666666666666666666666666666666667,831250000
201912,1129003651,4,28,3,0,0,0,1,27,2,1,0,0,0,213.041666666666666666666666666666666667,663333333.333333333333333333333333333333
201912,1129003652,4,10,34,0,0,0,2,26,16,0,0,0,0,295.4,692033333.333333333333333333333333333333
201912,1129003653,3,57,2,0,0,0,8,50,1,0,0,0,0,187.557142857142857142857142857142857143,725285714.285714285714285714285714285714
201912,1129003654,1,0,0,0,8,0,0,0,0,8,0,0,0,288,684000000
201912,1129003656,2,14,2,0,0,0,7,9,0,0,0,0,0,166.75,449750000
201912,1129003657,1,86,0,0,0,0,0,0,86,0,0,0,0,59,239313953.488372093023255813953488372093
201912,1129003658,1,0,152,0,0,0,0,0,152,0,0,0,0,76,272105263.157894736842105263157894736842
201912,1129003661,5,36,17,0,0,0,8,45,0,0,0,0,0,259.486111111111111111111111111111111111,680486111.111111111111111111111111111111
201912,1129003663,1,71,34,24,0,0,0,0,77,52,0,0,0,76.82170542635658914728682170542635658915,284627906.976744186046511627906976744186
201912,1129003664,1,0,0,19,0,0,0,0,19,0,0,0,0,110.315789473684210526315789473684210526,236105263.157894736842105263157894736842
201912,1129003669,4,38,1,0,0,0,2,37,0,0,0,0,0,159.439393939393939393939393939393939394,518651515.151515151515151515151515151516
201912,1129003671,3,24,0,0,0,0,0,24,0,0,0,0,0,139.5,495500000
201912,1129003672,1,66,72,30,0,0,0,0,78,90,0,0,0,80.53571428571428571428571428571428571429,295791666.666666666666666666666666666667
201912,1129003674,2,6,1,0,0,0,2,4,1,0,0,0,0,104.666666666666666666666666666666666667,260500000
201912,1129003676,1,12,0,0,0,0,0,9,3,0,0,0,0,47.16666666666666666666666666666666666667,182750000
201912,1129003677,1,6,1,0,0,0,0,7,0,0,0,0,0,64.28571428571428571428571428571428571429,159000000
201912,1129003680,1,0,63,0,0,0,0,0,0,32,31,0,0,85,399571428.571428571428571428571428571429
201912,1129003681,1,0,34,0,0,0,0,0,0,18,16,0,0,85,399529411.764705882352941176470588235294
201912,1129003683,18,132,24,0,0,0,42,101,13,0,0,0,0,967.272222222222222222222222222222222223,2584538888.888888888888888888888888888889
201912,1129003684,1,0,0,35,0,0,0,0,0,0,35,0,0,115,458571428.571428571428571428571428571429
201912,1129003687,1,1,2,0,0,0,1,2,0,0,0,0,0,67.33333333333333333333333333333333333333,135666666.666666666666666666666666666667
201912,1129003688,2,12,7,0,0,0,0,19,0,0,0,0,0,128.583333333333333333333333333333333333,315452380.952380952380952380952380952381
201912,1129003690,5,39,3,0,0,0,19,13,10,0,0,0,0,241.825,612200000
201912,1129003691,2,29,3,0,0,0,28,4,0,0,0,0,0,85.07142857142857142857142857142857142857,213428571.428571428571428571428571428571
201912,1129003692,1,60,0,0,0,0,0,0,12,48,0,0,0,60,317533333.333333333333333333333333333333
201912,1129003693,1,0,25,0,0,0,0,0,0,12,13,0,0,85,401640000
201912,1129003694,4,34,1,0,0,0,10,25,0,0,0,0,0,178.270833333333333333333333333333333333,458125000
201912,1129003695,1,0,0,37,0,0,0,0,0,0,37,0,0,115,459945945.945945945945945945945945945946
201912,1129003697,6,41,11,0,0,0,12,37,3,0,0,0,0,316.461363636363636363636363636363636364,794412121.212121212121212121212121212121
201912,1129003699,1,2,7,0,0,0,2,7,0,0,0,0,0,62.77777777777777777777777777777777777778,141666666.666666666666666666666666666667
201912,1129003700,1,0,71,0,0,0,0,0,0,38,33,0,0,85,401225352.112676056338028169014084507042
201912,1129003701,4,42,0,0,0,0,0,38,4,0,0,0,0,180.6,650450000
201912,1129003702,1,2,6,0,0,0,1,4,3,0,0,0,0,68,167125000
201912,1129003705,1,0,0,1,1,0,0,0,0,2,0,0,0,133,358000000
201912,1129003706,1,1,3,0,0,0,0,4,0,0,0,0,0,65.25,134750000
201912,1129003708,3,11,11,0,0,0,0,6,16,0,0,0,0,192.175,587050000
201912,1129003709,1,2,6,0,0,0,0,8,0,0,0,0,0,74.75,174500000
201912,1129003710,3,23,0,0,0,0,4,18,1,0,0,0,0,129.928571428571428571428571428571428571,414660714.285714285714285714285714285714
201912,1129003711,1,0,0,36,0,0,0,0,0,0,36,0,0,115,463055555.555555555555555555555555555556
201912,1129003713,4,34,0,1,0,0,6,28,1,0,0,0,0,187.545329670329670329670329670329670329,544832417.582417582417582417582417582417
201912,1129003714,1,2,2,0,0,0,0,2,2,0,0,0,0,54,191750000
201912,1129003715,6,37,10,1,0,0,15,31,2,0,0,0,0,346.244047619047619047619047619047619048,791219444.444444444444444444444444444444
201912,1129003716,1,70,0,0,0,0,0,0,12,58,0,0,0,60,316200000
201912,1129003717,1,0,60,0,0,0,0,0,0,28,32,0,0,85,401000000
201912,1129003718,1,8,0,0,0,0,0,8,0,0,0,0,0,33.5,130500000
201912,1129003719,4,40,0,0,0,0,5,35,0,0,0,0,0,202.766666666666666666666666666666666667,471733333.333333333333333333333333333333
201912,1129003721,1,0,55,0,0,0,0,0,0,28,27,0,0,85,399909090.909090909090909090909090909091
201912,1129003722,4,35,3,0,0,0,14,22,2,0,0,0,0,260.5,586500000.000000000000000000000000000001
201912,1129003723,3,3,7,0,0,0,2,7,1,0,0,0,0,193.416666666666666666666666666666666667,462166666.666666666666666666666666666667
201912,1129003724,1,104,0,0,0,0,104,0,0,0,0,0,0,30,81019230.76923076923076923076923076923077
201912,1129003726,1,52,0,0,0,0,0,0,8,44,0,0,0,60,318461538.461538461538461538461538461538
201912,1129003727,2,18,0,0,0,0,8,10,0,0,0,0,0,78.35,263600000
201912,1129003728,7,13,23,0,0,0,0,29,7,0,0,0,0,517.291666666666666666666666666666666666,1211083333.333333333333333333333333333333
201912,1129003730,10,64,35,1,0,0,16,75,9,0,0,0,0,510.501984126984126984126984126984126984,1457837719.298245614035087719298245614034
201912,1129003732,1,10,0,0,0,0,0,6,4,0,0,0,0,52,187200000
201912,1129003733,1,12,0,0,0,0,0,12,0,0,0,0,0,42,159250000
201912,1129003734,2,19,1,0,0,0,1,19,0,0,0,0,0,112.808080808080808080808080808080808081,284212121.212121212121212121212121212122
201912,1129003735,1,0,40,0,0,0,0,0,0,20,20,0,0,85,401400000
201912,1129003736,2,31,2,0,0,0,23,8,2,0,0,0,0,58.80434782608695652173913043478260869565,224334782.608695652173913043478260869565
201912,1129003737,1,73,0,0,0,0,0,0,12,61,0,0,0,60,316479452.054794520547945205479452054795
201912,1129003739,1,0,71,0,0,0,0,0,0,36,35,0,0,85,400154929.577464788732394366197183098592
201912,1129003740,4,29,0,0,0,0,2,27,0,0,0,0,0,222.75,511277777.777777777777777777777777777778
201912,1129003741,3,33,0,0,0,0,4,16,13,0,0,0,0,214.681818181818181818181818181818181818,621142424.242424242424242424242424242424
201912,1129003742,3,24,0,1,0,0,13,11,1,0,0,0,0,130.935897435897435897435897435897435897,361910256.410256410256410256410256410256
201912,1129003743,3,34,0,0,0,0,2,23,9,0,0,0,0,141.775,472200000
201912,1129003746,2,8,2,0,0,0,2,8,0,0,0,0,0,123.428571428571428571428571428571428571,265571428.571428571428571428571428571429
201912,1129003747,4,19,28,0,0,0,6,41,0,0,0,0,0,267.004166666666666666666666666666666667,554833333.333333333333333333333333333333
201912,1129003748,1,9,0,1,0,0,8,2,0,0,0,0,0,55.6,83000000
201912,1129003749,2,14,3,0,0,0,0,13,4,0,0,0,0,117.542857142857142857142857142857142857,333600000
201912,1129003752,4,62,0,0,0,0,4,57,1,0,0,0,0,123.773015873015873015873015873015873016,544142857.142857142857142857142857142857
201912,1129003753,1,82,0,0,0,0,0,82,0,0,0,0,0,39,116390243.902439024390243902439024390244
201912,1129003755,3,41,1,0,0,0,4,25,13,0,0,0,0,175.734848484848484848484848484848484848,656731934.731934731934731934731934731934
201912,1129003757,4,43,7,0,0,0,28,22,0,0,0,0,0,198.857142857142857142857142857142857143,489285714.285714285714285714285714285714
201912,1129003758,3,58,1,0,0,0,5,54,0,0,0,0,0,392.033333333333333333333333333333333333,1055775000
201912,1129003760,5,47,12,0,0,0,4,41,14,0,0,0,0,381.622222222222222222222222222222222222,1145563888.888888888888888888888888888889
201912,1129003761,3,16,2,0,0,0,13,5,0,0,0,0,0,132.533333333333333333333333333333333333,248404761.904761904761904761904761904762
201912,1129003764,1,124,0,0,0,0,0,124,0,0,0,0,0,40,122758064.516129032258064516129032258065
201912,1129003766,2,12,0,0,0,0,12,0,0,0,0,0,0,78.5,145500000
201912,1129003767,1,10,0,0,0,0,0,2,8,0,0,0,0,50,194600000
201912,1129003768,1,0,0,90,0,0,0,0,0,0,10,80,0,115,536166666.666666666666666666666666666667
201912,1129003770,5,33,17,0,0,0,7,43,0,0,0,0,0,284.613095238095238095238095238095238096,700029761.904761904761904761904761904762
201912,1129003772,5,43,8,0,0,0,4,29,18,0,0,0,0,264.952380952380952380952380952380952381,726613888.888888888888888888888888888889
201912,1129003774,1,78,0,0,0,0,0,0,0,78,0,0,0,60,349000000
201912,1129003775,1,74,0,0,0,0,0,0,0,74,0,0,0,60,352270270.27027027027027027027027027027
201912,1129003776,1,1,30,0,0,0,1,30,0,0,0,0,0,68.48387096774193548387096774193548387097,110419354.838709677419354838709677419355
201912,1129003777,1,0,36,36,0,0,0,0,0,6,66,0,0,100,448416666.666666666666666666666666666667
201912,1129003778,1,0,79,0,0,0,0,0,0,10,69,0,0,85,421189873.417721518987341772151898734177
201912,1129003779,1,0,0,44,0,0,0,0,0,0,44,0,0,115,482045454.545454545454545454545454545455
201912,1129003780,1,0,73,0,0,0,0,0,0,11,62,0,0,85,418589041.09589041095890410958904109589
201912,1129003781,1,0,94,0,0,0,0,0,0,0,94,0,0,85,465436170.21276595744680851063829787234
201912,1129003783,5,57,4,0,0,0,15,40,6,0,0,0,0,285.795112781954887218045112781954887218,624557748.538011695906432748538011695906
201912,1129003784,1,50,0,0,0,0,50,0,0,0,0,0,0,54,89800000
201912,1129003785,1,3,0,0,0,0,3,0,0,0,0,0,0,48,71666666.66666666666666666666666666666667
201912,1129003786,1,0,0,92,0,0,0,0,0,0,10,82,0,115,536641304.347826086956521739130434782609
201912,1129003788,2,28,0,0,0,0,21,7,0,0,0,0,0,112.2,190966666.666666666666666666666666666667
201912,1129003789,4,44,0,0,0,0,18,26,0,0,0,0,0,171.527777777777777777777777777777777778,500083333.333333333333333333333333333334
201912,1129003790,1,44,0,0,0,0,0,0,0,44,0,0,0,60,354136363.636363636363636363636363636364
201912,1129003792,3,50,0,0,0,0,0,2,48,0,0,0,0,269.933333333333333333333333333333333333,1153616666.666666666666666666666666666667
201912,1129003793,1,0,44,0,0,0,0,0,0,6,38,0,0,85,421363636.363636363636363636363636363636
201912,1129003796,9,81,6,0,0,0,8,70,9,0,0,0,0,490.048611111111111111111111111111111111,1325541666.666666666666666666666666666667
201912,1129003797,1,30,30,0,0,0,0,60,0,0,0,0,0,130,212800000
201912,1129003798,1,0,94,0,0,0,0,0,0,0,94,0,0,85,465436170.21276595744680851063829787234
201912,1129003799,1,75,0,0,0,0,0,0,0,75,0,0,0,60,352426666.666666666666666666666666666667
201912,1129003800,1,5,0,0,0,0,0,0,5,0,0,0,0,59,258000000
201912,1129003801,1,74,0,0,0,0,0,0,0,74,0,0,0,60,348189189.189189189189189189189189189189
201912,1129003802,1,0,94,0,0,0,0,0,0,0,94,0,0,85,465436170.21276595744680851063829787234
201912,1129003803,1,0,81,0,0,0,0,0,0,0,81,0,0,85,462938271.604938271604938271604938271605
201912,1129003804,3,14,0,0,0,0,0,1,13,0,0,0,0,178,718500000
201912,1129003807,2,16,1,0,0,0,0,16,1,0,0,0,0,98.21212121212121212121212121212121212122,297742424.242424242424242424242424242424
201912,1129003810,1,92,0,0,0,0,0,0,0,92,0,0,0,60,381510869.565217391304347826086956521739
201912,1129003811,1,0,68,0,0,0,0,0,0,0,68,0,0,85,460308823.529411764705882352941176470588
201912,1129003813,1,0,36,36,0,0,0,0,0,6,66,0,0,100,448416666.666666666666666666666666666667
201912,1129003814,1,0,0,48,0,0,0,0,0,0,48,0,0,115,483458333.333333333333333333333333333333
201912,1129003815,1,0,93,0,0,0,0,0,0,10,83,0,0,85,424021505.376344086021505376344086021505
201912,1129003816,1,0,85,0,0,0,0,0,0,11,74,0,0,85,421611764.705882352941176470588235294118
201912,1129003819,3,25,1,0,0,0,18,7,0,1,0,0,0,110.454212454212454212454212454212454212,351142857.142857142857142857142857142857
201912,1129003821,1,66,0,0,0,0,0,0,0,66,0,0,0,60,378590909.090909090909090909090909090909
201912,1129003825,1,0,78,0,0,0,0,0,0,78,0,0,0,85,373025641.025641025641025641025641025641
201912,1129003827,1,0,0,40,0,0,0,0,0,6,34,0,0,115,423150000
201912,1129003828,1,0,0,38,0,0,0,0,0,6,32,0,0,115,427421052.631578947368421052631578947368
201912,1129003829,1,0,76,0,0,0,0,0,0,76,0,0,0,85,353947368.421052631578947368421052631579
201912,1129003831,4,61,0,0,0,0,0,42,19,0,0,0,0,198.336363636363636363636363636363636364,758453409.090909090909090909090909090909
201912,1129003832,3,24,0,0,0,0,8,0,16,0,0,0,0,153.090909090909090909090909090909090909,537954545.454545454545454545454545454545
201912,1129003833,1,12,0,0,0,0,0,9,3,0,0,0,0,47.75,193333333.333333333333333333333333333333
201912,1129003836,1,5,0,0,0,0,5,0,0,0,0,0,0,31,47400000
201912,1129003838,1,465,0,0,0,0,465,0,0,0,0,0,0,26,87397849.46236559139784946236559139784946
