SUD_CD,SUD_NM,ADSTRD_CD,ADSTRD_NM,SIGNGU_CD,SIGNGU_NM,TRDAR_SE_CD,TRDAR_SE_NM,TRDAR_NO,TRDAR_NM
1123001521,장안1동_NE_024,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001522,장안1동_NW_036,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001523,장안1동_NE_023,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001525,장안1동_NE_022,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001526,장안1동_WN_001,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001528,장안1동_NE_021,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001530,장안1동_NW_035,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001533,장안1동_NE_020,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001535,장안1동_NW_032,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001536,장안1동_NW_033,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001537,장안1동_NE_018,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001539,장안1동_NW_030,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001540,장안1동_NW_027,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001541,장안1동_NE_019,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001542,장안1동_NW_029,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001543,장안1동_NW_034,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001545,장안1동_NW_031,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001546,장안1동_NE_017,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001547,장안1동_NW_026,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001548,장안1동_NW_028,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001550,장안1동_NW_023,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001552,장안1동_NE_015,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001553,장안1동_NW_024,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001555,장안1동_NW_025,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001556,장안1동_NW_022,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001557,장안1동_NW_021,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001560,장안1동_NW_020,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001561,장안1동_NE_014,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001562,장안1동_NW_019,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001563,장안1동_NW_016,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001567,장안1동_NE_013,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001569,장안1동_NW_018,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001570,장안1동_NW_017,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001571,장안1동_NW_014,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001572,장안1동_NE_010,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001574,장안1동_NE_009,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001575,장안1동_NW_015,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001576,장안1동_NW_013,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001578,장안1동_NE_008,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001579,장안1동_NW_012,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001580,장안1동_NW_010,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001581,장안1동_NW_009,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001583,장안1동_NW_008,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001585,장안1동_NW_007,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001586,장안1동_NE_005,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001589,장안1동_NW_011,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001591,장안1동_NW_005,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001598,장안1동_NW_003,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001599,장안1동_NW_002,11230650,장안1동,11230,동대문구,A,골목상권,3110226,장안1동주민센터
1123001603,장안2동_SW_030,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001604,장안2동_SW_031,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001605,장안2동_SW_028,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001606,장안2동_SW_029,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001607,장안2동_SW_026,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001608,장안2동_SW_025,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001609,장안2동_SE_026,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001610,장안2동_SW_027,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001611,장안2동_SW_023,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001612,장안2동_SW_021,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001613,장안2동_SW_020,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001614,장안2동_SW_024,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001616,장안2동_SW_018,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001618,장안2동_SE_025,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001619,장안2동_SE_023,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001620,장안2동_SW_016,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001621,장안2동_SE_024,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001622,장안2동_SW_017,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001623,장안2동_SW_015,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001624,장안2동_SE_022,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001628,장안2동_SE_019,11230660,장안2동,11230,동대문구,A,골목상권,3110230,장안현대홈타운1차아파트
1123001645,장안2동_WS_031,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001649,장안2동_WS_032,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001654,장안2동_WS_029,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001655,장안2동_SW_008,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001657,장안2동_WS_028,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001659,장안2동_WS_027,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001661,장안2동_WS_025,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001666,장안2동_WS_024,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001672,장안2동_WS_021,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001679,장안2동_WS_022,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001681,장안2동_WS_020,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001683,장안2동_WS_019,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001685,장안2동_WS_017,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001686,장안2동_WS_023,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001692,장안2동_WS_018,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001693,장안2동_WS_015,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001694,장안2동_WS_013,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001695,장안2동_WS_012,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001696,장안2동_WS_011,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001699,장안2동_WS_010,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001701,장안2동_WS_008,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001703,장안2동_WS_007,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001705,장안2동_ES_011,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001706,장안2동_ES_005,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001711,장안2동_WS_009,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001713,장안2동_WS_004,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001717,장안2동_WS_001,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001718,장안2동_WS_003,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001719,장안2동_WS_002,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001722,장안2동_WN_025,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001723,장안2동_WN_027,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001724,장안2동_WN_023,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001727,장안2동_EN_020,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001728,장안2동_WN_022,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001729,장안2동_EN_019,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001731,장안2동_EN_018,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001733,장안2동_WN_026,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001734,장안2동_WN_020,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001735,장안2동_WN_024,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001736,장안2동_WN_019,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001737,장안2동_WN_018,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001738,장안2동_EN_012,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001739,장안2동_WN_017,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001740,장안2동_WN_016,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001742,장안2동_WN_021,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001749,장안2동_WN_011,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001751,장안2동_WN_009,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001754,장안2동_WN_012,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001755,장안2동_WN_010,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001756,장안2동_WN_007,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001758,장안2동_NE_024,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001759,장안2동_NE_027,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001760,장안2동_NE_026,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001762,장안2동_NE_025,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001764,장안2동_WN_003,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001766,장안2동_WN_006,11230660,장안2동,11230,동대문구,A,골목상권,3110227,답십리공원
1123001767,장안2동_NW_039,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001768,장안2동_NW_037,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001769,장안2동_NW_036,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001770,장안2동_NW_035,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001772,장안2동_NW_038,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001774,장안2동_NE_021,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001775,장안2동_NE_023,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001776,장안2동_WN_001,11230660,장안2동,11230,동대문구,A,골목상권,3110227,답십리공원
1123001778,장안2동_NW_033,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001779,장안2동_NW_034,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001780,장안2동_NE_022,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001782,장안2동_NW_032,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001784,장안2동_NW_040,11230660,장안2동,11230,동대문구,A,골목상권,3110228,장안근린공원
1123001785,장안2동_NE_020,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001786,장안2동_NE_018,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001787,장안2동_NE_016,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001790,장안2동_NE_017,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001794,장안2동_NE_015,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001797,장안2동_NE_014,11230660,장안2동,11230,동대문구,A,골목상권,3110232,동대부고
1123001822,장안2동_NE_005,11230660,장안2동,11230,동대문구,A,골목상권,3110231,장안교
1123001823,장안2동_NE_003,11230660,장안2동,11230,동대문구,A,골목상권,3110231,장안교
1123001837,전농1동_SW_039,11230560,전농1동,11230,동대문구,A,골목상권,3110204,간데메공원
1123001838,전농1동_SW_038,11230560,전농1동,11230,동대문구,A,골목상권,3110204,간데메공원
1123001843,전농1동_SW_032,11230560,전농1동,11230,동대문구,A,골목상권,3110204,간데메공원
1123001845,전농1동_SW_031,11230560,전농1동,11230,동대문구,A,골목상권,3110204,간데메공원
1123001846,전농1동_SW_030,11230560,전농1동,11230,동대문구,A,골목상권,3110204,간데메공원
1123001849,전농1동_SW_029,11230560,전농1동,11230,동대문구,A,골목상권,3110204,간데메공원
1123001854,전농1동_SW_023,11230560,전농1동,11230,동대문구,A,골목상권,3110204,간데메공원
1123001858,전농1동_SW_021,11230560,전농1동,11230,동대문구,A,골목상권,3110204,간데메공원
1123001860,전농1동_WS_033,11230560,전농1동,11230,동대문구,A,골목상권,3110201,전농119안전센터
1123001864,전농1동_SW_024,11230560,전농1동,11230,동대문구,A,골목상권,3110204,간데메공원
1123001876,전농1동_WS_032,11230560,전농1동,11230,동대문구,A,골목상권,3110201,전농119안전센터
1123001885,전농1동_SW_014,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001888,전농1동_WS_029,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001889,전농1동_ES_042,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001890,전농1동_WS_027,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001891,전농1동_WS_026,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001894,전농1동_WS_030,11230560,전농1동,11230,동대문구,A,골목상권,3110201,전농119안전센터
1123001897,전농1동_WS_025,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001899,전농1동_WS_024,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001904,전농1동_ES_040,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001905,전농1동_WS_021,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001906,전농1동_WS_022,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001909,전농1동_WS_020,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001911,전농1동_WS_023,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001912,전농1동_WS_019,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001913,전농1동_ES_037,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001918,전농1동_WS_028,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001919,전농1동_WS_017,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001922,전농1동_ES_033,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001924,전농1동_WS_018,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001925,전농1동_SW_005,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001926,전농1동_WS_016,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001930,전농1동_WS_015,11230560,전농1동,11230,동대문구,A,골목상권,3110202,전농1동주민센터(전농시장)
1123001931,전농1동_SW_003,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001932,전농1동_ES_026,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001938,전농1동_ES_029,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001939,전농1동_SW_002,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001941,전농1동_ES_024,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001942,전농1동_ES_021,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001943,전농1동_SE_004,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001944,전농1동_SW_004,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001945,전농1동_ES_025,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001947,전농1동_SW_001,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001948,전농1동_WS_012,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001950,전농1동_ES_017,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001951,전농1동_ES_023,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001956,전농1동_ES_013,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001957,전농1동_SE_003,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001958,전농1동_ES_019,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001959,전농1동_ES_015,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001960,전농1동_WS_007,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001962,전농1동_SE_002,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001964,전농1동_ES_012,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001965,전농1동_ES_010,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001966,전농1동_WS_005,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001967,전농1동_SE_001,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001968,전농1동_ES_011,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001969,전농1동_ES_008,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001972,전농1동_ES_007,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001973,전농1동_ES_009,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001975,전농1동_ES_001,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001977,전농1동_ES_004,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001978,전농1동_ES_003,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001979,전농1동_EN_033,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001980,전농1동_ES_002,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001981,전농1동_EN_030,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001982,전농1동_ES_006,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001983,전농1동_WN_004,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001986,전농1동_EN_031,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001987,전농1동_EN_032,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001988,전농1동_EN_028,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001989,전농1동_NE_081,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001990,전농1동_EN_029,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001991,전농1동_NW_012,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001992,전농1동_EN_026,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001993,전농1동_EN_023,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001995,전농1동_EN_027,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001996,전농1동_EN_025,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001997,전농1동_EN_022,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123001998,전농1동_EN_021,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123001999,전농1동_EN_024,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123002000,전농1동_NE_080,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123002001,전농1동_EN_019,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002002,전농1동_NE_079,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123002003,전농1동_EN_018,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123002004,전농1동_EN_020,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002005,전농1동_EN_016,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002006,전농1동_EN_017,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002007,전농1동_EN_015,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002009,전농1동_NE_078,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123002010,전농1동_EN_014,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002011,전농1동_NE_077,11230560,전농1동,11230,동대문구,A,골목상권,3110206,텃골근린공원
1123002012,전농1동_EN_012,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002013,전농1동_EN_013,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002014,전농1동_NE_076,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002015,전농1동_EN_010,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002016,전농1동_EN_011,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002017,전농1동_EN_009,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002018,전농1동_NE_075,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002019,전농1동_EN_008,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002020,전농1동_EN_007,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002022,전농1동_EN_005,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002023,전농1동_EN_006,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002024,전농1동_EN_004,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002025,전농1동_NE_069,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002028,전농1동_EN_002,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002029,전농1동_NE_070,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002030,전농1동_EN_003,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002031,전농1동_NE_073,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002032,전농1동_EN_001,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002034,전농1동_NE_068,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002039,전농1동_NE_064,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002040,전농1동_NE_065,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002042,전농1동_NE_062,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002045,전농1동_NE_061,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002055,전농1동_NE_056,11230560,전농1동,11230,동대문구,A,골목상권,3110211,전곡마을마당공원
1123002065,전농1동_NE_048,11230560,전농1동,11230,동대문구,A,골목상권,3110207,시립대앞사거리
1123002066,전농1동_NE_045,11230560,전농1동,11230,동대문구,A,골목상권,3110207,시립대앞사거리
1123002068,전농1동_NE_043,11230560,전농1동,11230,동대문구,A,골목상권,3110207,시립대앞사거리
1123002069,전농1동_NE_041,11230560,전농1동,11230,동대문구,A,골목상권,3110207,시립대앞사거리
